$WITHDRAWAL AT SEG11                                         ELEV OF WITHDRAWAL CENTERLINE:408.     

JDAY,     TSS,    TISS,
    77.000,    4.6663,    4.6663,
    77.100,    4.6761,    4.6761,
    77.200,    4.6834,    4.6834,
    77.300,    4.6845,    4.6845,
    77.400,    4.6770,    4.6770,
    77.500,    4.6634,    4.6634,
    77.600,    4.6519,    4.6519,
    77.700,    4.6401,    4.6401,
    77.800,    4.6232,    4.6232,
    77.900,    4.5968,    4.5968,
    78.000,    4.5616,    4.5616,
    78.100,    4.5218,    4.5218,
    78.200,    4.4791,    4.4791,
    78.300,    4.4353,    4.4353,
    78.400,    4.3918,    4.3917,
    78.500,    4.3487,    4.3487,
    78.600,    4.3056,    4.3056,
    78.700,    4.2632,    4.2632,
    78.800,    4.2242,    4.2242,
    78.900,    4.1840,    4.1840,
    79.000,    4.1332,    4.1332,
    79.100,    4.0737,    4.0736,
    79.200,    3.9646,    3.9646,
    79.300,    3.9215,    3.9215,
    79.400,    3.8573,    3.8572,
    79.500,    3.7300,    3.7299,
    79.600,    3.6451,    3.6450,
    79.700,    3.5362,    3.5362,
    79.800,    3.5026,    3.5026,
    79.900,    3.4764,    3.4764,
    80.000,    3.4573,    3.4572,
    80.100,    3.4415,    3.4414,
    80.200,    3.4307,    3.4307,
    80.300,    3.4707,    3.4706,
    80.400,    3.4497,    3.4497,
    80.500,    3.4098,    3.4098,
    80.600,    3.3484,    3.3484,
    80.700,    3.3640,    3.3640,
    80.800,    3.2971,    3.2971,
    80.900,    3.2278,    3.2278,
    81.000,    3.2360,    3.2360,
    81.100,    3.1534,    3.1533,
    81.200,    3.1393,    3.1392,
    81.300,    3.0515,    3.0514,
    81.400,    3.0293,    3.0292,
    81.500,    2.9564,    2.9563,
    81.600,    2.9415,    2.9414,
    81.700,    2.8842,    2.8841,
    81.800,    2.8371,    2.8370,
    81.900,    2.7963,    2.7962,
    82.000,    2.7604,    2.7603,
    82.100,    2.7293,    2.7292,
    82.200,    2.7018,    2.7017,
    82.300,    2.6776,    2.6776,
    82.400,    2.6586,    2.6585,
    82.500,    2.6429,    2.6429,
    82.600,    2.6326,    2.6326,
    82.700,    2.6307,    2.6307,
    82.800,    2.6355,    2.6355,
    82.900,    2.6401,    2.6401,
    83.000,    2.6428,    2.6428,
    83.100,    2.6456,    2.6455,
    83.200,    2.6477,    2.6477,
    83.300,    2.6512,    2.6511,
    83.400,    2.6595,    2.6595,
    83.500,    2.6748,    2.6749,
    83.600,    2.7010,    2.7010,
    83.700,    2.7328,    2.7328,
    83.800,    2.7637,    2.7638,
    83.900,    2.7910,    2.7910,
    84.000,    2.8081,    2.8081,
    84.100,    2.8165,    2.8165,
    84.200,    2.8178,    2.8178,
    84.300,    2.8147,    2.8147,
    84.400,    2.8107,    2.8107,
    84.500,    2.8116,    2.8116,
    84.600,    2.8159,    2.8159,
    84.700,    2.8221,    2.8222,
    84.800,    2.8291,    2.8291,
    84.900,    2.8317,    2.8317,
    85.000,    2.8300,    2.8300,
    85.100,    2.8216,    2.8216,
    85.200,    2.8087,    2.8087,
    85.300,    2.7938,    2.7938,
    85.400,    2.7779,    2.7779,
    85.500,    2.7610,    2.7610,
