$WITHDRAWAL AT SEG11                                         ELEV OF WITHDRAWAL CENTERLINE:408.     

JDAY,T(C)
    63.300,    4.38
    63.400,    4.36
    63.500,    4.35
    63.600,    4.31
    63.700,    4.30
    63.800,    4.29
    63.900,    4.28
    64.000,    4.26
    64.100,    4.26
    64.200,    4.25
    64.300,    4.25
    64.400,    4.25
    64.500,    4.25
    64.600,    4.25
    64.700,    4.25
    64.800,    4.25
    64.900,    4.26
    65.000,    4.26
    65.100,    4.26
    65.200,    4.26
    65.300,    4.26
    65.400,    4.26
    65.500,    4.25
    65.600,    4.25
    65.700,    4.24
    65.800,    4.26
    65.900,    4.25
    66.000,    4.24
    66.100,    4.24
    66.200,    4.24
    66.300,    4.24
    66.400,    4.24
    66.500,    4.24
    66.600,    4.24
    66.700,    4.24
    66.800,    4.24
    66.900,    4.24
    67.000,    4.24
    67.100,    4.24
    67.200,    4.25
    67.300,    4.25
    67.400,    4.25
    67.500,    4.25
    67.600,    4.25
    67.700,    4.25
    67.800,    4.25
    67.900,    4.25
    68.000,    4.25
    68.100,    4.26
    68.200,    4.26
    68.300,    4.26
    68.400,    4.26
    68.500,    4.26
    68.600,    4.26
    68.700,    4.26
    68.800,    4.27
    68.900,    4.27
    69.000,    4.27
    69.100,    4.27
    69.200,    4.27
    69.300,    4.28
    69.400,    4.28
    69.500,    4.28
    69.600,    4.28
    69.700,    4.28
    69.800,    4.28
    69.900,    4.28
    70.000,    4.28
    70.100,    4.28
    70.200,    4.28
    70.300,    4.28
    70.400,    4.28
    70.500,    4.29
    70.600,    4.29
    70.700,    4.29
    70.800,    4.30
    70.900,    4.30
    71.000,    4.30
    71.100,    4.30
    71.200,    4.31
    71.300,    4.31
    71.400,    4.31
    71.500,    4.31
    71.600,    4.31
    71.700,    4.31
    71.800,    4.31
    71.900,    4.31
    72.000,    4.31
    72.100,    4.31
    72.200,    4.31
    72.300,    4.31
    72.400,    4.31
    72.500,    4.31
    72.600,    4.31
    72.700,    4.31
    72.800,    4.31
    72.900,    4.31
    73.000,    4.31
    73.100,    4.31
    73.200,    4.31
    73.300,    4.31
    73.400,    4.32
    73.500,    4.32
    73.600,    4.32
    73.700,    4.32
    73.800,    4.32
    73.900,    4.32
    74.000,    4.33
    74.100,    4.33
    74.200,    4.33
    74.300,    4.33
    74.400,    4.33
    74.500,    4.33
    74.600,    4.33
    74.700,    4.33
    74.800,    4.33
    74.900,    4.34
    75.000,    4.34
    75.100,    4.34
    75.200,    4.34
    75.300,    4.34
    75.400,    4.34
    75.500,    4.35
    75.600,    4.35
    75.700,    4.35
    75.800,    4.35
    75.900,    4.35
    76.000,    4.35
    76.100,    4.35
    76.200,    4.35
    76.300,    4.36
    76.400,    4.36
    76.500,    4.36
    76.600,    4.36
    76.700,    4.36
    76.800,    4.36
    76.900,    4.36
    77.000,    4.36
    77.100,    4.37
    77.200,    4.37
    77.300,    4.37
    77.400,    4.37
    77.500,    4.37
    77.600,    4.37
    77.700,    4.37
    77.800,    4.37
    77.900,    4.37
    78.000,    4.37
    78.100,    4.37
    78.200,    4.37
    78.300,    4.37
    78.400,    4.36
    78.500,    4.36
    78.600,    4.36
    78.700,    4.36
    78.800,    4.36
    78.900,    4.36
    79.000,    4.36
    79.100,    4.36
    79.200,    4.36
    79.300,    4.35
    79.400,    4.35
    79.500,    4.35
    79.600,    4.34
    79.700,    4.34
    79.800,    4.34
    79.900,    4.34
    80.000,    4.34
    80.100,    4.34
    80.200,    4.34
    80.300,    4.34
    80.400,    4.34
    80.500,    4.34
    80.600,    4.34
    80.700,    4.34
    80.800,    4.34
    80.900,    4.34
    81.000,    4.34
    81.100,    4.34
    81.200,    4.34
    81.300,    4.35
    81.400,    4.35
    81.500,    4.35
    81.600,    4.35
    81.700,    4.36
    81.800,    4.36
    81.900,    4.37
    82.000,    4.37
    82.100,    4.37
    82.200,    4.38
    82.300,    4.38
    82.400,    4.38
    82.500,    4.38
    82.600,    4.38
    82.700,    4.38
    82.800,    4.38
    82.900,    4.38
    83.000,    4.38
    83.100,    4.38
    83.200,    4.38
    83.300,    4.38
    83.400,    4.38
    83.500,    4.38
    83.600,    4.38
    83.700,    4.38
    83.800,    4.38
    83.900,    4.39
    84.000,    4.39
    84.100,    4.39
    84.200,    4.39
    84.300,    4.39
    84.400,    4.39
    84.500,    4.39
    84.600,    4.39
    84.700,    4.39
    84.800,    4.39
    84.900,    4.39
    85.000,    4.39
    85.100,    4.39
    85.200,    4.39
    85.300,    4.40
    85.400,    4.40
    85.500,    4.40
