JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),     TDS,    Gen1,    ISS1,    ISS2,     TSS,    TISS,TISSIN  (kg/d),TISSOUT (kg/d),
     4.200,    10.000,   441.568,     6.527,     0.000,     0.000,     0.000,     0.496,    67.818,   401.530,     1.000,     6.527,  -145.388,     0.000,   235.177,   337.118,    23.317,    20.131,    23.061,     3.158,     0.095,     2.360,     2.455,     2.455, 0.000E+00, 0.000E+00,
     4.300,    10.000,   441.576,     6.516,     0.000,     0.000,     0.747,     0.496,    67.826,   401.530,     1.000,     6.516,  -170.622,     0.705,   227.867,   337.060,    30.922,    31.211,    23.065,     3.253,     0.106,     2.354,     2.461,     2.461, 0.000E+00, 0.000E+00,
     4.400,    10.000,   441.585,     6.505,     0.000,     0.000,    84.072,     0.497,    67.835,   401.530,     1.000,     6.505,   -77.434,    79.313,   230.882,   337.011,    27.234,    23.385,    23.069,     3.350,     0.119,     2.350,     2.469,     2.469, 0.000E+00, 0.000E+00,
     4.500,    10.000,   441.592,     6.511,     0.000,     0.000,   232.034,     0.495,    67.842,   401.530,     1.000,     6.503,    97.813,   218.900,   246.076,   337.040,    18.345,    11.777,    23.074,     3.441,     0.122,     2.328,     2.450,     2.450, 0.000E+00, 0.000E+00,
     4.600,    10.000,   441.598,     6.514,     0.000,     0.000,   115.150,     0.493,    67.848,   401.530,     1.000,     6.500,    -4.659,   108.632,   258.125,   337.051,    20.437,    13.928,    23.078,     3.533,     0.120,     2.305,     2.425,     2.425, 0.000E+00, 0.000E+00,
     4.700,    10.000,   441.605,     6.501,     0.000,     0.000,    30.191,     0.494,    67.855,   401.530,     1.000,     6.493,   -92.808,    28.482,   252.703,   336.991,    21.291,    15.711,    23.076,     3.638,     0.123,     2.321,     2.444,     2.444, 0.000E+00, 0.000E+00,
     4.800,    10.000,   441.610,     6.484,     0.000,     0.000,     0.000,     0.496,    67.860,   401.530,     1.000,     6.482,  -138.194,     0.000,   248.213,   336.906,    25.622,    23.880,    23.080,     3.735,     0.145,     2.320,     2.465,     2.465, 0.000E+00, 0.000E+00,
     4.900,    10.000,   441.614,     6.469,     0.000,     0.000,     0.000,     0.507,    67.864,   401.530,     1.000,     6.469,  -144.730,     0.000,   246.725,   336.838,    29.059,    25.558,    23.108,     3.826,     0.237,     2.334,     2.571,     2.571, 0.000E+00, 0.000E+00,
     5.000,    10.000,   441.618,     6.457,     0.000,     0.000,     0.000,     0.509,    67.868,   401.530,     1.000,     6.457,  -143.034,     0.000,   248.818,   336.776,    30.972,    24.104,    23.117,     3.920,     0.260,     2.330,     2.590,     2.590, 0.000E+00, 0.000E+00,
     5.100,    10.000,   441.625,     6.444,     0.000,     0.000,     0.000,     0.511,    67.875,   401.530,     1.000,     6.444,  -134.592,     0.000,   252.735,   336.717,    30.505,    20.105,    23.126,     4.014,     0.281,     2.326,     2.606,     2.606, 0.000E+00, 0.000E+00,
     5.200,    10.000,   441.632,     6.433,     0.000,     0.000,     0.000,     0.512,    67.882,   401.530,     1.000,     6.433,  -107.123,     0.000,   263.370,   336.662,    25.003,     8.828,    23.134,     4.107,     0.298,     2.321,     2.619,     2.619, 0.000E+00, 0.000E+00,
     5.300,    10.000,   441.637,     6.422,     0.000,     0.000,     0.249,     0.513,    67.887,   401.530,     1.000,     6.422,  -119.182,     0.235,   258.300,   336.610,    26.127,    14.980,    23.143,     4.201,     0.313,     2.316,     2.630,     2.630, 0.000E+00, 0.000E+00,
     5.400,    10.000,   441.642,     6.411,     0.000,     0.000,    37.823,     0.513,    67.892,   401.530,     1.000,     6.411,   -79.230,    35.682,   261.019,   336.559,    26.961,    12.412,    23.148,     4.295,     0.323,     2.311,     2.634,     2.634, 0.000E+00, 0.000E+00,
     5.500,    10.000,   441.645,     6.409,     0.000,     0.000,   131.464,     0.512,    67.895,   401.530,     1.000,     6.405,    30.096,   124.023,   263.407,   336.544,    16.727,     4.064,    23.152,     4.390,     0.322,     2.299,     2.621,     2.621, 0.000E+00, 0.000E+00,
     5.600,    10.000,   441.647,     6.408,     0.000,     0.000,    77.111,     0.510,    67.897,   401.530,     1.000,     6.399,    -3.016,    72.746,   274.101,   336.541,    13.060,     0.262,    23.155,     4.484,     0.317,     2.287,     2.605,     2.605, 0.000E+00, 0.000E+00,
     5.700,    10.000,   441.648,     6.403,     0.000,     0.000,    11.724,     0.510,    67.898,   401.530,     1.000,     6.391,   -76.161,    11.060,   270.435,   336.517,    16.515,     4.624,    23.156,     4.583,     0.319,     2.286,     2.605,     2.605, 0.000E+00, 0.000E+00,
     5.800,    10.000,   441.648,     6.393,     0.000,     0.000,     0.000,     0.510,    67.898,   401.530,     1.000,     6.379,   -71.287,     0.000,   278.738,   336.468,    16.194,    -2.637,    23.158,     4.679,     0.324,     2.281,     2.605,     2.605, 0.000E+00, 0.000E+00,
     5.900,    10.000,   441.650,     6.382,     0.000,     0.000,     0.000,     0.510,    67.900,   401.530,     1.000,     6.368,   -82.395,     0.000,   274.405,   336.418,    19.687,     0.694,    23.161,     4.773,     0.328,     2.274,     2.602,     2.602, 0.000E+00, 0.000E+00,
     6.000,    10.000,   441.658,     6.372,     0.000,     0.000,     0.000,     0.510,    67.908,   401.530,     1.000,     6.356,   -72.535,     0.000,   280.020,   336.371,    19.977,    -3.793,    23.164,     4.868,     0.331,     2.267,     2.597,     2.597, 0.000E+00, 0.000E+00,
     6.100,    10.000,   441.644,     6.364,     0.000,     0.000,     0.000,     0.510,    67.894,   401.530,     1.000,     6.345,   -54.878,     0.000,   288.619,   336.331,    17.543,   -10.376,    23.166,     4.962,     0.336,     2.260,     2.596,     2.596, 0.000E+00, 0.000E+00,
     6.200,    10.000,   441.619,     6.357,     0.000,     0.000,     0.000,     0.509,    67.869,   401.530,     1.000,     6.335,   -47.709,     0.000,   290.862,   336.297,    14.423,   -12.149,    23.168,     5.056,     0.339,     2.251,     2.590,     2.590, 0.000E+00, 0.000E+00,
     6.300,    10.000,   441.601,     6.350,     0.000,     0.000,     0.249,     0.509,    67.851,   401.530,     1.000,     6.324,   -43.723,     0.235,   290.572,   336.262,    10.287,   -12.019,    23.171,     5.148,     0.347,     2.245,     2.592,     2.592, 0.000E+00, 0.000E+00,
     6.400,    10.000,   441.588,     6.344,     0.000,     0.000,    23.382,     0.509,    67.838,   401.530,     1.000,     6.315,   -15.925,    22.059,   294.099,   336.233,    10.338,   -14.488,    23.172,     5.241,     0.351,     2.236,     2.587,     2.587, 0.000E+00, 0.000E+00,
     6.500,    10.000,   441.588,     6.369,     0.000,     0.000,    76.741,     0.505,    67.838,   401.530,     1.000,     6.311,    82.675,    72.397,   310.037,   336.353,   -10.967,   -25.627,    23.169,     5.323,     0.347,     2.206,     2.553,     2.553, 0.000E+00, 0.000E+00,
     6.600,    10.000,   441.603,     6.417,     0.000,     0.000,    72.349,     0.503,    67.853,   401.530,     1.000,     6.308,   111.606,    68.254,   324.400,   336.584,   -18.245,   -37.292,    23.165,     5.406,     0.349,     2.177,     2.526,     2.526, 0.000E+00, 0.000E+00,
     6.700,    10.000,   441.634,     6.449,     0.000,     0.000,    25.424,     0.501,    67.884,   401.530,     1.000,     6.304,    81.254,    23.985,   326.128,   336.739,   -22.143,   -45.738,    23.160,     5.493,     0.354,     2.155,     2.509,     2.509, 0.000E+00, 0.000E+00,
     6.800,    10.000,   441.676,     6.457,     0.000,     0.000,     0.000,     0.500,    67.926,   401.530,     1.000,     6.297,    45.635,     0.000,   317.623,   336.779,   -26.014,   -38.777,    23.155,     5.583,     0.361,     2.139,     2.500,     2.500, 0.000E+00, 0.000E+00,
     6.900,    10.000,   441.725,     6.461,     0.000,     0.000,     0.000,     0.499,    67.975,   401.530,     1.000,     6.289,    29.317,     0.000,   314.963,   336.795,   -19.359,   -31.790,    23.147,     5.664,     0.373,     2.113,     2.486,     2.486, 0.000E+00, 0.000E+00,
     7.000,    10.000,   441.780,     6.485,     0.000,     0.000,     0.000,     0.497,    68.030,   401.530,     1.000,     6.280,    50.993,     0.000,   325.193,   336.913,   -22.131,   -40.582,    23.127,     5.726,     0.398,     2.073,     2.471,     2.471, 0.000E+00, 0.000E+00,
     7.100,    10.000,   441.789,     6.497,     0.000,     0.000,     0.000,     0.502,    68.039,   401.530,     1.000,     6.270,    46.387,     0.000,   321.364,   336.970,   -22.562,   -39.430,    23.094,     5.779,     0.459,     2.058,     2.516,     2.516, 0.000E+00, 0.000E+00,
     7.200,    10.000,   441.783,     6.489,     0.000,     0.000,     0.000,     0.510,    68.033,   401.530,     1.000,     6.260,    34.453,     0.000,   317.393,   336.932,   -18.278,   -35.714,    23.064,     5.823,     0.546,     2.056,     2.602,     2.602, 0.000E+00, 0.000E+00,
     7.300,    10.000,   441.802,     6.456,     0.000,     0.000,     0.249,     0.523,    68.052,   401.530,     1.000,     6.248,    10.760,     0.235,   306.175,   336.771,   -13.710,   -27.411,    23.038,     5.859,     0.668,     2.064,     2.732,     2.732, 0.000E+00, 0.000E+00,
     7.400,    10.000,   441.834,     6.435,     0.000,     0.000,    21.392,     0.539,    68.084,   401.530,     1.000,     6.238,    31.479,    20.181,   306.041,   336.673,   -13.773,   -28.157,    23.005,     5.886,     0.825,     2.070,     2.895,     2.895, 0.000E+00, 0.000E+00,
     7.500,    10.000,   441.873,     6.466,     0.000,     0.000,    70.748,     0.551,    68.123,   401.530,     1.000,     6.230,    96.302,    66.744,   312.588,   336.823,   -19.918,   -33.876,    22.975,     5.914,     0.939,     2.067,     3.006,     3.006, 0.000E+00, 0.000E+00,
     7.600,    10.000,   441.921,     6.525,     0.000,     0.000,   120.388,     0.567,    68.171,   401.530,     1.000,     6.225,   149.010,   113.574,   312.946,   337.104,   -14.125,   -45.469,    22.944,     5.937,     1.095,     2.075,     3.170,     3.170, 0.000E+00, 0.000E+00,
     7.700,    10.000,   441.982,     6.529,     0.000,     0.000,     9.492,     0.598,    68.232,   401.530,     1.000,     6.216,    43.665,     8.955,   316.407,   337.124,   -13.881,   -41.547,    22.913,     5.955,     1.367,     2.112,     3.479,     3.479, 0.000E+00, 0.000E+00,
     7.800,    10.000,   442.053,     6.478,     0.000,     0.000,     0.000,     0.625,    68.303,   409.710,     1.000,     6.201,    10.992,     0.000,   295.988,   336.877,   -18.906,   -32.975,    22.900,     6.000,     1.603,     2.151,     3.754,     3.754, 0.000E+00, 0.000E+00,
     7.900,    10.000,   442.133,     6.408,     0.000,     0.000,     0.000,     0.649,    68.383,   409.710,     1.000,     6.185,   -12.982,     0.000,   286.606,   336.543,   -12.893,   -24.061,    22.917,     6.073,     1.805,     2.186,     3.991,     3.991, 0.000E+00, 0.000E+00,
     8.000,    10.000,   442.232,     6.351,     0.000,     0.000,     0.000,     0.672,    68.482,   409.710,     1.000,     6.169,   -32.208,     0.000,   275.093,   336.267,    -8.564,   -20.402,    22.925,     6.140,     2.014,     2.211,     4.225,     4.225, 0.000E+00, 0.000E+00,
     8.100,    10.000,   442.345,     6.301,     0.000,     0.000,     0.000,     0.693,    68.595,   409.710,     1.000,     6.152,   -34.240,     0.000,   271.433,   336.028,    -8.413,   -21.942,    23.008,     6.325,     2.180,     2.254,     4.433,     4.433, 0.000E+00, 0.000E+00,
     8.200,    10.000,   442.467,     6.262,     0.000,     0.000,     0.000,     0.778,    68.717,   409.710,     1.000,     6.136,   -39.032,     0.000,   268.489,   335.840,    -7.771,   -20.548,    23.013,     6.396,     2.972,     2.315,     5.286,     5.286, 0.000E+00, 0.000E+00,
     8.300,    10.000,   442.630,     6.215,     0.000,     0.000,     0.498,     0.834,    68.880,   409.710,     1.000,     6.120,   -61.636,     0.470,   258.893,   335.612,    -1.601,   -13.012,    23.134,     6.559,     3.491,     2.355,     5.845,     5.845, 0.000E+00, 0.000E+00,
     8.400,    10.000,   442.807,     6.191,     0.000,     0.000,   111.433,     0.901,    69.057,   409.710,     1.000,     6.105,    50.487,   105.126,   262.469,   335.497,     1.382,   -19.771,    23.143,     6.623,     4.116,     2.395,     6.511,     6.511, 0.000E+00, 0.000E+00,
     8.500,    10.000,   442.976,     6.289,     0.000,     0.000,   362.552,     1.023,    69.226,   409.710,     1.000,     6.100,   299.393,   342.030,   269.571,   335.970,     2.577,   -26.338,    23.042,     6.589,     5.264,     2.474,     7.737,     7.737, 0.000E+00, 0.000E+00,
     8.600,    10.000,   443.128,     6.397,     0.000,     0.000,   297.725,     1.054,    69.378,   409.710,     1.000,     6.099,   226.685,   280.872,   263.859,   336.488,    -1.474,   -16.968,    23.016,     6.607,     5.547,     2.497,     8.045,     8.045, 0.000E+00, 0.000E+00,
     8.700,    10.000,   443.264,     6.366,     0.000,     0.000,    50.158,     1.049,    69.514,   409.710,     1.000,     6.088,   -25.218,    47.319,   255.604,   336.340,     0.777,    -8.976,    23.012,     6.638,     5.494,     2.496,     7.990,     7.990, 0.000E+00, 0.000E+00,
     8.800,    10.000,   443.383,     6.257,     0.000,     0.000,     0.000,     1.043,    69.633,   409.710,     1.000,     6.071,   -87.107,     0.000,   250.068,   335.815,     5.712,    -4.354,    23.022,     6.671,     5.439,     2.492,     7.931,     7.931, 0.000E+00, 0.000E+00,
     8.900,    10.000,   443.486,     6.171,     0.000,     0.000,     0.000,     1.038,    69.736,   409.710,     1.000,     6.057,   -93.078,     0.000,   247.797,   335.405,     8.065,    -2.596,    23.028,     6.689,     5.391,     2.488,     7.880,     7.880, 0.000E+00, 0.000E+00,
     9.000,    10.000,   443.579,     6.102,     0.000,     0.000,     0.000,     1.004,    69.829,   409.710,     1.000,     6.045,  -101.905,     0.000,   246.302,   335.071,    14.437,    -1.301,    23.132,     6.807,     5.086,     2.458,     7.544,     7.544, 0.000E+00, 0.000E+00,
     9.100,    10.000,   443.650,     6.051,     0.000,     0.000,     0.000,     1.008,    69.900,   409.710,     1.000,     6.037,  -105.587,     0.000,   245.131,   334.825,    16.029,    -0.136,    23.213,     6.901,     5.129,     2.454,     7.583,     7.583, 0.000E+00, 0.000E+00,
     9.200,    10.000,   443.706,     6.020,     0.000,     0.000,     0.000,     1.049,    69.956,   409.710,     1.000,     6.030,  -124.223,     0.000,   240.963,   334.676,    22.072,     8.438,    23.230,     6.968,     5.510,     2.482,     7.992,     7.992, 0.000E+00, 0.000E+00,
     9.300,    10.000,   443.748,     5.986,     0.000,     0.000,     0.747,     1.068,    69.998,   409.710,     1.000,     6.021,  -134.823,     0.705,   238.878,   334.513,    28.401,    11.492,    23.208,     7.004,     5.683,     2.498,     8.181,     8.181, 0.000E+00, 0.000E+00,
     9.400,    10.000,   443.777,     5.974,     0.000,     0.000,   128.861,     1.138,    70.027,   409.710,     1.000,     6.014,    -7.288,   121.567,   239.961,   334.459,    26.449,     7.908,    23.190,     7.056,     6.318,     2.560,     8.878,     8.878, 0.000E+00, 0.000E+00,
     9.500,    10.000,   443.792,     6.004,     0.000,     0.000,   144.596,     1.109,    70.042,   409.710,     1.000,     6.015,    57.603,   136.412,   264.962,   334.598,     9.614,    -0.442,    23.115,     6.902,     6.057,     2.533,     8.590,     8.590, 0.000E+00, 0.000E+00,
     9.600,    10.000,   443.795,     6.079,     0.000,     0.000,   213.594,     1.078,    70.045,   409.710,     1.000,     6.018,   128.601,   201.504,   259.665,   334.960,     4.652,    -7.044,    23.052,     6.784,     5.776,     2.500,     8.277,     8.277, 0.000E+00, 0.000E+00,
     9.700,    10.000,   443.787,     6.060,     0.000,     0.000,    38.673,     1.047,    70.037,   409.710,     1.000,     6.015,   -52.546,    36.484,   254.202,   334.870,     8.577,    -0.215,    23.004,     6.711,     5.499,     2.464,     7.964,     7.964, 0.000E+00, 0.000E+00,
     9.800,    10.000,   443.769,     5.977,     0.000,     0.000,     0.000,     1.066,    70.019,   409.710,     1.000,     6.007,  -100.366,     0.000,   249.091,   334.473,    12.075,     2.910,    23.052,     6.971,     5.674,     2.488,     8.163,     8.163, 0.000E+00, 0.000E+00,
     9.900,    10.000,   443.742,     5.953,     0.000,     0.000,     0.000,     1.154,    69.992,   409.710,     1.000,     5.999,  -107.648,     0.000,   246.526,   334.358,    15.483,     4.333,    23.099,     7.263,     6.468,     2.576,     9.044,     9.044, 0.000E+00, 0.000E+00,
    10.000,    10.000,   443.704,     5.948,     0.000,     0.000,     0.000,     1.275,    69.954,   409.710,     1.000,     5.990,  -104.007,     0.000,   248.732,   334.334,    12.632,     5.773,    23.077,     7.366,     7.573,     2.675,    10.248,    10.248, 0.000E+00, 0.000E+00,
    10.100,    10.000,   443.662,     5.942,     0.000,     0.000,     0.000,     1.375,    69.912,   409.710,     1.000,     5.982,  -119.170,     0.000,   243.931,   334.305,    18.226,    10.570,    23.048,     7.451,     8.503,     2.748,    11.251,    11.251, 0.000E+00, 0.000E+00,
    10.200,    10.000,   443.707,     5.943,     0.000,     0.000,     0.000,     1.495,    69.957,   409.710,     1.000,     5.974,  -128.760,     0.000,   240.902,   334.306,    21.877,    13.480,    23.001,     7.530,     9.616,     2.839,    12.455,    12.455, 0.000E+00, 0.000E+00,
    10.300,    10.000,   443.755,     5.932,     0.000,     0.000,     0.498,     1.542,    70.005,   409.710,     1.000,     5.965,  -133.551,     0.470,   238.370,   334.254,    22.742,    15.396,    22.976,     7.589,    10.042,     2.874,    12.916,    12.916, 0.000E+00, 0.000E+00,
    10.400,    10.000,   443.795,     5.918,     0.000,     0.000,    68.691,     1.545,    70.045,   409.710,     1.000,     5.958,   -46.653,    64.803,   247.279,   334.189,    16.234,     8.312,    22.966,     7.654,    10.075,     2.877,    12.951,    12.951, 0.000E+00, 0.000E+00,
    10.500,    10.000,   443.828,     5.987,     0.000,     0.000,   354.395,     1.461,    70.078,   409.710,     1.000,     5.960,   261.431,   334.335,   256.105,   334.517,     5.966,   -11.473,    22.952,     7.579,     9.291,     2.805,    12.097,    12.097, 0.000E+00, 0.000E+00,
    10.600,    10.000,   443.854,     6.104,     0.000,     0.000,   171.004,     1.381,    70.104,   409.710,     1.000,     5.966,    93.220,   161.324,   266.400,   335.079,     5.657,    -6.232,    22.938,     7.521,     8.570,     2.737,    11.308,    11.308, 0.000E+00, 0.000E+00,
    10.700,    10.000,   443.874,     6.067,     0.000,     0.000,    17.480,     1.313,    70.124,   409.710,     1.000,     5.963,   -49.460,    16.491,   267.588,   334.904,     4.196,    -5.561,    22.929,     7.487,     7.949,     2.673,    10.622,    10.622, 0.000E+00, 0.000E+00,
