JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),     TDS,    Gen1,    ISS1,    ISS2,     TSS,    TISS,TISSIN  (kg/d),TISSOUT (kg/d),
    23.800,    10.000,   443.547,     4.282,    -0.033,    41.786,     0.000,     0.709,    36.647,   886.430,     1.000,     3.981,   -76.523,     0.000,   266.019,   326.422,    11.859,     4.260,    22.950,    15.007,     2.721,     1.871,     4.593,     4.593, 0.000E+00, 0.000E+00,
    23.900,    10.000,   443.546,     4.223,    -0.017,    41.536,     0.000,     0.698,    36.646,   886.430,     1.000,     3.975,   -71.376,     0.000,   266.353,   326.142,     9.918,     1.669,    22.987,    14.948,     2.635,     1.848,     4.482,     4.482, 0.000E+00, 0.000E+00,
    24.000,    10.000,   443.544,     4.158,    -0.011,    41.344,     0.000,     0.678,    36.644,   886.430,     1.000,     3.970,   -62.331,     0.000,   268.876,   325.838,     9.051,    -3.682,    23.026,    14.867,     2.471,     1.805,     4.277,     4.277, 0.000E+00, 0.000E+00,
    24.100,    10.000,   443.542,     4.132,    -0.027,    41.049,     0.000,     0.672,    36.642,   886.430,     1.000,     3.963,   -71.359,     0.000,   264.321,   325.716,     9.823,     0.141,    23.046,    14.912,     2.424,     1.792,     4.216,     4.216, 0.000E+00, 0.000E+00,
    24.200,    10.000,   443.539,     4.110,    -0.022,    40.691,     0.000,     0.669,    36.639,   886.430,     1.000,     3.955,   -74.685,     0.000,   262.404,   325.611,    10.675,     0.803,    23.055,    14.987,     2.405,     1.789,     4.194,     4.194, 0.000E+00, 0.000E+00,
    24.300,    10.000,   443.536,     4.131,    -0.036,    40.644,     0.498,     0.678,    36.636,   886.430,     1.000,     3.947,   -73.278,     0.470,   263.256,   325.709,    13.152,    -1.857,    23.025,    15.204,     2.474,     1.810,     4.284,     4.284, 0.000E+00, 0.000E+00,
    24.400,    10.000,   443.533,     4.198,    -0.039,    40.815,    79.595,     0.695,    36.633,   886.430,     1.000,     3.939,    -1.631,    75.090,   255.364,   326.024,    13.358,    -7.298,    22.992,    15.441,     2.604,     1.846,     4.450,     4.450, 0.000E+00, 0.000E+00,
    24.500,    10.000,   443.530,     4.263,    -0.034,    40.740,    93.711,     0.689,    36.630,   886.430,     1.000,     3.942,    35.847,    88.407,   274.386,   326.331,    10.964,   -10.349,    23.034,    15.395,     2.555,     1.832,     4.388,     4.388, 0.000E+00, 0.000E+00,
    24.600,    10.000,   443.527,     4.221,    -0.021,    40.966,    46.840,     0.674,    36.627,   886.430,     1.000,     3.940,    -7.502,    44.188,   276.604,   326.136,     5.048,    -2.890,    23.124,    15.176,     2.445,     1.800,     4.245,     4.245, 0.000E+00, 0.000E+00,
    24.700,    10.000,   443.526,     4.170,    -0.011,    41.543,    18.195,     0.650,    36.626,   886.430,     1.000,     3.938,   -28.256,    17.165,   273.576,   325.896,     1.209,    -8.108,    23.193,    15.013,     2.255,     1.748,     4.004,     4.004, 0.000E+00, 0.000E+00,
    24.800,    10.000,   443.527,     4.130,    -0.027,    42.002,     0.000,     0.637,    36.627,   886.430,     1.000,     3.929,   -37.373,     0.000,   276.897,   325.705,    -0.740,   -10.695,    23.221,    14.998,     2.152,     1.722,     3.873,     3.873, 0.000E+00, 0.000E+00,
    24.900,    10.000,   443.530,     4.133,    -0.024,    43.116,     0.000,     0.641,    36.630,   886.430,     1.000,     3.920,   -37.018,     0.000,   276.717,   325.719,    -0.802,   -11.183,    23.204,    15.138,     2.174,     1.731,     3.905,     3.905, 0.000E+00, 0.000E+00,
    25.000,    10.000,   443.538,     4.139,    -0.036,    43.862,     0.000,     0.642,    36.638,   886.430,     1.000,     3.913,   -34.619,     0.000,   276.843,   325.749,    -1.481,   -12.806,    23.184,    15.294,     2.187,     1.736,     3.923,     3.923, 0.000E+00, 0.000E+00,
    25.100,    10.000,   443.535,     4.165,    -0.042,    61.562,     0.000,     0.659,    36.635,   886.430,     1.000,     3.903,   -32.128,     0.000,   277.310,   325.872,    -2.378,   -14.056,    23.098,    15.516,     2.320,     1.771,     4.091,     4.091, 0.000E+00, 0.000E+00,
    25.200,    10.000,   443.526,     4.124,    -0.035,    56.328,     0.000,     0.662,    36.626,   886.430,     1.000,     3.897,   -28.873,     0.000,   278.500,   325.676,    -3.653,   -14.649,    23.152,    15.379,     2.347,     1.770,     4.117,     4.117, 0.000E+00, 0.000E+00,
    25.300,    10.000,   443.527,     4.022,    -0.027,    57.716,     0.249,     0.649,    36.627,   886.430,     1.000,     3.891,   -52.260,     0.235,   272.171,   325.200,     3.147,    -3.681,    23.290,    14.989,     2.256,     1.733,     3.989,     3.989, 0.000E+00, 0.000E+00,
    25.400,    10.000,   443.535,     3.944,    -0.023,    60.531,    15.431,     0.638,    36.635,   886.430,     1.000,     3.881,   -48.893,    14.558,   269.750,   324.834,     7.039,     1.328,    23.376,    14.773,     2.180,     1.703,     3.883,     3.883, 0.000E+00, 0.000E+00,
    25.500,    10.000,   443.554,     3.954,    -0.027,    62.529,   131.456,     0.633,    36.654,   886.430,     1.000,     3.876,    61.585,   124.015,   265.448,   324.882,     5.719,    -2.722,    23.390,    14.770,     2.142,     1.691,     3.833,     3.833, 0.000E+00, 0.000E+00,
    25.600,    10.000,   443.578,     4.032,    -0.029,    63.383,   171.716,     0.629,    36.678,   886.430,     1.000,     3.882,    94.042,   161.996,   259.769,   325.247,     5.603,    -3.128,    23.408,    14.777,     2.108,     1.679,     3.787,     3.787, 0.000E+00, 0.000E+00,
    25.700,    10.000,   443.604,     3.969,    -0.021,    63.291,    19.688,     0.624,    36.704,   886.430,     1.000,     3.878,   -45.767,    18.574,   269.314,   324.952,     8.144,     0.559,    23.453,    14.714,     2.070,     1.665,     3.735,     3.735, 0.000E+00, 0.000E+00,
    25.800,    10.000,   443.629,     3.901,    -0.018,    63.475,     0.000,     0.615,    36.729,   886.430,     1.000,     3.866,   -81.567,     0.000,   255.259,   324.630,     9.154,     3.042,    23.458,    14.704,     2.005,     1.646,     3.651,     3.651, 0.000E+00, 0.000E+00,
    25.900,    10.000,   443.653,     3.855,    -0.019,    63.055,     0.000,     0.609,    36.753,   886.430,     1.000,     3.852,   -90.721,     0.000,   248.570,   324.416,    10.196,     4.679,    23.415,    14.810,     1.958,     1.635,     3.593,     3.593, 0.000E+00, 0.000E+00,
    26.000,    10.000,   443.674,     3.848,    -0.027,    61.564,     0.000,     0.614,    36.774,   886.430,     1.000,     3.838,  -118.828,     0.000,   236.294,   324.384,    16.283,    14.455,    23.362,    15.065,     1.992,     1.647,     3.639,     3.639, 0.000E+00, 0.000E+00,
    26.100,    10.000,   443.732,     3.843,    -0.026,    42.503,     0.000,     0.619,    36.832,   886.430,     1.000,     3.826,  -125.476,     0.000,   231.926,   324.361,    17.238,    15.803,    23.373,    15.205,     2.034,     1.659,     3.693,     3.693, 0.000E+00, 0.000E+00,
    26.200,    10.000,   443.798,     3.819,    -0.019,    42.540,     0.000,     0.620,    36.898,   886.430,     1.000,     3.814,  -132.087,     0.000,   228.178,   324.247,    18.348,    17.670,    23.419,    15.171,     2.039,     1.658,     3.697,     3.697, 0.000E+00, 0.000E+00,
    26.300,    10.000,   443.861,     3.762,    -0.013,    41.644,     0.747,     0.612,    36.961,   886.430,     1.000,     3.799,  -130.460,     0.705,   225.900,   323.982,    16.552,    16.531,    23.459,    15.079,     1.982,     1.639,     3.621,     3.621, 0.000E+00, 0.000E+00,
    26.400,    10.000,   443.921,     3.759,    -0.017,    41.062,   117.978,     0.607,    37.021,   886.430,     1.000,     3.788,   -15.063,   111.300,   228.019,   323.964,    16.251,    14.167,    23.465,    15.107,     1.946,     1.629,     3.575,     3.575, 0.000E+00, 0.000E+00,
    26.500,    10.000,   443.978,     3.952,    -0.025,    40.280,   458.273,     0.608,    37.078,   919.230,     1.000,     3.802,   305.658,   432.333,   230.189,   324.868,    19.267,    12.729,    23.500,    15.069,     1.953,     1.629,     3.582,     3.582, 0.000E+00, 0.000E+00,
    26.600,    10.000,   444.032,     4.006,    -0.026,    39.993,   266.174,     0.610,    37.132,   919.230,     1.000,     3.818,   119.325,   251.108,   233.309,   325.124,    19.986,    19.981,    23.619,    14.743,     1.970,     1.628,     3.598,     3.598, 0.000E+00, 0.000E+00,
    26.700,    10.000,   444.084,     3.968,    -0.025,    39.033,    65.332,     0.607,    37.184,   919.230,     1.000,     3.823,   -66.681,    61.634,   238.914,   324.947,    21.891,    20.390,    23.654,    14.647,     1.952,     1.622,     3.574,     3.574, 0.000E+00, 0.000E+00,
    26.800,    10.000,   444.135,     3.858,    -0.021,    38.849,     0.000,     0.603,    37.235,   919.230,     1.000,     3.813,  -134.721,     0.000,   232.040,   324.431,    20.831,    21.499,    23.666,    14.605,     1.918,     1.612,     3.530,     3.530, 0.000E+00, 0.000E+00,
    26.900,    10.000,   444.184,     3.801,    -0.022,    38.734,     0.000,     0.602,    37.284,   919.230,     1.000,     3.801,  -131.172,     0.000,   232.731,   324.163,    19.162,    20.578,    23.651,    14.681,     1.910,     1.611,     3.521,     3.521, 0.000E+00, 0.000E+00,
    27.000,    10.000,   444.232,     3.778,    -0.024,    38.224,     0.000,     0.605,    37.332,   919.230,     1.000,     3.789,  -140.657,     0.000,   231.168,   324.057,    23.421,    24.347,    23.601,    14.907,     1.928,     1.620,     3.547,     3.547, 0.000E+00, 0.000E+00,
    27.100,    10.000,   444.276,     3.751,    -0.023,    37.807,     0.000,     0.606,    37.376,   919.230,     1.000,     3.778,  -148.700,     0.000,   231.102,   323.928,    26.704,    29.171,    23.589,    15.087,     1.932,     1.624,     3.556,     3.556, 0.000E+00, 0.000E+00,
    27.200,    10.000,   444.189,     3.737,    -0.022,   126.179,     0.000,     0.608,    37.289,   919.230,     1.000,     3.761,  -152.807,     0.000,   231.099,   323.863,    30.912,    29.130,    23.576,    15.257,     1.949,     1.631,     3.581,     3.581, 0.000E+00, 0.000E+00,
    27.300,    10.000,   443.990,     3.718,    -0.022,   123.305,     3.237,     0.607,    37.090,   919.230,     1.000,     3.739,  -134.275,     3.054,   233.016,   323.775,    22.156,    24.414,    23.594,    15.283,     1.939,     1.629,     3.568,     3.568, 0.000E+00, 0.000E+00,
    27.400,    10.000,   443.806,     3.725,    -0.029,    75.844,    94.144,     0.604,    36.906,   886.430,     1.000,     3.723,   -62.638,    88.815,   225.173,   323.808,    27.180,    25.638,    23.650,    15.142,     1.921,     1.621,     3.542,     3.542, 0.000E+00, 0.000E+00,
    27.500,    10.000,   443.802,     3.746,    -0.023,    48.006,   128.491,     0.599,    36.902,   886.430,     1.000,     3.721,   -11.765,   121.218,   245.632,   323.906,    27.549,    27.160,    23.797,    14.629,     1.889,     1.604,     3.493,     3.493, 0.000E+00, 0.000E+00,
    27.600,    10.000,   443.805,     3.727,    -0.011,    48.947,   248.130,     0.596,    36.905,   886.430,     1.000,     3.727,   109.505,   234.085,   234.836,   323.819,    17.442,    18.155,    24.062,    13.676,     1.879,     1.583,     3.461,     3.461, 0.000E+00, 0.000E+00,
    27.700,    10.000,   443.806,     3.728,    -0.013,    48.951,    29.672,     0.589,    36.906,   886.430,     1.000,     3.727,   -78.054,    27.992,   252.590,   323.820,    17.608,    17.208,    24.030,    13.842,     1.821,     1.570,     3.392,     3.392, 0.000E+00, 0.000E+00,
    27.800,    10.000,   443.806,     3.621,    -0.003,    48.393,     0.000,     0.570,    36.906,   886.430,     1.000,     3.709,  -126.005,     0.000,   235.692,   323.322,    19.611,    18.763,    24.026,    13.878,     1.670,     1.528,     3.199,     3.199, 0.000E+00, 0.000E+00,
    27.900,    10.000,   443.806,     3.483,     0.007,    48.207,     0.000,     0.550,    36.906,   886.430,     1.000,     3.687,  -133.637,     0.000,   231.612,   322.679,    21.661,    20.908,    24.052,    13.795,     1.517,     1.481,     2.998,     2.998, 0.000E+00, 0.000E+00,
    28.000,    10.000,   443.804,     3.315,     0.012,    48.001,     0.000,     0.527,    36.904,   886.430,     1.000,     3.659,  -138.388,     0.000,   227.893,   321.894,    22.367,    22.020,    24.142,    13.610,     1.350,     1.421,     2.771,     2.771, 0.000E+00, 0.000E+00,
    28.100,    10.000,   443.806,     3.150,     0.019,    44.870,     0.000,     0.505,    36.906,   886.430,     1.000,     3.625,  -135.670,     0.000,   227.188,   321.125,    22.079,    19.654,    24.283,    13.252,     1.186,     1.358,     2.544,     2.544, 0.000E+00, 0.000E+00,
    28.200,    10.000,   443.809,     2.988,     0.022,    44.914,     0.000,     0.481,    36.909,   886.430,     1.000,     3.590,  -138.571,     0.000,   224.422,   320.372,    22.622,    20.000,    24.463,    12.656,     1.017,     1.287,     2.304,     2.304, 0.000E+00, 0.000E+00,
    28.300,    10.000,   443.811,     2.840,     0.027,    44.636,     2.490,     0.459,    36.911,   886.430,     1.000,     3.555,  -146.830,     2.349,   220.624,   319.686,    25.652,    24.466,    24.608,    11.945,     0.868,     1.220,     2.089,     2.089, 0.000E+00, 0.000E+00,
    28.400,    10.000,   443.812,     2.762,     0.029,    44.511,   137.892,     0.440,    36.912,   886.430,     1.000,     3.530,     4.097,   130.086,   224.564,   319.324,    18.849,    12.380,    24.798,    11.029,     0.738,     1.158,     1.896,     1.896, 0.000E+00, 0.000E+00,
    28.500,    10.000,   443.813,     2.842,     0.022,    44.492,   263.017,     0.425,    36.913,   886.430,     1.000,     3.525,   141.418,   248.129,   235.804,   319.695,    12.188,    10.632,    24.999,    10.169,     0.641,     1.106,     1.748,     1.748, 0.000E+00, 0.000E+00,
    28.600,    10.000,   443.812,     2.927,     0.030,    44.151,   173.770,     0.414,    36.912,   886.430,     1.000,     3.527,    57.085,   163.934,   242.756,   320.089,    15.569,    13.947,    25.187,     9.437,     0.576,     1.067,     1.643,     1.643, 0.000E+00, 0.000E+00,
    28.700,    10.000,   443.811,     2.949,     0.034,    44.088,    42.625,     0.408,    36.911,   886.430,     1.000,     3.525,   -58.148,    40.213,   248.713,   320.195,    14.958,    11.921,    25.395,     8.697,     0.536,     1.040,     1.576,     1.576, 0.000E+00, 0.000E+00,
    28.800,    10.000,   443.810,     2.900,     0.035,    43.875,     0.000,     0.404,    36.910,   886.430,     1.000,     3.515,  -129.776,     0.000,   234.897,   319.964,    20.430,    24.280,    25.587,     8.091,     0.517,     1.022,     1.540,     1.540, 0.000E+00, 0.000E+00,
    28.900,    10.000,   443.808,     2.848,     0.030,    43.637,     0.000,     0.403,    36.908,   886.430,     1.000,     3.504,  -145.184,     0.000,   228.082,   319.723,    23.568,    29.975,    25.731,     7.684,     0.520,     1.010,     1.529,     1.529, 0.000E+00, 0.000E+00,
    29.000,    10.000,   443.805,     2.782,     0.029,    43.478,     0.000,     0.402,    36.905,   886.430,     1.000,     3.488,  -155.414,     0.000,   224.429,   319.417,    26.987,    33.440,    25.819,     7.467,     0.523,     1.002,     1.524,     1.524, 0.000E+00, 0.000E+00,
    29.100,    10.000,   443.805,     2.744,     0.028,    41.237,     0.000,     0.404,    36.905,   886.430,     1.000,     3.469,  -138.703,     0.000,   226.702,   319.242,    22.251,    23.912,    25.883,     7.376,     0.537,     1.003,     1.539,     1.539, 0.000E+00, 0.000E+00,
    29.200,    10.000,   443.806,     2.692,     0.027,    41.371,     0.000,     0.402,    36.906,   886.430,     1.000,     3.449,  -142.706,     0.000,   224.122,   319.004,    22.620,    25.205,    25.962,     7.189,     0.523,     0.992,     1.516,     1.516, 0.000E+00, 0.000E+00,
    29.300,    10.000,   443.806,     2.635,     0.028,    41.060,     0.996,     0.399,    36.906,   886.430,     1.000,     3.431,  -147.094,     0.940,   221.123,   318.740,    22.805,    27.612,    26.039,     7.047,     0.507,     0.983,     1.489,     1.489, 0.000E+00, 0.000E+00,
    29.400,    10.000,   443.806,     2.625,     0.026,    40.788,    99.026,     0.397,    36.906,   886.430,     1.000,     3.421,   -47.842,    93.421,   219.373,   318.689,    19.143,    22.803,    26.140,     6.964,     0.495,     0.973,     1.468,     1.468, 0.000E+00, 0.000E+00,
    29.500,    10.000,   443.805,     2.732,     0.018,    40.591,   262.975,     0.395,    36.905,   886.430,     1.000,     3.427,   137.465,   248.089,   235.177,   319.185,    14.842,    11.775,    26.204,     6.768,     0.485,     0.964,     1.449,     1.449, 0.000E+00, 0.000E+00,
    29.600,    10.000,   443.803,     2.856,    -0.003,    40.624,   235.317,     0.392,    36.903,   886.430,     1.000,     3.444,   113.596,   221.997,   237.811,   319.762,    16.114,    10.337,    26.188,     6.820,     0.469,     0.952,     1.420,     1.420, 0.000E+00, 0.000E+00,
    29.700,    10.000,   443.801,     2.939,    -0.011,    40.640,    69.311,     0.398,    36.901,   886.430,     1.000,     3.464,   -43.288,    65.387,   239.915,   320.145,    16.388,    12.056,    26.037,     7.461,     0.507,     0.969,     1.476,     1.476, 0.000E+00, 0.000E+00,
    29.800,    10.000,   443.798,     2.876,    -0.004,    40.534,     0.000,     0.399,    36.898,   886.430,     1.000,     3.470,  -118.916,     0.000,   233.926,   319.852,    16.809,    16.181,    25.943,     7.884,     0.518,     0.975,     1.493,     1.493, 0.000E+00, 0.000E+00,
    29.900,    10.000,   443.796,     2.791,     0.009,    40.494,     0.000,     0.396,    36.896,   886.430,     1.000,     3.471,  -122.789,     0.000,   232.558,   319.461,    17.040,    18.847,    25.925,     8.006,     0.496,     0.964,     1.460,     1.460, 0.000E+00, 0.000E+00,
    30.000,    10.000,   443.793,     2.701,     0.022,    40.348,     0.000,     0.389,    36.893,   886.430,     1.000,     3.465,  -118.608,     0.000,   233.862,   319.045,    16.064,    17.361,    25.980,     7.807,     0.452,     0.938,     1.390,     1.390, 0.000E+00, 0.000E+00,
    30.100,    10.000,   443.792,     2.623,     0.024,    39.299,     0.000,     0.381,    36.892,   886.430,     1.000,     3.456,  -118.218,     0.000,   234.934,   318.681,    16.823,    17.648,    26.072,     7.492,     0.405,     0.907,     1.312,     1.312, 0.000E+00, 0.000E+00,
    30.200,    10.000,   443.791,     2.553,     0.031,    38.759,     0.000,     0.374,    36.891,   886.430,     1.000,     3.450,  -114.979,     0.000,   236.232,   318.361,    16.369,    16.481,    26.173,     7.176,     0.360,     0.875,     1.235,     1.235, 0.000E+00, 0.000E+00,
    30.300,    10.000,   443.790,     2.520,     0.030,    38.694,     0.996,     0.368,    36.890,   886.430,     1.000,     3.448,  -109.846,     0.940,   237.537,   318.205,    15.030,    15.088,    26.237,     6.999,     0.331,     0.853,     1.184,     1.184, 0.000E+00, 0.000E+00,
    30.400,    10.000,   443.789,     2.520,     0.024,    38.738,    71.121,     0.366,    36.889,   886.430,     1.000,     3.453,   -25.136,    67.096,   245.989,   318.205,    14.338,     5.678,    26.266,     6.964,     0.319,     0.840,     1.159,     1.159, 0.000E+00, 0.000E+00,
    30.500,    10.000,   443.787,     2.625,     0.014,    38.695,   229.141,     0.366,    36.887,   886.430,     1.000,     3.476,   135.469,   216.171,   250.502,   318.692,    16.103,    -3.590,    26.242,     7.053,     0.323,     0.841,     1.164,     1.164, 0.000E+00, 0.000E+00,
    30.600,    10.000,   443.785,     2.737,    -0.007,    38.617,   189.378,     0.365,    36.885,   886.430,     1.000,     3.509,   107.154,   178.658,   256.841,   319.208,    16.185,    -7.047,    26.189,     7.314,     0.318,     0.836,     1.153,     1.153, 0.000E+00, 0.000E+00,
    30.700,    10.000,   443.782,     2.827,    -0.016,    38.690,    70.538,     0.372,    36.882,   886.430,     1.000,     3.544,   -13.380,    66.545,   249.882,   319.628,    13.090,    -2.912,    26.018,     8.080,     0.355,     0.863,     1.218,     1.218, 0.000E+00, 0.000E+00,
    30.800,    10.000,   443.779,     2.818,    -0.007,    38.480,     0.000,     0.376,    36.879,   886.430,     1.000,     3.562,   -79.360,     0.000,   251.625,   319.584,    12.349,    -0.949,    25.887,     8.694,     0.379,     0.885,     1.264,     1.264, 0.000E+00, 0.000E+00,
    30.900,    10.000,   443.776,     2.791,    -0.004,    38.313,     0.000,     0.377,    36.876,   886.430,     1.000,     3.572,   -82.826,     0.000,   250.760,   319.461,    12.014,     2.110,    25.807,     9.114,     0.382,     0.891,     1.273,     1.273, 0.000E+00, 0.000E+00,
    31.000,    10.000,   443.772,     2.767,    -0.002,    38.230,     0.000,     0.377,    36.872,   886.430,     1.000,     3.576,   -74.945,     0.000,   255.218,   319.349,    11.857,    -1.042,    25.753,     9.435,     0.377,     0.891,     1.268,     1.268, 0.000E+00, 0.000E+00,
    31.100,    10.000,   443.770,     2.752,    -0.000,    37.128,     0.000,     0.376,    36.870,   886.430,     1.000,     3.578,   -68.488,     0.000,   259.395,   319.278,    12.490,    -3.886,    25.719,     9.687,     0.367,     0.889,     1.256,     1.256, 0.000E+00, 0.000E+00,
    31.200,    10.000,   443.769,     2.746,     0.005,    36.245,     0.000,     0.374,    36.869,   886.430,     1.000,     3.577,   -64.241,     0.000,   262.814,   319.251,    13.189,    -5.385,    25.704,     9.867,     0.355,     0.883,     1.238,     1.238, 0.000E+00, 0.000E+00,
    31.300,    10.000,   443.772,     2.744,    -0.008,    35.177,     0.498,     0.373,    36.872,   886.430,     1.000,     3.575,   -57.847,     0.470,   264.097,   319.242,     7.708,    -4.536,    25.686,    10.046,     0.348,     0.880,     1.227,     1.227, 0.000E+00, 0.000E+00,
    31.400,    10.000,   443.776,     2.765,    -0.004,    34.327,    38.800,     0.375,    36.876,   886.430,     1.000,     3.575,   -20.860,    36.604,   262.988,   319.340,     3.322,    -2.211,    25.614,    10.441,     0.359,     0.890,     1.248,     1.248, 0.000E+00, 0.000E+00,
    31.500,    10.000,   443.783,     2.841,    -0.016,    33.350,    74.743,     0.378,    36.883,   886.430,     1.000,     3.582,    23.013,    70.512,   269.586,   319.689,     1.811,    -4.415,    25.531,    10.879,     0.376,     0.904,     1.280,     1.280, 0.000E+00, 0.000E+00,
    31.600,    10.000,   443.792,     2.951,    -0.020,    32.965,    80.136,     0.387,    36.892,   886.430,     1.000,     3.593,    26.836,    75.600,   269.062,   320.201,     2.114,    -4.490,    25.366,    11.636,     0.430,     0.945,     1.375,     1.375, 0.000E+00, 0.000E+00,
    31.700,    10.000,   443.803,     3.024,    -0.013,    32.509,    29.162,     0.395,    36.903,   886.430,     1.000,     3.600,   -30.922,    27.512,   265.136,   320.542,     4.159,    -1.130,    25.223,    12.314,     0.475,     0.980,     1.455,     1.455, 0.000E+00, 0.000E+00,
    31.800,    10.000,   443.818,     3.025,    -0.010,    31.759,     0.000,     0.398,    36.918,   886.430,     1.000,     3.600,   -62.433,     0.000,   261.983,   320.544,     4.654,    -0.782,    25.134,    12.767,     0.489,     0.994,     1.482,     1.482, 0.000E+00, 0.000E+00,
    31.900,    10.000,   443.833,     3.021,    -0.016,    31.826,     0.000,     0.401,    36.933,   886.430,     1.000,     3.597,   -70.513,     0.000,   257.465,   320.525,     6.871,     0.583,    25.048,    13.206,     0.504,     1.007,     1.511,     1.511, 0.000E+00, 0.000E+00,
    32.000,    10.000,   443.849,     3.013,    -0.011,    31.635,     0.000,     0.405,    36.949,   886.430,     1.000,     3.592,   -84.507,     0.000,   250.552,   320.490,     9.766,     4.803,    24.954,    13.678,     0.524,     1.023,     1.548,     1.548, 0.000E+00, 0.000E+00,
    32.100,    10.000,   443.867,     2.956,     0.004,    30.886,     0.000,     0.401,    36.967,   886.430,     1.000,     3.583,   -91.191,     0.000,   246.020,   320.224,    10.709,     6.278,    24.925,    13.785,     0.498,     1.007,     1.505,     1.505, 0.000E+00, 0.000E+00,
    32.200,    10.000,   443.887,     2.866,     0.014,    30.191,     0.000,     0.389,    36.987,   886.430,     1.000,     3.565,   -92.796,     0.000,   243.581,   319.808,    10.957,     5.611,    25.004,    13.537,     0.438,     0.955,     1.393,     1.393, 0.000E+00, 0.000E+00,
    32.300,    10.000,   443.908,     2.772,     0.021,    29.320,     1.494,     0.377,    37.008,   886.430,     1.000,     3.542,   -94.082,     1.409,   240.811,   319.374,    11.587,     5.341,    25.148,    13.069,     0.374,     0.891,     1.264,     1.264, 0.000E+00, 0.000E+00,
    32.400,    10.000,   443.930,     2.709,     0.027,    28.553,    95.563,     0.363,    37.030,   886.430,     1.000,     3.523,     5.115,    90.154,   238.408,   319.082,     6.498,    -2.133,    25.334,    12.430,     0.307,     0.826,     1.134,     1.134, 0.000E+00, 0.000E+00,
    32.500,    10.000,   443.952,     2.766,     0.009,    28.593,   172.363,     0.355,    37.052,   919.230,     1.000,     3.527,   117.427,   162.606,   264.004,   319.342,    -0.457,    -9.702,    25.450,    12.020,     0.263,     0.784,     1.047,     1.047, 0.000E+00, 0.000E+00,
    32.600,    10.000,   443.973,     2.864,    -0.006,    28.725,   176.287,     0.356,    37.073,   919.230,     1.000,     3.549,   129.838,   166.308,   265.515,   319.798,    -1.694,   -16.120,    25.488,    12.060,     0.267,     0.791,     1.059,     1.059, 0.000E+00, 0.000E+00,
    32.700,    10.000,   443.995,     2.947,    -0.014,    28.890,    75.021,     0.359,    37.095,   919.230,     1.000,     3.580,    22.576,    70.774,   256.658,   320.181,    -1.450,   -13.875,    25.406,    12.430,     0.287,     0.806,     1.094,     1.094, 0.000E+00, 0.000E+00,
    32.800,    10.000,   444.017,     2.926,     0.010,    28.764,     0.000,     0.357,    37.117,   919.230,     1.000,     3.598,   -70.840,     0.000,   249.143,   320.085,     2.925,    -3.028,    25.360,    12.599,     0.275,     0.796,     1.071,     1.071, 0.000E+00, 0.000E+00,
    32.900,    10.000,   444.039,     2.852,     0.019,    28.633,     0.000,     0.351,    37.139,   919.230,     1.000,     3.604,   -94.493,     0.000,   238.620,   319.744,     8.445,     4.924,    25.412,    12.378,     0.242,     0.764,     1.006,     1.006, 0.000E+00, 0.000E+00,
    33.000,    10.000,   444.060,     2.780,     0.025,    28.349,     0.000,     0.343,    37.160,   919.230,     1.000,     3.605,  -102.133,     0.000,   233.790,   319.408,     9.703,     6.812,    25.516,    11.976,     0.205,     0.728,     0.933,     0.933, 0.000E+00, 0.000E+00,
    33.100,    10.000,   444.079,     2.700,     0.020,    28.566,     0.000,     0.336,    37.179,   919.230,     1.000,     3.603,  -119.609,     0.000,   226.294,   319.039,    13.530,    13.333,    25.659,    11.513,     0.170,     0.692,     0.863,     0.863, 0.000E+00, 0.000E+00,
    33.200,    10.000,   444.097,     2.644,     0.023,    28.231,     0.000,     0.331,    37.197,   919.230,     1.000,     3.606,  -101.037,     0.000,   231.010,   318.780,     8.616,     4.651,    25.779,    11.109,     0.142,     0.662,     0.805,     0.805, 0.000E+00, 0.000E+00,
    33.300,    10.000,   444.115,     2.594,     0.021,    27.901,     1.494,     0.326,    37.215,   919.230,     1.000,     3.613,  -121.327,     1.409,   223.317,   318.551,    13.771,    13.731,    25.872,    10.789,     0.120,     0.640,     0.760,     0.760, 0.000E+00, 0.000E+00,
    33.400,    10.000,   444.134,     2.565,     0.007,    27.893,   173.632,     0.323,    37.234,   919.230,     1.000,     3.627,    32.153,   163.803,   220.632,   318.412,    16.711,    17.159,    25.930,    10.621,     0.105,     0.623,     0.728,     0.728, 0.000E+00, 0.000E+00,
    33.500,    10.000,   444.151,     2.736,    -0.008,    27.950,   405.520,     0.323,    37.251,   919.230,     1.000,     3.675,   285.813,   382.566,   232.908,   319.203,     9.162,     1.296,    25.917,    10.802,     0.108,     0.624,     0.732,     0.732, 0.000E+00, 0.000E+00,
    33.600,    10.000,   444.169,     3.001,    -0.018,    27.891,   367.041,     0.334,    37.269,   919.230,     1.000,     3.736,   282.849,   346.265,   242.090,   320.431,    -1.123,   -13.802,    25.762,    11.663,     0.164,     0.678,     0.842,     0.842, 0.000E+00, 0.000E+00,
