JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),     TDS,    Gen1,    ISS1,    ISS2,     TSS,    TISS,TISSIN  (kg/d),TISSOUT (kg/d),
     5.300,    10.000,   441.637,     6.226,    -0.014,    57.437,     0.249,     0.490,    34.737,   847.510,     1.000,     5.957,  -116.375,     0.235,   258.300,   335.667,    25.171,    14.072,    23.148,     4.209,     0.244,     2.159,     2.403,     2.403, 0.000E+00, 0.000E+00,
     5.400,    10.000,   441.641,     6.212,    -0.016,    57.531,    37.823,     0.491,    34.741,   847.510,     1.000,     5.936,   -76.367,    35.682,   261.019,   335.597,    25.986,    11.485,    23.161,     4.299,     0.256,     2.154,     2.411,     2.411, 0.000E+00, 0.000E+00,
     5.500,    10.000,   441.644,     6.219,    -0.010,    56.795,   131.464,     0.490,    34.744,   847.510,     1.000,     5.925,    32.890,   124.023,   263.407,   335.633,    15.761,     3.146,    23.165,     4.397,     0.261,     2.142,     2.403,     2.403, 0.000E+00, 0.000E+00,
     5.600,    10.000,   441.646,     6.238,    -0.013,    56.862,    77.111,     0.489,    34.746,   847.510,     1.000,     5.916,    -0.578,    72.746,   274.101,   335.724,    12.228,    -0.528,    23.162,     4.500,     0.262,     2.123,     2.385,     2.385, 0.000E+00, 0.000E+00,
     5.700,    10.000,   441.648,     6.239,    -0.016,    56.709,    11.724,     0.489,    34.748,   847.510,     1.000,     5.906,   -73.763,    11.060,   270.435,   335.731,    15.689,     3.839,    23.166,     4.600,     0.268,     2.122,     2.390,     2.390, 0.000E+00, 0.000E+00,
     5.800,    10.000,   441.648,     6.226,    -0.016,    56.851,     0.000,     0.489,    34.748,   847.510,     1.000,     5.896,   -68.912,     0.000,   278.738,   335.667,    15.387,    -3.404,    23.167,     4.704,     0.276,     2.117,     2.393,     2.393, 0.000E+00, 0.000E+00,
     5.900,    10.000,   441.650,     6.210,    -0.020,    57.721,     0.000,     0.489,    34.750,   847.510,     1.000,     5.889,   -79.907,     0.000,   274.405,   335.590,    18.836,    -0.115,    23.170,     4.805,     0.282,     2.111,     2.393,     2.393, 0.000E+00, 0.000E+00,
     6.000,    10.000,   441.658,     6.199,    -0.013,    58.763,     0.000,     0.490,    34.758,   847.510,     1.000,     5.882,   -70.036,     0.000,   280.020,   335.539,    19.123,    -4.606,    23.173,     4.907,     0.292,     2.109,     2.401,     2.401, 0.000E+00, 0.000E+00,
     6.100,    10.000,   441.643,     6.187,    -0.005,    81.961,     0.000,     0.489,    34.743,   847.510,     1.000,     5.879,   -52.337,     0.000,   288.619,   335.479,    16.677,   -11.200,    23.172,     5.001,     0.294,     2.097,     2.391,     2.391, 0.000E+00, 0.000E+00,
     6.200,    10.000,   441.619,     6.174,    -0.002,    74.742,     0.000,     0.487,    34.719,   847.510,     1.000,     5.878,   -45.074,     0.000,   290.862,   335.415,    13.525,   -13.004,    23.172,     5.089,     0.291,     2.079,     2.370,     2.370, 0.000E+00, 0.000E+00,
     6.300,    10.000,   441.601,     6.155,     0.003,    76.119,     0.249,     0.484,    34.701,   847.510,     1.000,     5.878,   -40.929,     0.235,   290.572,   335.328,     9.335,   -12.927,    23.178,     5.169,     0.286,     2.056,     2.341,     2.341, 0.000E+00, 0.000E+00,
     6.400,    10.000,   441.588,     6.136,     0.007,    78.028,    23.382,     0.481,    34.688,   847.510,     1.000,     5.881,   -12.956,    22.059,   294.099,   335.235,     9.329,   -15.451,    23.196,     5.230,     0.284,     2.029,     2.313,     2.313, 0.000E+00, 0.000E+00,
     6.500,    10.000,   441.588,     6.162,    -0.003,    81.703,    76.741,     0.478,    34.688,   847.510,     1.000,     5.891,    85.664,    72.397,   310.037,   335.358,   -11.988,   -26.600,    23.204,     5.297,     0.285,     1.997,     2.282,     2.282, 0.000E+00, 0.000E+00,
     6.600,    10.000,   441.603,     6.221,    -0.009,    85.137,    72.349,     0.477,    34.703,   847.510,     1.000,     5.904,   114.489,    68.254,   324.400,   335.644,   -19.241,   -38.238,    23.202,     5.381,     0.292,     1.977,     2.269,     2.269, 0.000E+00, 0.000E+00,
     6.700,    10.000,   441.634,     6.273,    -0.017,    89.782,    25.424,     0.477,    34.734,   847.510,     1.000,     5.916,    84.170,    23.985,   326.128,   335.893,   -23.206,   -46.744,    23.199,     5.477,     0.301,     1.969,     2.270,     2.270, 0.000E+00, 0.000E+00,
     6.800,    10.000,   441.676,     6.311,    -0.022,    93.686,     0.000,     0.478,    34.776,   847.510,     1.000,     5.924,    48.111,     0.000,   317.623,   336.074,   -26.924,   -39.638,    23.189,     5.594,     0.305,     1.972,     2.277,     2.277, 0.000E+00, 0.000E+00,
     6.900,    10.000,   441.725,     6.350,    -0.041,    97.188,     0.000,     0.476,    34.825,   847.510,     1.000,     5.929,    31.022,     0.000,   314.963,   336.263,   -19.962,   -32.360,    23.167,     5.726,     0.295,     1.967,     2.262,     2.262, 0.000E+00, 0.000E+00,
     7.000,    10.000,   441.780,     6.415,    -0.050,   100.114,     0.000,     0.471,    34.880,   847.510,     1.000,     5.932,    52.099,     0.000,   325.193,   336.576,   -22.527,   -40.954,    23.129,     5.878,     0.261,     1.951,     2.212,     2.212, 0.000E+00, 0.000E+00,
     7.100,    10.000,   441.788,     6.461,    -0.052,   149.493,     0.000,     0.469,    34.888,   847.510,     1.000,     5.935,    46.969,     0.000,   321.364,   336.799,   -22.774,   -39.629,    23.098,     6.013,     0.241,     1.947,     2.188,     2.188, 0.000E+00, 0.000E+00,
     7.200,    10.000,   441.783,     6.486,    -0.056,   135.057,     0.000,     0.467,    34.883,   847.510,     1.000,     5.939,    34.502,     0.000,   317.393,   336.918,   -18.296,   -35.731,    23.081,     6.127,     0.233,     1.942,     2.175,     2.175, 0.000E+00, 0.000E+00,
     7.300,    10.000,   441.802,     6.480,    -0.044,   140.716,     0.249,     0.469,    34.902,   847.510,     1.000,     5.950,    10.356,     0.235,   306.175,   336.887,   -13.561,   -27.272,    23.073,     6.222,     0.250,     1.938,     2.188,     2.188, 0.000E+00, 0.000E+00,
     7.400,    10.000,   441.834,     6.478,    -0.043,   142.895,    21.392,     0.474,    34.934,   847.510,     1.000,     5.967,    30.750,    20.181,   306.041,   336.878,   -13.503,   -27.903,    23.062,     6.293,     0.306,     1.931,     2.236,     2.236, 0.000E+00, 0.000E+00,
     7.500,    10.000,   441.872,     6.519,    -0.036,   143.270,    70.748,     0.478,    34.972,   847.510,     1.000,     5.994,    95.385,    66.744,   312.588,   337.078,   -19.577,   -33.555,    23.045,     6.337,     0.364,     1.916,     2.281,     2.281, 0.000E+00, 0.000E+00,
     7.600,    10.000,   441.921,     6.591,    -0.051,   145.885,   120.388,     0.482,    35.021,   847.510,     1.000,     6.030,   147.837,   113.574,   312.946,   337.422,   -13.683,   -45.056,    23.034,     6.388,     0.420,     1.905,     2.325,     2.325, 0.000E+00, 0.000E+00,
     7.700,    10.000,   441.983,     6.615,    -0.061,   147.558,     9.492,     0.491,    35.083,   847.510,     1.000,     6.064,    42.213,     8.955,   316.407,   337.541,   -13.346,   -41.047,    23.040,     6.462,     0.503,     1.912,     2.415,     2.415, 0.000E+00, 0.000E+00,
     7.800,    10.000,   442.054,     6.581,    -0.059,   151.284,     0.000,     0.511,    35.154,   886.430,     1.000,     6.091,     9.203,     0.000,   295.988,   337.374,   -18.239,   -32.350,    23.036,     6.511,     0.672,     1.938,     2.610,     2.610, 0.000E+00, 0.000E+00,
     7.900,    10.000,   442.133,     6.522,    -0.051,   153.052,     0.000,     0.539,    35.233,   886.430,     1.000,     6.113,   -14.678,     0.000,   286.606,   337.091,   -12.302,   -23.505,    23.030,     6.537,     0.913,     1.975,     2.888,     2.888, 0.000E+00, 0.000E+00,
     8.000,    10.000,   442.232,     6.470,    -0.042,   159.640,     0.000,     0.569,    35.332,   886.430,     1.000,     6.136,   -34.053,     0.000,   275.093,   336.839,    -7.909,   -19.783,    23.006,     6.542,     1.187,     2.004,     3.190,     3.190, 0.000E+00, 0.000E+00,
     8.100,    10.000,   442.346,     6.429,    -0.042,   206.830,     0.000,     0.604,    35.446,   886.430,     1.000,     6.157,   -36.306,     0.000,   271.433,   336.644,    -7.669,   -21.237,    23.016,     6.613,     1.490,     2.060,     3.550,     3.550, 0.000E+00, 0.000E+00,
     8.200,    10.000,   442.468,     6.387,    -0.033,   229.315,     0.000,     0.733,    35.568,   886.430,     1.000,     6.179,   -40.966,     0.000,   268.489,   336.441,    -7.087,   -19.899,    22.946,     6.560,     2.686,     2.160,     4.843,     4.843, 0.000E+00, 0.000E+00,
     8.300,    10.000,   442.630,     6.335,    -0.031,   237.793,     0.498,     0.959,    35.730,   886.430,     1.000,     6.188,   -63.475,     0.470,   258.893,   336.192,    -0.956,   -12.398,    22.864,     6.459,     4.743,     2.363,     7.103,     7.103, 0.000E+00, 0.000E+00,
     8.400,    10.000,   442.807,     6.296,    -0.028,   242.355,   111.433,     1.198,    35.907,   886.430,     1.000,     6.184,    48.677,   105.126,   262.469,   336.004,     2.049,   -19.135,    22.757,     6.369,     6.935,     2.543,     9.477,     9.477, 0.000E+00, 0.000E+00,
     8.500,    10.000,   442.977,     6.395,    -0.033,   226.356,   362.552,     1.305,    36.077,   886.430,     1.000,     6.189,   297.600,   342.030,   269.571,   336.477,     3.237,   -25.713,    22.658,     6.303,     7.931,     2.628,    10.558,    10.558, 0.000E+00, 0.000E+00,
     8.600,    10.000,   443.129,     6.536,    -0.037,   222.167,   297.725,     1.341,    36.229,   886.430,     1.000,     6.197,   224.542,   280.872,   263.859,   337.160,    -0.716,   -16.255,    22.596,     6.260,     8.247,     2.666,    10.913,    10.913, 0.000E+00, 0.000E+00,
     8.700,    10.000,   443.263,     6.527,    -0.041,   214.485,    50.158,     1.347,    36.363,   886.430,     1.000,     6.168,   -27.597,    47.319,   255.604,   337.115,     1.603,    -8.198,    22.546,     6.228,     8.281,     2.687,    10.968,    10.968, 0.000E+00, 0.000E+00,
     8.800,    10.000,   443.382,     6.414,    -0.038,   215.753,     0.000,     1.389,    36.482,   886.430,     1.000,     6.129,   -89.383,     0.000,   250.068,   336.571,     6.493,    -3.613,    22.504,     6.199,     8.681,     2.716,    11.396,    11.396, 0.000E+00, 0.000E+00,
     8.900,    10.000,   443.487,     6.326,    -0.025,   204.459,     0.000,     1.473,    36.587,   886.430,     1.000,     6.113,   -95.322,     0.000,   247.797,   336.149,     8.833,    -1.863,    22.505,     6.221,     9.423,     2.806,    12.229,    12.229, 0.000E+00, 0.000E+00,
     9.000,    10.000,   443.579,     6.247,    -0.015,   199.593,     0.000,     1.561,    36.679,   886.430,     1.000,     6.095,  -103.996,     0.000,   246.302,   335.768,    15.149,    -0.619,    22.424,     6.138,    10.204,     2.910,    13.113,    13.113, 0.000E+00, 0.000E+00,
     9.100,    10.000,   443.650,     6.180,    -0.008,   194.902,     0.000,     1.638,    36.750,   886.430,     1.000,     6.073,  -107.437,     0.000,   245.131,   335.445,    16.656,     0.467,    22.408,     6.131,    10.889,     3.001,    13.889,    13.889, 0.000E+00, 0.000E+00,
     9.200,    10.000,   443.706,     6.120,     0.005,   190.129,     0.000,     1.732,    36.806,   886.430,     1.000,     6.043,  -125.658,     0.000,   240.963,   335.160,    22.556,     8.905,    22.332,     6.087,    11.720,     3.109,    14.828,    14.828, 0.000E+00, 0.000E+00,
     9.300,    10.000,   443.747,     6.065,     0.014,   187.394,     0.747,     1.824,    36.847,   886.430,     1.000,     6.005,  -135.946,     0.705,   238.878,   334.891,    28.780,    11.858,    22.242,     6.024,    12.524,     3.216,    15.739,    15.739, 0.000E+00, 0.000E+00,
     9.400,    10.000,   443.777,     6.015,     0.016,   184.666,   128.861,     1.900,    36.877,   886.430,     1.000,     5.968,    -7.875,   121.567,   239.961,   334.654,    26.649,     8.101,    22.147,     5.935,    13.194,     3.308,    16.501,    16.501, 0.000E+00, 0.000E+00,
     9.500,    10.000,   443.792,     6.016,     0.021,   179.219,   144.596,     1.926,    36.892,   886.430,     1.000,     5.945,    57.420,   136.412,   264.962,   334.657,     9.677,    -0.380,    21.968,     5.585,    13.372,     3.391,    16.762,    16.762, 0.000E+00, 0.000E+00,
     9.600,    10.000,   443.795,     6.080,     0.005,   177.011,   213.594,     1.885,    36.895,   886.430,     1.000,     5.926,   128.587,   201.504,   259.665,   334.965,     4.657,    -7.040,    21.864,     5.379,    12.946,     3.392,    16.339,    16.339, 0.000E+00, 0.000E+00,
     9.700,    10.000,   443.787,     6.075,     0.008,   173.211,    38.673,     1.767,    36.887,   886.430,     1.000,     5.888,   -52.760,    36.484,   254.202,   334.940,     8.650,    -0.145,    21.874,     5.407,    11.870,     3.291,    15.163,    15.163, 0.000E+00, 0.000E+00,
     9.800,    10.000,   443.769,     5.960,     0.006,   171.883,     0.000,     1.696,    36.869,   886.430,     1.000,     5.836,  -100.120,     0.000,   249.091,   334.390,    11.991,     2.829,    21.877,     5.442,    11.222,     3.234,    14.457,    14.457, 0.000E+00, 0.000E+00,
     9.900,    10.000,   443.742,     5.918,     0.018,   169.206,     0.000,     1.810,    36.842,   886.430,     1.000,     5.785,  -107.146,     0.000,   246.526,   334.189,    15.314,     4.169,    21.902,     5.704,    12.271,     3.331,    15.602,    15.602, 0.000E+00, 0.000E+00,
    10.000,    10.000,   443.704,     5.868,    -0.005,   166.267,     0.000,     1.775,    36.804,   886.430,     1.000,     5.737,  -102.858,     0.000,   248.732,   333.947,    12.245,     5.397,    21.921,     5.808,    11.943,     3.299,    15.242,    15.242, 0.000E+00, 0.000E+00,
    10.100,    10.000,   443.661,     5.850,     0.010,   151.316,     0.000,     1.891,    36.761,   886.430,     1.000,     5.695,  -117.842,     0.000,   243.931,   333.865,    17.777,    10.132,    21.917,     5.970,    12.984,     3.418,    16.402,    16.402, 0.000E+00, 0.000E+00,
    10.200,    10.000,   443.707,     5.805,     0.012,   123.686,     0.000,     1.836,    36.807,   886.430,     1.000,     5.663,  -126.773,     0.000,   240.902,   333.650,    21.203,    12.822,    21.936,     6.043,    12.484,     3.372,    15.856,    15.856, 0.000E+00, 0.000E+00,
    10.300,    10.000,   443.755,     5.768,     0.005,   121.700,     0.498,     1.859,    36.855,   886.430,     1.000,     5.635,  -131.217,     0.470,   238.370,   333.471,    21.957,    14.629,    21.930,     5.990,    12.674,     3.412,    16.087,    16.087, 0.000E+00, 0.000E+00,
    10.400,    10.000,   443.795,     5.741,     0.000,   119.508,    68.691,     1.795,    36.895,   886.430,     1.000,     5.610,   -44.058,    64.803,   247.279,   333.344,    15.349,     7.446,    21.970,     6.087,    12.098,     3.354,    15.452,    15.452, 0.000E+00, 0.000E+00,
    10.500,    10.000,   443.828,     5.839,    -0.015,   118.276,   354.395,     1.644,    36.928,   886.430,     1.000,     5.606,   263.609,   334.335,   256.105,   333.811,     5.220,   -12.199,    22.043,     6.171,    10.712,     3.207,    13.920,    13.920, 0.000E+00, 0.000E+00,
    10.600,    10.000,   443.854,     6.004,    -0.017,   117.230,   171.004,     1.507,    36.954,   886.430,     1.000,     5.607,    94.647,   161.324,   266.400,   334.603,     5.173,    -6.699,    22.149,     6.377,     9.497,     3.061,    12.559,    12.559, 0.000E+00, 0.000E+00,
