$Temperature file for segment 11
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
    83.100,    4.46,          -99.00,
    83.200,    4.45,          -99.00,
    83.300,    4.45,          -99.00,
    83.400,    4.45,          -99.00,
    83.500,    4.45,          -99.00,
    83.600,    4.45,          -99.00,
    83.700,    4.45,          -99.00,
    83.800,    4.45,          -99.00,
    83.900,    4.44,          -99.00,
    84.000,    4.44,          -99.00,
    84.100,    4.44,          -99.00,
    84.200,    4.44,          -99.00,
    84.300,    4.44,          -99.00,
    84.400,    4.44,          -99.00,
    84.500,    4.44,          -99.00,
    84.600,    4.44,          -99.00,
    84.700,    4.43,          -99.00,
    84.800,    4.43,          -99.00,
    84.900,    4.43,          -99.00,
    85.000,    4.43,          -99.00,
    85.100,    4.43,          -99.00,
    85.200,    4.43,          -99.00,
    85.300,    4.42,          -99.00,
    85.400,    4.43,          -99.00,
    85.500,    4.43,          -99.00,
