 Fish habitat analysis: CE-QUAL-W2 model results
 
 Species, Temperature minimum, Temperature maximum, Dissolved oxygen minimum
RainbowTrout,               0.00,   18.00,    5.00
StripedBass,               10.00,   24.00,    5.00
Walleye,                   12.00,   24.00,    5.00
WhiteBass,                  0.00,   28.00,    3.00
SmallmouthBass,             0.00,   29.00,    4.00
SpottedBass,                0.00,   24.40,    6.00
GizzardShad,               10.00,   26.70,    6.00
LargemouthBass,            10.00,   30.00,    5.00
ChannelCatfish,            18.00,   31.00,    5.00
 
JDAY,%VOL-RainbowTrout,HAB-VOL(m3)-RainbowTrout,%VOL-StripedBass,HAB-VOL(m3)-StripedBass,%VOL-Walleye,HAB-VOL(m3)-Walleye,%VOL-WhiteBass,HAB-VOL(m3)-WhiteBass,%VOL-SmallmouthBass,HAB-VOL(m3)-SmallmouthBass,%VOL-SpottedBass,HAB-VOL(m3)-SpottedBass,%VOL-GizzardShad,HAB-VOL(m3)-GizzardShad,%VOL-LargemouthBass,HAB-VOL(m3)-LargemouthBass,%VOL-ChannelCatfish,HAB-VOL(m3)-ChannelCatfish,
    10.700,  100.00,  0.2212E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2212E+09,  100.00,  0.2212E+09,  100.00,  0.2212E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    10.800,  100.00,  0.2213E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2213E+09,  100.00,  0.2213E+09,  100.00,  0.2213E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    10.900,  100.00,  0.2214E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2214E+09,  100.00,  0.2214E+09,  100.00,  0.2214E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    11.000,  100.00,  0.2214E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2214E+09,  100.00,  0.2214E+09,  100.00,  0.2214E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    11.100,  100.00,  0.2216E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2216E+09,  100.00,  0.2216E+09,  100.00,  0.2216E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    11.200,  100.00,  0.2217E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2217E+09,  100.00,  0.2217E+09,  100.00,  0.2217E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    11.300,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2219E+09,  100.00,  0.2219E+09,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    11.400,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2220E+09,  100.00,  0.2220E+09,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    11.500,  100.00,  0.2221E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2221E+09,  100.00,  0.2221E+09,  100.00,  0.2221E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    11.600,  100.00,  0.2221E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2221E+09,  100.00,  0.2221E+09,  100.00,  0.2221E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    11.700,  100.00,  0.2221E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2221E+09,  100.00,  0.2221E+09,  100.00,  0.2221E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    11.800,  100.00,  0.2221E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2221E+09,  100.00,  0.2221E+09,  100.00,  0.2221E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    11.900,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2220E+09,  100.00,  0.2220E+09,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    12.000,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2219E+09,  100.00,  0.2219E+09,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    12.100,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2219E+09,  100.00,  0.2219E+09,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    12.200,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2218E+09,  100.00,  0.2218E+09,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    12.300,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2218E+09,  100.00,  0.2218E+09,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    12.400,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2218E+09,  100.00,  0.2218E+09,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    12.500,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2218E+09,  100.00,  0.2218E+09,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    12.600,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2218E+09,  100.00,  0.2218E+09,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    12.700,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2218E+09,  100.00,  0.2218E+09,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    12.800,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2219E+09,  100.00,  0.2219E+09,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    12.900,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2219E+09,  100.00,  0.2219E+09,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    13.000,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2219E+09,  100.00,  0.2219E+09,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    13.100,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2219E+09,  100.00,  0.2219E+09,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    13.200,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2220E+09,  100.00,  0.2220E+09,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    13.300,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2220E+09,  100.00,  0.2220E+09,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    13.400,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2220E+09,  100.00,  0.2220E+09,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    13.500,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2220E+09,  100.00,  0.2220E+09,  100.00,  0.2220E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    13.600,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2219E+09,  100.00,  0.2219E+09,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    13.700,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2219E+09,  100.00,  0.2219E+09,  100.00,  0.2219E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    13.800,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2218E+09,  100.00,  0.2218E+09,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    13.900,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2218E+09,  100.00,  0.2218E+09,  100.00,  0.2218E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    14.000,  100.00,  0.2217E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2217E+09,  100.00,  0.2217E+09,  100.00,  0.2217E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    14.100,  100.00,  0.2216E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2216E+09,  100.00,  0.2216E+09,  100.00,  0.2216E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    14.200,  100.00,  0.2216E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2216E+09,  100.00,  0.2216E+09,  100.00,  0.2216E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    14.300,  100.00,  0.2216E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2216E+09,  100.00,  0.2216E+09,  100.00,  0.2216E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    14.400,  100.00,  0.2216E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2216E+09,  100.00,  0.2216E+09,  100.00,  0.2216E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    14.500,  100.00,  0.2215E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2215E+09,  100.00,  0.2215E+09,  100.00,  0.2215E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    14.600,  100.00,  0.2215E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2215E+09,  100.00,  0.2215E+09,  100.00,  0.2215E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    14.700,  100.00,  0.2214E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2214E+09,  100.00,  0.2214E+09,  100.00,  0.2214E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    14.800,  100.00,  0.2213E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2213E+09,  100.00,  0.2213E+09,  100.00,  0.2213E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    14.900,  100.00,  0.2212E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2212E+09,  100.00,  0.2212E+09,  100.00,  0.2212E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    15.000,  100.00,  0.2211E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2211E+09,  100.00,  0.2211E+09,  100.00,  0.2211E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    15.100,  100.00,  0.2210E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2210E+09,  100.00,  0.2210E+09,  100.00,  0.2210E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    15.200,  100.00,  0.2210E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2210E+09,  100.00,  0.2210E+09,  100.00,  0.2210E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    15.300,  100.00,  0.2209E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2209E+09,  100.00,  0.2209E+09,  100.00,  0.2209E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    15.400,  100.00,  0.2209E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2209E+09,  100.00,  0.2209E+09,  100.00,  0.2209E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    15.500,  100.00,  0.2208E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2208E+09,  100.00,  0.2208E+09,  100.00,  0.2208E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    15.600,  100.00,  0.2207E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2207E+09,  100.00,  0.2207E+09,  100.00,  0.2207E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    15.700,  100.00,  0.2206E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2206E+09,  100.00,  0.2206E+09,  100.00,  0.2206E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    15.800,  100.00,  0.2206E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2206E+09,  100.00,  0.2206E+09,  100.00,  0.2206E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    15.900,  100.00,  0.2205E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2205E+09,  100.00,  0.2205E+09,  100.00,  0.2205E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    16.000,  100.00,  0.2204E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2204E+09,  100.00,  0.2204E+09,  100.00,  0.2204E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    16.100,  100.00,  0.2203E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2203E+09,  100.00,  0.2203E+09,  100.00,  0.2203E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    16.200,  100.00,  0.2203E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2203E+09,  100.00,  0.2203E+09,  100.00,  0.2203E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    16.300,  100.00,  0.2202E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2202E+09,  100.00,  0.2202E+09,  100.00,  0.2202E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    16.400,  100.00,  0.2201E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2201E+09,  100.00,  0.2201E+09,  100.00,  0.2201E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    16.500,  100.00,  0.2201E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2201E+09,  100.00,  0.2201E+09,  100.00,  0.2201E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    16.600,  100.00,  0.2200E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2200E+09,  100.00,  0.2200E+09,  100.00,  0.2200E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    16.700,  100.00,  0.2199E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2199E+09,  100.00,  0.2199E+09,  100.00,  0.2199E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    16.800,  100.00,  0.2199E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2199E+09,  100.00,  0.2199E+09,  100.00,  0.2199E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    16.900,  100.00,  0.2198E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2198E+09,  100.00,  0.2198E+09,  100.00,  0.2198E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    17.000,  100.00,  0.2197E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2197E+09,  100.00,  0.2197E+09,  100.00,  0.2197E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    17.100,  100.00,  0.2197E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2197E+09,  100.00,  0.2197E+09,  100.00,  0.2197E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    17.200,  100.00,  0.2197E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2197E+09,  100.00,  0.2197E+09,  100.00,  0.2197E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    17.300,  100.00,  0.2196E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2196E+09,  100.00,  0.2196E+09,  100.00,  0.2196E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    17.400,  100.00,  0.2196E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2196E+09,  100.00,  0.2196E+09,  100.00,  0.2196E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    17.500,  100.00,  0.2196E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2196E+09,  100.00,  0.2196E+09,  100.00,  0.2196E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    17.600,  100.00,  0.2195E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2195E+09,  100.00,  0.2195E+09,  100.00,  0.2195E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    17.700,  100.00,  0.2195E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2195E+09,  100.00,  0.2195E+09,  100.00,  0.2195E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    17.800,  100.00,  0.2194E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2194E+09,  100.00,  0.2194E+09,  100.00,  0.2194E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    17.900,  100.00,  0.2194E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2194E+09,  100.00,  0.2194E+09,  100.00,  0.2194E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    18.000,  100.00,  0.2193E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2193E+09,  100.00,  0.2193E+09,  100.00,  0.2193E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    18.100,  100.00,  0.2192E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2192E+09,  100.00,  0.2192E+09,  100.00,  0.2192E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    18.200,  100.00,  0.2192E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2192E+09,  100.00,  0.2192E+09,  100.00,  0.2192E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    18.300,  100.00,  0.2192E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2192E+09,  100.00,  0.2192E+09,  100.00,  0.2192E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    18.400,  100.00,  0.2191E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2191E+09,  100.00,  0.2191E+09,  100.00,  0.2191E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    18.500,  100.00,  0.2191E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2191E+09,  100.00,  0.2191E+09,  100.00,  0.2191E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    18.600,  100.00,  0.2190E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2190E+09,  100.00,  0.2190E+09,  100.00,  0.2190E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    18.700,  100.00,  0.2189E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2189E+09,  100.00,  0.2189E+09,  100.00,  0.2189E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    18.800,  100.00,  0.2189E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2189E+09,  100.00,  0.2189E+09,  100.00,  0.2189E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    18.900,  100.00,  0.2188E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2188E+09,  100.00,  0.2188E+09,  100.00,  0.2188E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    19.000,  100.00,  0.2188E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2188E+09,  100.00,  0.2188E+09,  100.00,  0.2188E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    19.100,  100.00,  0.2187E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2187E+09,  100.00,  0.2187E+09,  100.00,  0.2187E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    19.200,  100.00,  0.2187E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2187E+09,  100.00,  0.2187E+09,  100.00,  0.2187E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    19.300,  100.00,  0.2187E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2187E+09,  100.00,  0.2187E+09,  100.00,  0.2187E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    19.400,  100.00,  0.2187E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2187E+09,  100.00,  0.2187E+09,  100.00,  0.2187E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    19.500,  100.00,  0.2186E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2186E+09,  100.00,  0.2186E+09,  100.00,  0.2186E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    19.600,  100.00,  0.2186E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2186E+09,  100.00,  0.2186E+09,  100.00,  0.2186E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    19.700,  100.00,  0.2186E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2186E+09,  100.00,  0.2186E+09,  100.00,  0.2186E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    19.800,  100.00,  0.2185E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2185E+09,  100.00,  0.2185E+09,  100.00,  0.2185E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    19.900,  100.00,  0.2185E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2185E+09,  100.00,  0.2185E+09,  100.00,  0.2185E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    20.000,  100.00,  0.2184E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2184E+09,  100.00,  0.2184E+09,  100.00,  0.2184E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    20.100,  100.00,  0.2184E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2184E+09,  100.00,  0.2184E+09,  100.00,  0.2184E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    20.200,  100.00,  0.2183E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2183E+09,  100.00,  0.2183E+09,  100.00,  0.2183E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    20.300,  100.00,  0.2183E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2183E+09,  100.00,  0.2183E+09,  100.00,  0.2183E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    20.400,  100.00,  0.2183E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2183E+09,  100.00,  0.2183E+09,  100.00,  0.2183E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    20.500,  100.00,  0.2182E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2182E+09,  100.00,  0.2182E+09,  100.00,  0.2182E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    20.600,  100.00,  0.2182E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2182E+09,  100.00,  0.2182E+09,  100.00,  0.2182E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
    20.700,  100.00,  0.2182E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,  100.00,  0.2182E+09,  100.00,  0.2182E+09,  100.00,  0.2182E+09,    0.00,  0.0000E+00,    0.00,  0.0000E+00,    0.00,  0.0000E+00,
