JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),     TDS,    Gen1,    ISS1,    ISS2,     TSS,    TISS,TISSIN  (kg/d),TISSOUT (kg/d),
     2.000,   633.510,   441.372,     6.639,     0.001,     0.000,     0.000,     0.497,    67.622,   401.530,     1.000,     6.639,  -117.546,     0.000,   263.285,   337.655,    30.220,    12.955,    23.011,     0.999,     0.004,     2.460,     2.465,     2.465, 0.000E+00, 0.000E+00,
     2.100,   630.610,   441.383,     6.632,     0.000,     0.000,     0.000,     0.496,    67.633,   401.530,     1.000,     6.632,  -121.655,     0.000,   261.357,   337.622,    31.620,    13.770,    23.012,     1.098,     0.005,     2.456,     2.461,     2.461, 0.000E+00, 0.000E+00,
     2.204,   620.691,   441.376,     6.625,     0.000,     0.000,     0.000,     0.496,    67.626,   401.530,     1.000,     6.625,  -117.535,     0.000,   260.825,   337.590,    28.750,    12.019,    23.013,     1.202,     0.006,     2.451,     2.457,     2.457, 0.000E+00, 0.000E+00,
     2.306,   612.457,   441.373,     6.618,     0.000,     0.000,     0.000,     0.495,    67.623,   401.530,     1.000,     6.618,  -105.202,     0.000,   261.932,   337.558,    24.849,     4.727,    23.014,     1.304,     0.006,     2.447,     2.454,     2.454, 0.000E+00, 0.000E+00,
     2.400,   602.629,   441.374,     6.614,     0.000,     0.000,    42.661,     0.495,    67.624,   401.530,     1.000,     6.614,   -36.917,    40.246,   272.933,   337.535,    18.990,    -6.430,    23.015,     1.397,     0.007,     2.443,     2.450,     2.450, 0.000E+00, 0.000E+00,
     2.500,   584.530,   441.375,     6.637,     0.000,     0.000,   140.131,     0.493,    67.625,   401.530,     1.000,     6.615,   109.570,   132.199,   290.292,   337.628,    -6.272,   -18.435,    23.017,     1.493,     0.014,     2.411,     2.427,     2.427, 0.000E+00, 0.000E+00,
     2.600,   565.986,   441.383,     6.702,     0.000,     0.000,   211.732,     0.491,    67.633,   401.530,     1.000,     6.621,   157.536,   199.748,   276.154,   337.946,     1.202,   -20.782,    23.018,     1.588,     0.025,     2.372,     2.399,     2.399, 0.000E+00, 0.000E+00,
     2.703,   552.277,   441.393,     6.738,     0.000,     0.000,    54.757,     0.488,    67.643,   401.530,     1.000,     6.625,   -17.384,    51.658,   263.522,   338.144,     6.778,   -12.357,    23.020,     1.686,     0.032,     2.337,     2.371,     2.371, 0.000E+00, 0.000E+00,
     2.804,   533.096,   441.409,     6.672,     0.000,     0.000,     0.000,     0.485,    67.659,   401.530,     1.000,     6.619,  -116.504,     0.000,   243.086,   337.822,    15.138,     6.630,    23.021,     1.787,     0.033,     2.334,     2.345,     2.345, 0.000E+00, 0.000E+00,
     2.900,   525.947,   441.428,     6.627,     0.000,     0.000,     0.000,     0.487,    67.678,   401.530,     1.000,     6.612,  -116.296,     0.000,   242.945,   337.603,    15.376,     6.262,    23.020,     1.883,     0.033,     2.339,     2.373,     2.373, 0.000E+00, 0.000E+00,
     3.000,   516.891,   441.450,     6.604,     0.000,     0.000,     0.000,     0.493,    67.700,   401.530,     1.000,     6.604,  -116.879,     0.000,   244.784,   337.490,    15.695,     8.478,    23.023,     1.992,     0.017,     2.418,     2.434,     2.434, 0.000E+00, 0.000E+00,
     3.100,   528.692,   441.464,     6.596,     0.000,     0.000,     0.000,     0.493,    67.714,   401.530,     1.000,     6.596,  -122.139,     0.000,   243.225,   337.452,    18.105,     9.807,    23.025,     2.090,     0.019,     2.412,     2.432,     2.432, 0.000E+00, 0.000E+00,
     3.202,   532.771,   441.474,     6.587,     0.000,     0.000,     0.000,     0.493,    67.724,   401.530,     1.000,     6.587,  -125.217,     0.000,   241.971,   337.407,    18.708,    11.073,    23.029,     2.190,     0.024,     2.407,     2.431,     2.431, 0.000E+00, 0.000E+00,
     3.304,   539.788,   441.486,     6.575,     0.000,     0.000,     0.000,     0.493,    67.736,   401.530,     1.000,     6.577,  -131.877,     0.000,   239.780,   337.351,    20.018,    14.288,    23.033,     2.290,     0.029,     2.401,     2.430,     2.430, 0.000E+00, 0.000E+00,
     3.400,   542.614,   441.497,     6.568,     0.000,     0.000,    44.459,     0.493,    67.747,   401.530,     1.000,     6.568,   -81.796,    41.943,   244.766,   337.312,    19.994,    11.198,    23.036,     2.383,     0.033,     2.396,     2.430,     2.430, 0.000E+00, 0.000E+00,
     3.500,   526.563,   441.509,     6.598,     0.000,     0.000,   358.627,     0.492,    67.759,   401.530,     1.000,     6.567,   245.669,   338.328,   249.844,   337.450,     7.764,    -2.711,    23.041,     2.475,     0.045,     2.369,     2.414,     2.414, 0.000E+00, 0.000E+00,
     3.600,   498.338,   441.517,     6.682,     0.000,     0.000,   274.334,     0.490,    67.767,   401.530,     1.000,     6.574,   173.969,   258.806,   254.421,   337.849,     8.032,    -6.623,    23.045,     2.565,     0.056,     2.329,     2.387,     2.387, 0.000E+00, 0.000E+00,
     3.701,   454.380,   441.526,     6.693,     0.000,     0.000,    53.322,     0.487,    67.776,   401.530,     1.000,     6.574,   -48.477,    50.304,   248.206,   337.932,     9.685,    -0.630,    23.048,     2.656,     0.061,     2.295,     2.357,     2.357, 0.000E+00, 0.000E+00,
     3.802,   446.049,   441.534,     6.621,     0.000,     0.000,     0.000,     0.486,    67.784,   401.530,     1.000,     6.565,  -121.840,     0.000,   241.885,   337.585,    16.851,     9.289,    23.051,     2.756,     0.065,     2.290,     2.356,     2.356, 0.000E+00, 0.000E+00,
     3.900,   441.566,   441.542,     6.570,     0.000,     0.000,     0.000,     0.484,    67.792,   401.530,     1.000,     6.556,  -123.795,     0.000,   241.118,   337.332,    17.326,    10.255,    23.053,     2.855,     0.068,     2.296,     2.364,     2.364, 0.000E+00, 0.000E+00,
     4.000,   440.693,   441.547,     6.549,     0.000,     0.000,     0.000,     0.490,    67.797,   401.530,     1.000,     6.547,  -125.572,     0.000,   240.924,   337.225,    18.057,    11.215,    23.048,     2.967,     0.057,     2.345,     2.403,     2.403, 0.000E+00, 0.000E+00,
     4.100,   450.672,   441.557,     6.538,     0.000,     0.000,     0.000,     0.495,    67.807,   401.530,     1.000,     6.538,  -139.685,     0.000,   236.707,   337.168,    21.959,    17.265,    23.056,     3.062,     0.083,     2.365,     2.448,     2.448, 0.000E+00, 0.000E+00,
     4.202,   533.836,   441.566,     6.528,     0.000,     0.000,     0.000,     0.495,    67.816,   401.530,     1.000,     6.528,  -145.447,     0.000,   235.132,   337.123,    23.321,    20.135,    23.059,     3.161,     0.092,     2.360,     2.451,     2.451, 0.000E+00, 0.000E+00,
     4.305,   586.225,   441.574,     6.517,     0.000,     0.000,     0.648,     0.495,    67.824,   401.530,     1.000,     6.517,  -170.789,     0.611,   227.838,   337.071,    30.929,    31.238,    23.062,     3.262,     0.101,     2.355,     2.456,     2.456, 0.000E+00, 0.000E+00,
     4.400,   581.083,   441.584,     6.508,     0.000,     0.000,    74.955,     0.496,    67.834,   401.530,     1.000,     6.508,   -87.455,    70.713,   230.711,   337.021,    27.560,    24.298,    23.066,     3.353,     0.112,     2.351,     2.461,     2.461, 0.000E+00, 0.000E+00,
     4.500,   548.531,   441.591,     6.513,     0.000,     0.000,   230.703,     0.496,    67.841,   401.530,     1.000,     6.506,    96.392,   217.644,   246.052,   337.046,    18.405,    11.854,    23.071,     3.446,     0.117,     2.333,     2.450,     2.450, 0.000E+00, 0.000E+00,
     4.600,   520.493,   441.597,     6.516,     0.000,     0.000,   113.348,     0.492,    67.847,   401.530,     1.000,     6.503,    -4.925,   106.932,   259.167,   337.066,    20.204,    13.754,    23.075,     3.537,     0.115,     2.308,     2.425,     2.425, 0.000E+00, 0.000E+00,
     4.702,   510.398,   441.603,     6.504,     0.000,     0.000,    35.947,     0.492,    67.853,   401.530,     1.000,     6.497,   -87.511,    33.912,   252.395,   337.007,    21.231,    15.580,    23.073,     3.643,     0.116,     2.320,     2.431,     2.431, 0.000E+00, 0.000E+00,
     4.806,   601.612,   441.608,     6.486,     0.000,     0.000,     0.000,     0.496,    67.858,   401.530,     1.000,     6.485,  -138.417,     0.000,   248.171,   336.921,    25.706,    23.960,    23.079,     3.743,     0.150,     2.324,     2.461,     2.461, 0.000E+00, 0.000E+00,
     4.900,   630.756,   441.613,     6.474,     0.000,     0.000,     0.000,     0.499,    67.863,   401.530,     1.000,     6.474,  -143.348,     0.000,   247.099,   336.863,    28.565,    25.020,    23.101,     3.830,     0.223,     2.335,     2.558,     2.558, 0.000E+00, 0.000E+00,
     5.000,   640.815,   441.617,     6.461,     0.000,     0.000,     0.000,     0.507,    67.867,   401.530,     1.000,     6.461,  -144.074,     0.000,   248.477,   336.803,    31.153,    24.595,    23.109,     3.924,     0.246,     2.331,     2.576,     2.576, 0.000E+00, 0.000E+00,
     5.100,   649.850,   441.625,     6.449,     0.000,     0.000,     0.000,     0.509,    67.875,   401.530,     1.000,     6.449,  -134.875,     0.000,   252.642,   336.742,    30.547,    20.228,    23.118,     4.018,     0.265,     2.327,     2.590,     2.590, 0.000E+00, 0.000E+00,
     5.205,   656.810,   441.630,     6.438,     0.000,     0.000,     0.000,     0.510,    67.880,   401.530,     1.000,     6.438,  -107.958,     0.000,   263.049,   336.689,    25.160,     9.158,    23.127,     4.117,     0.283,     2.323,     2.604,     2.604, 0.000E+00, 0.000E+00,
     5.307,   663.245,   441.635,     6.427,     0.000,     0.000,     0.241,     0.511,    67.885,   401.530,     1.000,     6.427,  -119.248,     0.227,   258.294,   336.636,    26.129,    15.004,    23.135,     4.213,     0.297,     2.318,     2.611,     2.611, 0.000E+00, 0.000E+00,
     5.400,   631.786,   441.641,     6.417,     0.000,     0.000,    34.883,     0.512,    67.891,   401.530,     1.000,     6.418,   -82.714,    32.908,   260.752,   336.589,    27.062,    12.723,    23.141,     4.300,     0.309,     2.313,     2.623,     2.623, 0.000E+00, 0.000E+00,
     5.500,   659.706,   441.643,     6.414,     0.000,     0.000,   127.827,     0.512,    67.893,   401.530,     1.000,     6.412,    25.292,   120.591,   263.083,   336.570,    17.469,     4.343,    23.146,     4.395,     0.309,     2.303,     2.615,     2.615, 0.000E+00, 0.000E+00,
     5.600,   605.037,   441.646,     6.414,     0.000,     0.000,    76.784,     0.509,    67.896,   401.530,     1.000,     6.407,    -3.263,    72.438,   274.295,   336.569,    13.080,     0.347,    23.150,     4.488,     0.304,     2.287,     2.592,     2.592, 0.000E+00, 0.000E+00,
     5.704,   594.397,   441.646,     6.408,     0.000,     0.000,    13.195,     0.509,    67.896,   401.530,     1.000,     6.400,   -74.203,    12.448,   270.827,   336.545,    16.442,     4.491,    23.151,     4.590,     0.303,     2.284,     2.588,     2.588, 0.000E+00, 0.000E+00,
     5.808,   683.518,   441.646,     6.396,     0.000,     0.000,     0.000,     0.510,    67.896,   401.530,     1.000,     6.391,   -71.306,     0.000,   278.755,   336.487,    16.207,    -2.633,    23.156,     4.690,     0.317,     2.281,     2.597,     2.597, 0.000E+00, 0.000E+00,
     5.900,   660.025,   441.649,     6.386,     0.000,     0.000,     0.000,     0.510,    67.899,   401.530,     1.000,     6.382,   -82.581,     0.000,   274.236,   336.436,    19.535,     0.846,    23.161,     4.776,     0.329,     2.277,     2.606,     2.606, 0.000E+00, 0.000E+00,
     6.000,   632.676,   441.656,     6.376,     0.000,     0.000,     0.000,     0.511,    67.906,   401.530,     1.000,     6.373,   -73.058,     0.000,   279.791,   336.388,    20.043,    -3.583,    23.167,     4.869,     0.341,     2.272,     2.613,     2.613, 0.000E+00, 0.000E+00,
     6.100,   593.162,   441.644,     6.367,     0.000,     0.000,     0.000,     0.511,    67.894,   401.530,     1.000,     6.365,   -55.717,     0.000,   288.261,   336.347,    17.737,   -10.106,    23.170,     4.962,     0.351,     2.266,     2.616,     2.616, 0.000E+00, 0.000E+00,
     6.203,   564.974,   441.617,     6.360,     0.000,     0.000,     0.000,     0.512,    67.867,   401.530,     1.000,     6.357,   -47.754,     0.000,   290.862,   336.313,    14.407,   -12.104,    23.173,     5.058,     0.356,     2.259,     2.615,     2.615, 0.000E+00, 0.000E+00,
     6.302,   238.168,   441.601,     6.353,     0.000,     0.000,     0.248,     0.511,    67.851,   401.530,     1.000,     6.351,   -43.778,     0.234,   290.569,   336.278,    10.306,   -12.002,    23.176,     5.150,     0.362,     2.253,     2.615,     2.615, 0.000E+00, 0.000E+00,
     6.400,   516.701,   441.587,     6.347,     0.000,     0.000,    20.932,     0.511,    67.837,   401.530,     1.000,     6.345,   -19.223,    19.747,   293.579,   336.251,    10.442,   -14.144,    23.179,     5.241,     0.367,     2.246,     2.614,     2.614, 0.000E+00, 0.000E+00,
     6.500,   469.946,   441.586,     6.371,     0.000,     0.000,    77.576,     0.510,    67.836,   401.530,     1.000,     6.344,    83.864,    73.185,   309.766,   336.355,   -11.442,   -25.826,    23.178,     5.324,     0.365,     2.218,     2.583,     2.583, 0.000E+00, 0.000E+00,
     6.600,   381.290,   441.602,     6.420,     0.000,     0.000,    72.571,     0.506,    67.852,   401.530,     1.000,     6.345,   111.887,    68.463,   324.504,   336.595,   -18.234,   -37.281,    23.174,     5.406,     0.366,     2.187,     2.553,     2.553, 0.000E+00, 0.000E+00,
     6.703,   393.997,   441.631,     6.456,     0.000,     0.000,    26.044,     0.504,    67.881,   401.530,     1.000,     6.345,    81.312,    24.569,   325.859,   336.768,   -22.107,   -45.545,    23.168,     5.494,     0.370,     2.162,     2.533,     2.533, 0.000E+00, 0.000E+00,
     6.804,   378.245,   441.674,     6.467,     0.000,     0.000,     0.000,     0.502,    67.924,   401.530,     1.000,     6.342,    45.508,     0.000,   317.650,   336.826,   -25.956,   -38.728,    23.163,     5.584,     0.377,     2.143,     2.520,     2.520, 0.000E+00, 0.000E+00,
     6.900,   142.162,   441.724,     6.470,     0.000,     0.000,     0.000,     0.501,    67.974,   401.530,     1.000,     6.337,    29.236,     0.000,   314.838,   336.841,   -19.345,   -31.895,    23.156,     5.664,     0.385,     2.119,     2.505,     2.505, 0.000E+00, 0.000E+00,
     7.000,   113.985,   441.778,     6.498,     0.000,     0.000,     0.000,     0.498,    68.028,   401.530,     1.000,     6.331,    50.811,     0.000,   325.182,   336.977,   -22.066,   -40.540,    23.137,     5.728,     0.403,     2.074,     2.476,     2.476, 0.000E+00, 0.000E+00,
     7.100,   108.347,   441.788,     6.515,     0.000,     0.000,     0.000,     0.500,    68.038,   401.530,     1.000,     6.325,    46.258,     0.000,   321.423,   337.056,   -22.482,   -39.409,    23.104,     5.785,     0.453,     2.053,     2.505,     2.505, 0.000E+00, 0.000E+00,
     7.203,   286.339,   441.780,     6.513,     0.000,     0.000,     0.000,     0.506,    68.030,   401.530,     1.000,     6.317,    34.290,     0.000,   317.520,   337.049,   -18.144,   -35.675,    23.072,     5.837,     0.525,     2.044,     2.566,     2.566, 0.000E+00, 0.000E+00,
     7.302,   236.366,   441.799,     6.490,     0.000,     0.000,     0.210,     0.515,    68.049,   401.530,     1.000,     6.308,    10.040,     0.198,   306.141,   336.938,   -13.434,   -27.206,    23.042,     5.878,     0.622,     2.039,     2.659,     2.659, 0.000E+00, 0.000E+00,
     7.400,   227.982,   441.832,     6.474,     0.000,     0.000,    20.537,     0.529,    68.082,   401.530,     1.000,     6.300,    29.905,    19.374,   306.047,   336.859,   -13.491,   -27.851,    23.008,     5.915,     0.751,     2.038,     2.787,     2.787, 0.000E+00, 0.000E+00,
     7.500,   271.771,   441.869,     6.510,     0.000,     0.000,    70.882,     0.536,    68.119,   401.530,     1.000,     6.295,    95.085,    66.870,   312.143,   337.024,   -19.528,   -33.568,    22.976,     5.952,     0.840,     2.027,     2.866,     2.866, 0.000E+00, 0.000E+00,
     7.600,   271.585,   441.918,     6.575,     0.000,     0.000,   120.947,     0.545,    68.168,   401.530,     1.000,     6.292,   148.463,   114.101,   312.911,   337.341,   -13.925,   -44.867,    22.945,     5.984,     0.963,     2.027,     2.985,     2.985, 0.000E+00, 0.000E+00,
     7.702,   255.134,   441.979,     6.587,     0.000,     0.000,    10.391,     0.571,    68.229,   401.530,     1.000,     6.286,    43.454,     9.803,   316.312,   337.413,   -13.673,   -41.080,    22.914,     6.017,     1.198,     2.059,     3.249,     3.249, 0.000E+00, 0.000E+00,
     7.800,   251.292,   442.050,     6.542,     0.000,     0.000,     0.000,     0.595,    68.300,   409.710,     1.000,     6.274,    11.489,     0.000,   296.542,   337.197,   -18.824,   -33.321,    22.895,     6.075,     1.398,     2.095,     3.487,     3.487, 0.000E+00, 0.000E+00,
     7.900,   229.448,   442.130,     6.471,     0.000,     0.000,     0.000,     0.620,    68.380,   409.710,     1.000,     6.259,   -13.421,     0.000,   286.841,   336.852,   -12.727,   -23.864,    22.904,     6.164,     1.576,     2.137,     3.710,     3.710, 0.000E+00, 0.000E+00,
     8.000,   191.160,   442.228,     6.411,     0.000,     0.000,     0.000,     0.643,    68.478,   409.710,     1.000,     6.245,   -32.838,     0.000,   275.261,   336.561,    -8.317,   -20.143,    22.903,     6.231,     1.789,     2.168,     3.952,     3.952, 0.000E+00, 0.000E+00,
     8.100,   177.228,   442.342,     6.362,     0.000,     0.000,     0.000,     0.656,    68.592,   409.710,     1.000,     6.231,   -35.267,     0.000,   271.441,   336.322,    -8.034,   -21.580,    22.971,     6.424,     1.941,     2.220,     4.152,     4.152, 0.000E+00, 0.000E+00,
     8.200,   150.664,   442.462,     6.323,     0.000,     0.000,     0.000,     0.745,    68.712,   409.710,     1.000,     6.216,   -39.918,     0.000,   268.521,   336.135,    -7.444,   -20.252,    22.963,     6.493,     2.750,     2.287,     5.021,     5.021, 0.000E+00, 0.000E+00,
     8.301,   126.291,   442.628,     6.273,     0.000,     0.000,     0.481,     0.808,    68.878,   409.710,     1.000,     6.201,   -62.582,     0.454,   258.878,   335.895,    -1.292,   -12.689,    23.064,     6.666,     3.264,     2.341,     5.592,     5.592, 0.000E+00, 0.000E+00,
     8.400,   143.925,   442.803,     6.248,     0.000,     0.000,   108.205,     0.868,    69.053,   409.710,     1.000,     6.186,    46.303,   102.080,   262.402,   335.775,     1.760,   -19.356,    23.064,     6.731,     3.863,     2.384,     6.242,     6.242, 0.000E+00, 0.000E+00,
     8.500,   220.433,   442.972,     6.345,     0.000,     0.000,   359.738,     0.992,    69.222,   409.710,     1.000,     6.182,   295.889,   339.376,   269.545,   336.227,     2.850,   -26.045,    22.959,     6.693,     5.053,     2.465,     7.505,     7.505, 0.000E+00, 0.000E+00,
     8.600,   251.574,   443.122,     6.457,     0.000,     0.000,   303.024,     1.037,    69.372,   409.710,     1.000,     6.180,   231.295,   285.871,   264.197,   336.774,    -1.028,   -16.972,    22.920,     6.706,     5.386,     2.494,     7.876,     7.876, 0.000E+00, 0.000E+00,
     8.703,   251.847,   443.260,     6.428,     0.000,     0.000,    50.660,     1.034,    69.510,   409.710,     1.000,     6.168,   -25.672,    47.792,   255.612,   336.652,     1.095,    -8.671,    22.911,     6.744,     5.332,     2.494,     7.832,     7.832, 0.000E+00, 0.000E+00,
     8.803,   280.594,   443.379,     6.321,     0.000,     0.000,     0.000,     1.029,    69.629,   409.710,     1.000,     6.150,   -88.194,     0.000,   250.066,   336.140,     6.154,    -4.034,    22.919,     6.794,     5.266,     2.491,     7.765,     7.765, 0.000E+00, 0.000E+00,
     8.900,   246.185,   443.484,     6.240,     0.000,     0.000,     0.000,     1.021,    69.734,   409.710,     1.000,     6.134,   -93.981,     0.000,   247.815,   335.737,     8.345,    -2.287,    22.924,     6.828,     5.211,     2.489,     7.702,     7.702, 0.000E+00, 0.000E+00,
     9.000,   177.462,   443.577,     6.176,     0.000,     0.000,     0.000,     0.978,    69.827,   409.710,     1.000,     6.118,  -103.046,     0.000,   246.257,   335.426,    14.791,    -0.914,    23.032,     6.990,     4.822,     2.458,     7.282,     7.282, 0.000E+00, 0.000E+00,
     9.100,   218.335,   443.648,     6.125,     0.000,     0.000,     0.000,     0.977,    69.898,   409.710,     1.000,     6.106,  -106.519,     0.000,   245.182,   335.184,    16.350,     0.167,    23.120,     7.109,     4.841,     2.464,     7.302,     7.302, 0.000E+00, 0.000E+00,
     9.204,   350.140,   443.703,     6.084,     0.000,     0.000,     0.000,     1.004,    69.953,   409.710,     1.000,     6.095,  -125.156,     0.000,   240.963,   334.990,    22.386,     8.742,    23.105,     7.132,     5.080,     2.486,     7.557,     7.557, 0.000E+00, 0.000E+00,
     9.303,   334.867,   443.744,     6.055,     0.000,     0.000,     0.669,     1.068,    69.994,   409.710,     1.000,     6.083,  -135.876,     0.631,   238.871,   334.853,    28.706,    11.818,    23.114,     7.187,     5.676,     2.537,     8.204,     8.204, 0.000E+00, 0.000E+00,
     9.400,   220.911,   443.775,     6.043,     0.000,     0.000,   124.224,     1.152,    70.025,   409.710,     1.000,     6.075,   -12.889,   117.192,   239.877,   334.786,    26.852,     8.320,    23.104,     7.226,     6.417,     2.597,     9.014,     9.014, 0.000E+00, 0.000E+00,
     9.500,   226.376,   443.791,     6.069,     0.000,     0.000,   145.365,     1.126,    70.041,   409.710,     1.000,     6.073,    57.205,   137.137,   264.707,   334.911,     9.897,    -0.169,    23.036,     7.079,     6.160,     2.569,     8.731,     8.731, 0.000E+00, 0.000E+00,
     9.600,   283.680,   443.793,     6.140,     0.000,     0.000,   218.357,     1.097,    70.043,   409.710,     1.000,     6.073,   132.728,   205.997,   259.717,   335.243,     4.822,    -7.079,    22.976,     6.955,     5.867,     2.534,     8.410,     8.410, 0.000E+00, 0.000E+00,
     9.705,   422.044,   443.782,     6.116,     0.000,     0.000,    39.986,     1.065,    70.032,   409.710,     1.000,     6.068,   -52.151,    37.722,   254.226,   335.163,     8.865,     0.071,    22.928,     6.880,     5.575,     2.496,     8.086,     8.086, 0.000E+00, 0.000E+00,
     9.801,   321.212,   443.767,     6.037,     0.000,     0.000,     0.000,     1.081,    70.017,   409.710,     1.000,     6.058,  -100.896,     0.000,   249.225,   334.772,    12.242,     3.106,    22.976,     7.146,     5.772,     2.522,     8.299,     8.299, 0.000E+00, 0.000E+00,
     9.900,   136.192,   443.741,     6.017,     0.000,     0.000,     0.000,     1.169,    69.991,   409.710,     1.000,     6.047,  -108.706,     0.000,   246.460,   334.662,    15.814,     4.690,    23.029,     7.430,     6.589,     2.607,     9.191,     9.191, 0.000E+00, 0.000E+00,
    10.000,   279.903,   443.703,     6.009,     0.000,     0.000,     0.000,     1.270,    69.953,   409.710,     1.000,     6.036,  -104.835,     0.000,   248.746,   334.622,    12.918,     6.040,    23.021,     7.520,     7.554,     2.693,    10.239,    10.239, 0.000E+00, 0.000E+00,
    10.100,    94.147,   443.660,     5.999,     0.000,     0.000,     0.000,     1.356,    69.910,   409.710,     1.000,     6.026,  -119.931,     0.000,   243.953,   334.578,    18.489,    10.818,    23.000,     7.587,     8.343,     2.759,    11.095,    11.095, 0.000E+00, 0.000E+00,
    10.201,   375.447,   443.704,     5.987,     0.000,     0.000,     0.000,     1.417,    69.954,   409.710,     1.000,     6.015,  -129.433,     0.000,   240.890,   334.523,    22.072,    13.728,    22.974,     7.643,     8.896,     2.808,    11.700,    11.700, 0.000E+00, 0.000E+00,
    10.304,   413.104,   443.754,     5.974,     0.000,     0.000,     0.476,     1.472,    70.004,   409.710,     1.000,     6.004,  -134.203,     0.449,   238.373,   334.461,    22.964,    15.600,    22.951,     7.694,     9.385,     2.851,    12.234,    12.234, 0.000E+00, 0.000E+00,
    10.400,   322.765,   443.794,     5.958,     0.000,     0.000,    68.503,     1.478,    70.044,   409.710,     1.000,     5.995,   -47.537,    64.625,   247.225,   334.381,    16.471,     8.536,    22.942,     7.750,     9.429,     2.854,    12.284,    12.284, 0.000E+00, 0.000E+00,
    10.500,   313.771,   443.827,     6.021,     0.000,     0.000,   352.271,     1.409,    70.077,   409.710,     1.000,     5.995,   258.589,   332.331,   255.949,   334.677,     6.178,   -11.164,    22.930,     7.696,     8.792,     2.793,    11.591,    11.591, 0.000E+00, 0.000E+00,
    10.600,   579.086,   443.851,     6.136,     0.000,     0.000,   181.952,     1.351,    70.101,   409.710,     1.000,     5.999,   102.115,   171.653,   265.368,   335.230,     5.863,    -6.187,    22.917,     7.635,     8.112,     2.725,    10.865,    10.865, 0.000E+00, 0.000E+00,
    10.702,   518.469,   443.871,     6.096,     0.000,     0.000,    22.812,     1.289,    70.121,   409.710,     1.000,     5.994,   -43.763,    21.521,   268.618,   335.070,     4.336,    -5.504,    22.909,     7.607,     7.542,     2.663,    10.240,    10.240, 0.000E+00, 0.000E+00,
