JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),     TDS,    Gen1,    ISS1,    ISS2,     TSS,    TISS,TISSIN  (kg/d),TISSOUT (kg/d),
     2.204,   620.691,   441.376,     6.449,    -0.003,    57.636,     0.000,     0.486,    34.476,   847.510,     1.000,     6.431,  -114.950,     0.000,   260.825,   336.749,    27.850,    11.176,    23.136,     1.194,     0.023,     2.338,     2.362,     2.362, 0.000E+00, 0.000E+00,
     2.306,   612.457,   441.373,     6.426,    -0.006,    58.126,     0.000,     0.485,    34.473,   847.510,     1.000,     6.398,  -102.378,     0.000,   261.932,   336.635,    23.868,     3.806,    23.135,     1.295,     0.024,     2.322,     2.347,     2.347, 0.000E+00, 0.000E+00,
     2.400,   602.629,   441.373,     6.414,    -0.007,    57.406,    42.661,     0.484,    34.473,   847.510,     1.000,     6.374,   -33.956,    40.246,   272.933,   336.572,    17.959,    -7.397,    23.138,     1.387,     0.026,     2.308,     2.335,     2.335, 0.000E+00, 0.000E+00,
     2.500,   584.530,   441.375,     6.451,    -0.012,    60.097,   140.131,     0.481,    34.475,   847.510,     1.000,     6.366,   112.287,   132.199,   290.292,   336.727,    -7.210,   -19.313,    23.129,     1.484,     0.029,     2.280,     2.310,     2.310, 0.000E+00, 0.000E+00,
     2.600,   565.986,   441.384,     6.545,    -0.021,    68.059,   211.732,     0.480,    34.484,   847.510,     1.000,     6.368,   159.885,   199.748,   276.154,   337.183,     0.381,   -21.547,    23.103,     1.584,     0.032,     2.260,     2.293,     2.293, 0.000E+00, 0.000E+00,
     2.703,   552.277,   441.394,     6.613,    -0.029,    62.146,    54.757,     0.478,    34.494,   847.510,     1.000,     6.363,   -15.533,    51.658,   263.522,   337.531,     6.136,   -12.954,    23.070,     1.688,     0.030,     2.250,     2.280,     2.280, 0.000E+00, 0.000E+00,
     2.804,   533.096,   441.409,     6.570,    -0.023,    63.696,     0.000,     0.477,    34.509,   847.510,     1.000,     6.331,  -115.045,     0.000,   243.086,   337.339,    14.633,     6.159,    23.044,     1.791,     0.029,     2.240,     2.269,     2.269, 0.000E+00, 0.000E+00,
     2.900,   525.947,   441.428,     6.536,    -0.017,    64.490,     0.000,     0.478,    34.528,   847.510,     1.000,     6.303,  -114.991,     0.000,   242.945,   337.166,    14.927,     5.843,    23.037,     1.889,     0.027,     2.250,     2.277,     2.277, 0.000E+00, 0.000E+00,
     3.000,   516.891,   441.451,     6.499,    -0.013,    85.238,     0.000,     0.479,    34.551,   847.510,     1.000,     6.280,  -115.353,     0.000,   244.784,   336.984,    15.168,     7.985,    23.050,     1.986,     0.028,     2.260,     2.288,     2.288, 0.000E+00, 0.000E+00,
     3.100,   528.692,   441.463,     6.470,    -0.010,    72.143,     0.000,     0.478,    34.563,   847.510,     1.000,     6.266,  -120.343,     0.000,   243.225,   336.849,    17.489,     9.230,    23.044,     2.084,     0.032,     2.249,     2.281,     2.281, 0.000E+00, 0.000E+00,
     3.202,   532.771,   441.474,     6.438,    -0.008,    67.356,     0.000,     0.478,    34.574,   847.510,     1.000,     6.255,  -123.081,     0.000,   241.971,   336.694,    17.974,    10.384,    23.074,     2.175,     0.047,     2.247,     2.294,     2.294, 0.000E+00, 0.000E+00,
     3.304,   539.788,   441.486,     6.409,    -0.005,    66.647,     0.000,     0.479,    34.586,   847.510,     1.000,     6.244,  -129.391,     0.000,   239.780,   336.557,    19.145,    13.469,    23.074,     2.271,     0.056,     2.238,     2.294,     2.294, 0.000E+00, 0.000E+00,
     3.400,   542.614,   441.497,     6.388,    -0.016,    66.607,    44.459,     0.480,    34.597,   847.510,     1.000,     6.231,   -79.164,    41.943,   244.766,   336.445,    19.085,    10.343,    23.076,     2.363,     0.067,     2.232,     2.298,     2.298, 0.000E+00, 0.000E+00,
     3.500,   526.563,   441.512,     6.437,    -0.016,    91.931,   358.627,     0.480,    34.612,   847.510,     1.000,     6.237,   248.060,   338.328,   249.844,   336.671,     6.932,    -3.491,    23.072,     2.459,     0.077,     2.217,     2.294,     2.294, 0.000E+00, 0.000E+00,
     3.600,   498.338,   441.517,     6.552,    -0.027,    69.166,   274.334,     0.479,    34.617,   847.510,     1.000,     6.255,   175.969,   258.806,   254.421,   337.212,     7.327,    -7.281,    23.059,     2.560,     0.084,     2.204,     2.289,     2.289, 0.000E+00, 0.000E+00,
     3.701,   454.380,   441.526,     6.594,    -0.030,    66.746,    53.322,     0.479,    34.626,   847.510,     1.000,     6.257,   -47.002,    50.304,   248.206,   337.443,     9.174,    -1.105,    23.042,     2.666,     0.088,     2.200,     2.288,     2.288, 0.000E+00, 0.000E+00,
     3.802,   446.049,   441.534,     6.544,    -0.019,    66.807,     0.000,     0.480,    34.634,   847.510,     1.000,     6.249,  -120.709,     0.000,   241.885,   337.209,    16.461,     8.924,    23.036,     2.772,     0.092,     2.207,     2.299,     2.299, 0.000E+00, 0.000E+00,
     3.900,   441.566,   441.540,     6.505,    -0.015,    66.090,     0.000,     0.479,    34.640,   847.510,     1.000,     6.235,  -122.864,     0.000,   241.118,   337.018,    17.007,     9.956,    23.031,     2.869,     0.095,     2.195,     2.290,     2.290, 0.000E+00, 0.000E+00,
     4.000,   440.693,   441.547,     6.472,    -0.011,    67.123,     0.000,     0.481,    34.647,   847.510,     1.000,     6.218,  -124.482,     0.000,   240.924,   336.858,    17.684,    10.865,    23.041,     2.967,     0.103,     2.206,     2.310,     2.310, 0.000E+00, 0.000E+00,
     4.100,   450.672,   441.559,     6.436,    -0.007,    81.556,     0.000,     0.480,    34.659,   847.510,     1.000,     6.199,  -138.229,     0.000,   236.707,   336.679,    21.461,    16.797,    23.042,     3.065,     0.106,     2.196,     2.302,     2.302, 0.000E+00, 0.000E+00,
     4.202,   533.836,   441.565,     6.400,    -0.005,    62.467,     0.000,     0.482,    34.665,   847.510,     1.000,     6.178,  -143.642,     0.000,   235.132,   336.513,    22.705,    19.556,    23.071,     3.154,     0.120,     2.199,     2.319,     2.319, 0.000E+00, 0.000E+00,
     4.305,   586.225,   441.575,     6.362,    -0.010,    62.667,     0.648,     0.483,    34.675,   847.510,     1.000,     6.152,  -168.610,     0.611,   227.838,   336.334,    30.186,    30.538,    23.106,     3.229,     0.139,     2.195,     2.334,     2.334, 0.000E+00, 0.000E+00,
     4.400,   581.083,   441.583,     6.337,    -0.019,    60.882,    74.955,     0.484,    34.683,   847.510,     1.000,     6.133,   -84.996,    70.713,   230.711,   336.200,    26.716,    23.502,    23.113,     3.319,     0.148,     2.190,     2.338,     2.338, 0.000E+00, 0.000E+00,
     4.500,   548.531,   441.596,     6.355,    -0.014,    88.961,   230.703,     0.484,    34.696,   847.510,     1.000,     6.129,    98.725,   217.644,   246.052,   336.286,    17.595,    11.090,    23.108,     3.421,     0.153,     2.179,     2.332,     2.332, 0.000E+00, 0.000E+00,
     4.600,   520.493,   441.597,     6.382,    -0.025,    64.040,   113.348,     0.482,    34.697,   847.510,     1.000,     6.125,    -2.916,   106.932,   259.167,   336.412,    19.507,    13.096,    23.098,     3.527,     0.155,     2.162,     2.317,     2.317, 0.000E+00, 0.000E+00,
     4.702,   510.398,   441.603,     6.384,    -0.022,    61.443,    35.947,     0.482,    34.703,   847.510,     1.000,     6.104,   -85.796,    33.912,   252.395,   336.431,    20.644,    15.028,    23.090,     3.641,     0.162,     2.171,     2.333,     2.333, 0.000E+00, 0.000E+00,
     4.806,   601.612,   441.608,     6.351,    -0.025,    61.294,     0.000,     0.484,    34.708,   847.510,     1.000,     6.065,  -136.451,     0.000,   248.171,   336.278,    25.025,    23.318,    23.084,     3.754,     0.167,     2.169,     2.336,     2.336, 0.000E+00, 0.000E+00,
     4.900,   630.756,   441.612,     6.323,    -0.022,    60.521,     0.000,     0.486,    34.712,   847.510,     1.000,     6.025,  -141.214,     0.000,   247.099,   336.146,    27.836,    24.331,    23.109,     3.833,     0.183,     2.176,     2.359,     2.359, 0.000E+00, 0.000E+00,
     5.000,   640.815,   441.617,     6.296,    -0.019,    64.786,     0.000,     0.486,    34.717,   847.510,     1.000,     5.993,  -141.688,     0.000,   248.477,   336.012,    30.334,    23.820,    23.113,     3.934,     0.194,     2.175,     2.368,     2.368, 0.000E+00, 0.000E+00,
     5.100,   649.850,   441.626,     6.269,    -0.017,    77.955,     0.000,     0.488,    34.726,   847.510,     1.000,     5.968,  -132.275,     0.000,   252.642,   335.878,    29.656,    19.384,    23.124,     4.029,     0.211,     2.171,     2.381,     2.381, 0.000E+00, 0.000E+00,
     5.205,   656.810,   441.630,     6.241,    -0.007,    57.982,     0.000,     0.488,    34.730,   847.510,     1.000,     5.948,  -105.149,     0.000,   263.049,   335.749,    24.201,     8.248,    23.137,     4.125,     0.222,     2.160,     2.382,     2.382, 0.000E+00, 0.000E+00,
     5.307,   663.245,   441.635,     6.217,    -0.013,    57.467,     0.241,     0.488,    34.735,   847.510,     1.000,     5.931,  -116.250,     0.227,   258.294,   335.629,    25.107,    14.034,    23.147,     4.219,     0.230,     2.149,     2.379,     2.379, 0.000E+00, 0.000E+00,
     5.400,   631.786,   441.640,     6.201,    -0.015,    58.319,    34.883,     0.488,    34.740,   847.510,     1.000,     5.915,   -79.626,    32.908,   260.752,   335.551,    26.011,    11.725,    23.154,     4.309,     0.241,     2.144,     2.384,     2.384, 0.000E+00, 0.000E+00,
     5.500,   659.706,   441.643,     6.207,    -0.007,    61.346,   127.827,     0.488,    34.743,   847.510,     1.000,     5.907,    28.343,   120.591,   263.083,   335.572,    16.416,     3.343,    23.156,     4.408,     0.245,     2.133,     2.379,     2.379, 0.000E+00, 0.000E+00,
     5.600,   605.037,   441.647,     6.225,    -0.009,    69.101,    76.784,     0.486,    34.747,   847.510,     1.000,     5.903,    -0.551,    72.438,   274.295,   335.661,    12.155,    -0.531,    23.153,     4.513,     0.249,     2.121,     2.360,     2.360, 0.000E+00, 0.000E+00,
     5.704,   594.397,   441.646,     6.226,    -0.013,    56.673,    13.195,     0.486,    34.746,   847.510,     1.000,     5.896,   -71.537,    12.448,   270.827,   335.669,    15.524,     3.619,    23.152,     4.618,     0.250,     2.107,     2.357,     2.357, 0.000E+00, 0.000E+00,
     5.808,   683.518,   441.646,     6.213,    -0.012,    56.790,     0.000,     0.487,    34.746,   847.510,     1.000,     5.883,   -68.701,     0.000,   278.755,   335.608,    15.322,    -3.474,    23.170,     4.710,     0.262,     2.111,     2.373,     2.373, 0.000E+00, 0.000E+00,
     5.900,   660.025,   441.649,     6.200,    -0.016,    62.684,     0.000,     0.487,    34.749,   847.510,     1.000,     5.870,   -79.913,     0.000,   274.236,   335.549,    18.623,    -0.022,    23.178,     4.798,     0.269,     2.105,     2.374,     2.374, 0.000E+00, 0.000E+00,
     6.000,   632.676,   441.656,     6.191,    -0.010,    62.348,     0.000,     0.488,    34.756,   847.510,     1.000,     5.856,   -70.398,     0.000,   279.791,   335.501,    19.135,    -4.447,    23.189,     4.893,     0.279,     2.102,     2.381,     2.381, 0.000E+00, 0.000E+00,
     6.100,   593.162,   441.644,     6.180,    -0.002,    93.942,     0.000,     0.488,    34.744,   847.510,     1.000,     5.845,   -53.036,     0.000,   288.261,   335.449,    16.824,   -10.976,    23.194,     4.984,     0.282,     2.091,     2.374,     2.374, 0.000E+00, 0.000E+00,
     6.203,   564.974,   441.617,     6.170,     0.001,    74.689,     0.000,     0.486,    34.717,   847.510,     1.000,     5.838,   -45.027,     0.000,   290.862,   335.400,    13.478,   -12.989,    23.195,     5.078,     0.281,     2.076,     2.358,     2.358, 0.000E+00, 0.000E+00,
     6.302,   238.168,   441.600,     6.154,     0.004,    73.486,     0.248,     0.484,    34.700,   847.510,     1.000,     5.832,   -40.917,     0.234,   290.569,   335.321,     9.331,   -12.932,    23.206,     5.156,     0.279,     2.056,     2.335,     2.335, 0.000E+00, 0.000E+00,
     6.400,   516.701,   441.587,     6.135,     0.007,    78.267,    20.932,     0.482,    34.687,   847.510,     1.000,     5.827,   -16.190,    19.747,   293.579,   335.233,     9.410,   -15.128,    23.229,     5.215,     0.280,     2.031,     2.312,     2.312, 0.000E+00, 0.000E+00,
     6.500,   469.946,   441.586,     6.159,    -0.002,    86.741,    77.576,     0.479,    34.686,   847.510,     1.000,     5.830,    86.927,    73.185,   309.766,   335.336,   -12.488,   -26.823,    23.234,     5.287,     0.281,     2.000,     2.281,     2.281, 0.000E+00, 0.000E+00,
     6.600,   381.290,   441.603,     6.218,    -0.007,   101.794,    72.571,     0.477,    34.703,   847.510,     1.000,     5.839,   114.874,    68.463,   324.504,   335.621,   -19.266,   -38.262,    23.227,     5.374,     0.288,     1.975,     2.264,     2.264, 0.000E+00, 0.000E+00,
     6.703,   393.997,   441.631,     6.270,    -0.016,    89.087,    26.044,     0.476,    34.731,   847.510,     1.000,     5.849,    84.420,    24.569,   325.859,   335.867,   -23.240,   -46.618,    23.216,     5.478,     0.299,     1.962,     2.261,     2.261, 0.000E+00, 0.000E+00,
     6.804,   378.245,   441.673,     6.303,    -0.021,    91.828,     0.000,     0.476,    34.773,   847.510,     1.000,     5.853,    48.292,     0.000,   317.650,   336.033,   -26.980,   -39.696,    23.200,     5.600,     0.305,     1.960,     2.265,     2.265, 0.000E+00, 0.000E+00,
     6.900,   142.162,   441.724,     6.332,    -0.037,   100.496,     0.000,     0.475,    34.824,   847.510,     1.000,     5.850,    31.383,     0.000,   314.838,   336.175,   -20.107,   -32.614,    23.181,     5.727,     0.299,     1.955,     2.255,     2.255, 0.000E+00, 0.000E+00,
     7.000,   113.985,   441.784,     6.381,    -0.041,   122.537,     0.000,     0.473,    34.884,   847.510,     1.000,     5.843,    52.672,     0.000,   325.182,   336.409,   -22.732,   -41.168,    23.157,     5.867,     0.276,     1.941,     2.217,     2.217, 0.000E+00, 0.000E+00,
     7.100,   108.347,   441.795,     6.414,    -0.041,   178.476,     0.000,     0.471,    34.895,   847.510,     1.000,     5.846,    47.908,     0.000,   321.423,   336.572,   -23.082,   -39.973,    23.142,     5.971,     0.279,     1.933,     2.211,     2.211, 0.000E+00, 0.000E+00,
     7.203,   286.339,   441.780,     6.432,    -0.044,   135.917,     0.000,     0.471,    34.880,   847.510,     1.000,     5.856,    35.614,     0.000,   317.520,   336.658,   -18.624,   -36.127,    23.134,     6.061,     0.293,     1.923,     2.215,     2.215, 0.000E+00, 0.000E+00,
     7.302,   236.366,   441.799,     6.379,    -0.025,   139.011,     0.210,     0.486,    34.899,   847.510,     1.000,     5.883,    11.921,     0.198,   306.141,   336.400,   -14.126,   -27.857,    23.175,     6.031,     0.437,     1.935,     2.369,     2.369, 0.000E+00, 0.000E+00,
     7.400,   227.982,   441.832,     6.384,    -0.025,   153.366,    20.537,     0.508,    34.932,   847.510,     1.000,     5.914,    31.444,    19.374,   306.047,   336.427,   -14.061,   -28.389,    23.139,     6.026,     0.657,     1.932,     2.582,     2.582, 0.000E+00, 0.000E+00,
     7.500,   271.771,   441.869,     6.426,    -0.016,   146.659,    70.882,     0.530,    34.969,   847.510,     1.000,     5.946,    96.543,    66.870,   312.143,   336.619,   -20.071,   -34.079,    23.098,     5.994,     0.913,     1.937,     2.843,     2.843, 0.000E+00, 0.000E+00,
     7.600,   271.585,   441.919,     6.511,    -0.033,   151.996,   120.947,     0.540,    35.019,   847.510,     1.000,     5.979,   149.608,   114.101,   312.911,   337.030,   -14.356,   -45.270,    23.069,     6.044,     0.969,     1.924,     2.893,     2.893, 0.000E+00, 0.000E+00,
     7.702,   255.134,   441.979,     6.561,    -0.047,   147.786,    10.391,     0.541,    35.079,   847.510,     1.000,     6.009,    43.920,     9.803,   316.312,   337.279,   -13.845,   -41.241,    23.057,     6.148,     0.995,     1.916,     2.911,     2.911, 0.000E+00, 0.000E+00,
     7.800,   251.292,   442.050,     6.554,    -0.050,   150.228,     0.000,     0.548,    35.150,   886.430,     1.000,     6.032,    11.295,     0.000,   296.542,   337.250,   -18.751,   -33.252,    23.033,     6.225,     1.082,     1.918,     2.998,     2.998, 0.000E+00, 0.000E+00,
     7.900,   229.448,   442.131,     6.517,    -0.049,   162.215,     0.000,     0.563,    35.231,   886.430,     1.000,     6.047,   -14.099,     0.000,   286.841,   337.072,   -12.491,   -23.642,    23.020,     6.301,     1.209,     1.933,     3.140,     3.140, 0.000E+00, 0.000E+00,
     8.000,   191.160,   442.231,     6.466,    -0.031,   181.357,     0.000,     0.605,    35.331,   886.430,     1.000,     6.059,   -33.691,     0.000,   275.261,   336.825,    -8.015,   -19.858,    22.973,     6.274,     1.603,     1.980,     3.576,     3.576, 0.000E+00, 0.000E+00,
     8.100,   177.228,   442.345,     6.427,    -0.033,   227.877,     0.000,     0.647,    35.445,   886.430,     1.000,     6.067,   -36.326,     0.000,   271.441,   336.638,    -7.653,   -21.219,    22.955,     6.305,     2.056,     2.050,     4.091,     4.091, 0.000E+00, 0.000E+00,
     8.200,   150.664,   442.463,     6.376,    -0.026,   219.579,     0.000,     0.800,    35.563,   886.430,     1.000,     6.068,   -40.752,     0.000,   268.521,   336.394,    -7.149,   -19.972,    22.867,     6.214,     3.481,     2.193,     5.640,     5.640, 0.000E+00, 0.000E+00,
     8.301,   126.291,   442.628,     6.314,    -0.024,   226.152,     0.481,     1.063,    35.728,   886.430,     1.000,     6.060,   -63.210,     0.454,   258.878,   336.093,    -1.072,   -12.479,    22.759,     6.057,     5.761,     2.434,     8.158,     8.158, 0.000E+00, 0.000E+00,
     8.400,   143.925,   442.804,     6.269,    -0.021,   249.425,   108.205,     1.307,    35.904,   886.430,     1.000,     6.042,    45.948,   102.080,   262.402,   335.874,     1.891,   -19.231,    22.626,     5.950,     8.186,     2.637,    10.803,    10.803, 0.000E+00, 0.000E+00,
     8.500,   220.433,   442.973,     6.365,    -0.025,   247.420,   359.738,     1.444,    36.073,   886.430,     1.000,     6.043,   295.548,   339.376,   269.545,   336.323,     2.976,   -25.926,    22.517,     5.892,     9.288,     2.727,    12.004,    12.004, 0.000E+00, 0.000E+00,
     8.600,   251.574,   443.123,     6.507,    -0.030,   226.017,   303.024,     1.487,    36.223,   886.430,     1.000,     6.057,   230.548,   285.871,   264.197,   337.008,    -0.764,   -16.724,    22.456,     5.866,     9.617,     2.769,    12.379,    12.379, 0.000E+00, 0.000E+00,
     8.703,   251.847,   443.261,     6.505,    -0.033,   222.355,    50.660,     1.488,    36.361,   886.430,     1.000,     6.035,   -26.811,    47.792,   255.612,   337.023,     1.491,    -8.299,    22.414,     5.871,     9.575,     2.786,    12.371,    12.371, 0.000E+00, 0.000E+00,
     8.803,   280.594,   443.378,     6.397,    -0.030,   207.945,     0.000,     1.498,    36.478,   886.430,     1.000,     5.993,   -89.300,     0.000,   250.066,   336.507,     6.533,    -3.674,    22.381,     5.885,     9.807,     2.803,    12.593,    12.593, 0.000E+00, 0.000E+00,
     8.900,   246.185,   443.486,     6.313,    -0.017,   217.415,     0.000,     1.583,    36.586,   886.430,     1.000,     5.982,   -95.053,     0.000,   247.815,   336.093,     8.712,    -1.938,    22.379,     5.900,    10.524,     2.894,    13.406,    13.406, 0.000E+00, 0.000E+00,
     9.000,   177.462,   443.586,     6.229,    -0.007,   236.276,     0.000,     1.679,    36.686,   886.430,     1.000,     5.970,  -103.826,     0.000,   246.257,   335.686,    15.057,    -0.660,    22.285,     5.789,    11.558,     3.030,    14.563,    14.563, 0.000E+00, 0.000E+00,
     9.100,   218.335,   443.654,     6.154,    -0.002,   217.222,     0.000,     1.828,    36.754,   886.430,     1.000,     5.951,  -106.929,     0.000,   245.182,   335.321,    16.489,     0.300,    22.241,     5.717,    12.798,     3.182,    15.960,    15.960, 0.000E+00, 0.000E+00,
     9.204,   350.140,   443.703,     6.087,     0.010,   189.963,     0.000,     1.978,    36.803,   886.430,     1.000,     5.922,  -125.209,     0.000,   240.963,   335.008,    22.405,     8.760,    22.136,     5.620,    14.045,     3.338,    17.349,    17.349, 0.000E+00, 0.000E+00,
     9.303,   334.867,   443.743,     6.019,     0.017,   183.828,     0.669,     2.054,    36.843,   886.430,     1.000,     5.887,  -135.381,     0.631,   238.871,   334.686,    28.539,    11.657,    22.034,     5.513,    14.712,     3.435,    18.121,    18.121, 0.000E+00, 0.000E+00,
     9.400,   220.911,   443.776,     5.962,     0.018,   197.155,   124.224,     2.129,    36.876,   886.430,     1.000,     5.852,   -11.705,   117.192,   239.877,   334.393,    26.451,     7.931,    21.937,     5.399,    15.293,     3.525,    18.780,    18.780, 0.000E+00, 0.000E+00,
     9.500,   226.376,   443.798,     5.951,     0.023,   210.616,   145.365,     2.139,    36.898,   886.430,     1.000,     5.831,    58.965,   137.137,   264.707,   334.348,     9.288,    -0.757,    21.764,     5.017,    15.290,     3.606,    18.882,    18.882, 0.000E+00, 0.000E+00,
     9.600,   283.680,   443.793,     6.008,     0.004,   179.127,   218.357,     2.110,    36.893,   886.430,     1.000,     5.815,   134.667,   205.997,   259.717,   334.607,     4.158,    -7.719,    21.667,     4.799,    14.690,     3.602,    18.335,    18.335, 0.000E+00, 0.000E+00,
     9.705,   422.044,   443.782,     6.009,     0.006,   171.014,    39.986,     1.966,    36.882,   886.430,     1.000,     5.781,   -50.596,    37.722,   254.226,   334.650,     8.335,    -0.440,    21.688,     4.862,    13.385,     3.483,    16.928,    16.928, 0.000E+00, 0.000E+00,
     9.801,   321.212,   443.766,     5.904,     0.001,   169.303,     0.000,     1.859,    36.866,   886.430,     1.000,     5.733,   -99.002,     0.000,   249.225,   334.141,    11.601,     2.485,    21.706,     4.930,    12.570,     3.409,    16.011,    16.011, 0.000E+00, 0.000E+00,
     9.900,   136.192,   443.745,     5.865,     0.014,   193.739,     0.000,     1.953,    36.845,   886.430,     1.000,     5.688,  -106.557,     0.000,   246.460,   333.939,    15.091,     3.987,    21.738,     5.190,    13.509,     3.490,    17.000,    17.000, 0.000E+00, 0.000E+00,
    10.000,   279.903,   443.716,     5.816,    -0.009,   194.254,     0.000,     1.879,    36.816,   886.430,     1.000,     5.654,  -102.095,     0.000,   248.746,   333.701,    11.996,     5.143,    21.780,     5.314,    12.739,     3.413,    16.140,    16.140, 0.000E+00, 0.000E+00,
    10.100,    94.147,   443.673,     5.804,     0.006,   198.053,     0.000,     1.936,    36.773,   886.430,     1.000,     5.620,  -117.109,     0.000,   243.953,   333.643,    17.533,     9.887,    21.831,     5.558,    13.227,     3.457,    16.678,    16.678, 0.000E+00, 0.000E+00,
    10.201,   375.447,   443.704,     5.757,     0.009,   120.985,     0.000,     1.856,    36.804,   886.430,     1.000,     5.592,  -126.116,     0.000,   240.890,   333.427,    20.948,    12.631,    21.871,     5.647,    12.480,     3.385,    15.891,    15.891, 0.000E+00, 0.000E+00,
    10.304,   413.104,   443.753,     5.720,     0.003,   119.185,     0.476,     1.867,    36.853,   886.430,     1.000,     5.563,  -130.577,     0.449,   238.373,   333.246,    21.745,    14.409,    21.884,     5.654,    12.569,     3.409,    16.006,    16.006, 0.000E+00, 0.000E+00,
    10.400,   322.765,   443.803,     5.694,    -0.000,   129.885,    68.503,     1.801,    36.903,   886.430,     1.000,     5.541,   -43.650,    64.625,   247.225,   333.115,    15.146,     7.240,    21.930,     5.748,    11.989,     3.348,    15.333,    15.333, 0.000E+00, 0.000E+00,
    10.500,   313.771,   443.832,     5.791,    -0.015,   138.894,   352.271,     1.626,    36.932,   886.430,     1.000,     5.536,   261.998,   332.331,   255.949,   333.571,     5.011,   -12.300,    22.012,     5.867,    10.558,     3.192,    13.758,    13.758, 0.000E+00, 0.000E+00,
    10.600,   579.086,   443.851,     5.969,    -0.019,   124.645,   181.952,     1.513,    36.951,   886.430,     1.000,     5.541,   104.564,   171.653,   265.368,   334.414,     5.032,    -6.989,    22.132,     6.125,     9.254,     3.029,    12.339,    12.339, 0.000E+00, 0.000E+00,
