$WITHDRAWAL AT SEG11                                         ELEV OF WITHDRAWAL CENTERLINE:428.     

JDAY,     TDS,    Gen1,    ISS1,    ISS2,
    22.701,   22.7323,   15.3562,    5.4267,    2.3838,
    22.802,   22.7355,   15.4226,    5.3628,    2.3727,
    22.900,   22.7405,   15.4875,    5.3054,    2.3622,
    23.000,   22.7448,   15.5534,    5.2488,    2.3518,
    23.100,   22.7507,   15.6215,    5.1944,    2.3421,
    23.201,   22.7568,   15.6897,    5.1397,    2.3325,
    23.302,   22.7648,   15.7554,    5.0823,    2.3221,
    23.400,   22.7773,   15.8076,    5.0235,    2.3106,
    23.500,   22.7871,   15.8716,    4.9689,    2.3002,
    23.600,   22.7904,   15.9461,    4.9191,    2.2918,
    23.701,   22.7934,   16.0212,    4.8694,    2.2835,
    23.802,   22.7974,   16.0973,    4.8203,    2.2749,
    23.900,   22.8016,   16.1700,    4.7731,    2.2667,
    24.000,   22.8037,   16.2514,    4.7234,    2.2586,
    24.100,   22.8088,   16.3304,    4.6706,    2.2497,
    24.202,   22.8141,   16.4047,    4.6201,    2.2412,
    24.302,   22.8202,   16.4786,    4.5683,    2.2324,
    24.400,   22.8272,   16.5442,    4.5200,    2.2237,
    24.500,   22.8366,   16.6098,    4.4731,    2.2144,
    24.600,   22.8455,   16.6732,    4.4267,    2.2054,
    24.704,   22.8534,   16.7382,    4.3775,    2.1962,
    24.802,   22.8607,   16.8016,    4.3160,    2.1852,
    24.900,   22.8685,   16.8623,    4.2554,    2.1741,
