$WITHDRAWAL AT SEG11                                         ELEV OF WITHDRAWAL CENTERLINE:408.     

JDAY,     TDS,    Gen1,    ISS1,    ISS2,
     8.000,   23.3421,    6.5589,    1.9212,    2.2920,
     8.100,   23.3439,    6.6213,    2.1817,    2.3013,
     8.200,   23.3501,    6.6821,    2.5215,    2.3168,
     8.301,   23.3502,    6.7371,    2.9554,    2.3384,
     8.400,   23.3432,    6.7854,    3.4573,    2.3652,
     8.500,   23.3302,    6.8324,    3.9713,    2.3965,
     8.600,   23.3172,    6.8734,    4.5258,    2.4361,
     8.703,   23.3007,    6.9145,    5.0571,    2.4785,
     8.803,   23.2771,    6.9460,    5.7156,    2.5274,
     8.900,   23.2395,    6.9651,    6.6419,    2.5950,
     9.000,   23.1873,    6.9734,    7.7500,    2.6830,
     9.100,   23.1416,    6.9929,    8.6176,    2.7570,
     9.204,   23.1150,    7.0371,    9.1083,    2.7986,
     9.303,   23.0931,    7.0866,    9.4466,    2.8269,
     9.400,   23.0726,    7.1380,    9.7437,    2.8513,
     9.500,   23.0551,    7.1977,    9.9332,    2.8677,
     9.600,   23.0374,    7.2558,   10.1730,    2.8888,
     9.705,   23.0153,    7.3085,   10.5417,    2.9212,
     9.801,   22.9882,    7.3474,   10.9991,    2.9616,
     9.900,   22.9622,    7.3907,   11.3218,    2.9930,
    10.000,   22.9383,    7.4371,   11.5813,    3.0187,
    10.100,   22.9149,    7.4827,   11.8755,    3.0467,
    10.201,   22.8938,    7.5314,   12.1781,    3.0736,
    10.304,   22.8779,    7.5912,   12.3276,    3.0871,
    10.400,   22.8615,    7.6477,   12.5224,    3.1041,
    10.500,   22.8509,    7.7165,   12.4779,    3.1016,
    10.600,   22.8314,    7.7721,   12.8038,    3.1298,
    10.702,   22.8091,    7.8228,   13.1914,    3.1645,
    10.803,   22.7806,    7.8621,   13.7015,    3.2098,
    10.900,   22.7490,    7.8871,   14.2791,    3.2592,
    11.000,   22.7189,    7.9104,   14.7740,    3.3014,
    11.100,   22.6903,    7.9429,   15.2153,    3.3411,
    11.205,   22.6664,    7.9835,   15.4611,    3.3682,
    11.303,   22.6437,    8.0213,   15.6743,    3.3937,
    11.400,   22.6218,    8.0592,   15.8720,    3.4184,
    11.500,   22.6044,    8.1109,   15.9656,    3.4356,
    11.600,   22.5866,    8.1659,   16.0576,    3.4545,
    11.707,   22.5589,    8.2012,   16.3691,    3.4927,
    11.803,   22.5149,    8.2033,   16.9761,    3.5587,
    11.900,   22.4816,    8.2222,   17.2399,    3.5962,
    12.000,   22.4552,    8.2547,   17.3644,    3.6197,
    12.100,   22.4273,    8.2848,   17.5574,    3.6484,
    12.201,   22.3995,    8.3131,   17.7066,    3.6744,
    12.303,   22.3722,    8.3389,   17.7891,    3.6961,
    12.400,   22.3449,    8.3593,   17.8642,    3.7169,
    12.500,   22.3373,    8.4343,   17.4315,    3.6885,
    12.600,   22.3303,    8.5129,   16.9814,    3.6584,
    12.705,   22.3020,    8.5355,   17.0831,    3.6827,
    12.803,   22.2599,    8.5153,   17.5581,    3.7443,
    12.900,   22.2203,    8.4893,   17.8756,    3.7897,
    13.000,   22.1953,    8.4967,   17.8915,    3.8038,
    13.100,   22.1776,    8.5243,   17.8832,    3.8123,
    13.205,   22.1663,    8.5691,   17.7741,    3.8094,
    13.303,   22.1584,    8.6258,   17.6489,    3.8036,
    13.400,   22.1531,    8.6928,   17.5109,    3.7958,
    13.500,   22.1624,    8.8083,   17.0895,    3.7570,
    13.600,   22.1751,    8.9381,   16.6302,    3.7133,
    13.701,   22.1615,    8.9895,   16.6813,    3.7243,
    13.803,   22.1204,    8.9567,   17.2139,    3.7861,
    13.900,   22.1102,    9.0203,   17.1274,    3.7818,
    14.000,   22.1043,    9.0919,   16.9846,    3.7717,
    14.100,   22.0902,    9.1424,   17.0169,    3.7801,
    14.201,   22.0870,    9.2207,   16.8530,    3.7674,
    14.304,   22.0874,    9.3145,   16.6443,    3.7490,
    14.400,   22.0885,    9.4080,   16.4586,    3.7334,
    14.500,   22.1031,    9.5372,   16.0476,    3.6937,
    14.600,   22.1236,    9.6904,   15.5313,    3.6429,
    14.702,   22.1077,    9.7330,   15.7108,    3.6650,
    14.801,   22.0832,    9.7523,   16.0222,    3.7007,
    14.900,   22.0861,    9.8493,   15.8309,    3.6839,
    15.000,   22.0929,    9.9576,   15.5808,    3.6600,
    15.100,   22.0970,   10.0642,   15.4093,    3.6431,
    15.201,   22.1098,   10.1904,   15.0762,    3.6094,
    15.303,   22.1231,   10.3161,   14.7312,    3.5744,
    15.400,   22.1380,   10.4372,   14.3452,    3.5352,
    15.500,   22.1730,   10.6096,   13.4879,    3.4471,
    15.600,   22.1835,   10.7238,   13.1970,    3.4175,
    15.701,   22.1883,   10.8232,   13.0202,    3.4001,
    15.807,   22.1788,   10.8937,   13.1235,    3.4133,
    15.900,   22.1822,   10.9756,   12.9344,    3.3942,
    16.000,   22.1943,   11.0790,   12.6035,    3.3585,
    16.100,   22.1893,   11.1434,   12.6511,    3.3634,
    16.202,   22.1899,   11.2226,   12.5479,    3.3549,
    16.304,   22.1946,   11.3074,   12.3647,    3.3372,
    16.400,   22.1998,   11.3873,   12.1833,    3.3191,
    16.500,   22.2040,   11.4718,   12.0335,    3.3047,
    16.600,   22.2070,   11.5603,   11.9123,    3.2935,
    16.701,   22.2103,   11.6459,   11.7809,    3.2810,
    16.803,   22.2135,   11.7341,   11.6588,    3.2691,
    16.900,   22.2163,   11.8179,   11.5513,    3.2585,
    17.000,   22.2196,   11.9046,   11.4270,    3.2458,
    17.100,   22.2211,   11.9878,   11.3124,    3.2339,
    17.201,   22.2218,   12.0698,   11.2019,    3.2223,
    17.303,   22.2221,   12.1534,   11.0920,    3.2107,
    17.400,   22.2218,   12.2342,   10.9924,    3.2003,
    17.500,   22.2223,   12.3173,   10.8904,    3.1895,
    17.600,   22.2239,   12.4043,   10.8170,    3.1815,
    17.704,   22.2261,   12.4868,   10.7513,    3.1751,
    17.803,   22.2284,   12.5663,   10.6289,    3.1628,
    17.900,   22.2314,   12.6499,   10.5138,    3.1513,
    18.000,   22.2344,   12.7305,   10.4063,    3.1404,
    18.100,   22.2387,   12.8129,   10.3051,    3.1296,
    18.201,   22.2429,   12.8929,   10.1993,    3.1180,
    18.307,   22.2474,   12.9723,   10.0842,    3.1050,
    18.400,   22.2520,   13.0477,    9.9781,    3.0927,
    18.500,   22.2571,   13.1278,    9.8805,    3.0812,
    18.600,   22.2616,   13.2104,    9.8133,    3.0731,
    18.708,   22.2664,   13.2950,    9.7372,    3.0643,
    18.801,   22.2746,   13.3503,    9.5797,    3.0456,
    18.900,   22.2796,   13.4270,    9.5625,    3.0422,
    19.000,   22.2854,   13.5033,    9.3582,    3.0197,
    19.100,   22.2916,   13.5813,    9.2383,    3.0050,
    19.208,   22.2993,   13.6538,    9.1215,    2.9899,
    19.303,   22.3062,   13.7194,    9.0141,    2.9759,
    19.400,   22.3146,   13.7898,    8.8918,    2.9596,
    19.500,   22.3218,   13.8632,    8.7996,    2.9469,
    19.600,   22.3292,   13.9343,    8.7175,    2.9355,
    19.701,   22.3388,   14.0004,    8.6194,    2.9214,
    19.803,   22.3546,   14.0504,    8.4927,    2.9019,
    19.900,   22.3941,   14.0116,    8.1950,    2.8544,
    20.000,   22.4110,   14.0505,    8.0658,    2.8342,
    20.100,   22.4329,   14.0761,    7.9132,    2.8094,
    20.201,   22.4476,   14.1169,    7.7831,    2.7894,
    20.303,   22.4817,   14.1089,    7.6079,    2.7577,
    20.400,   22.5875,   13.9076,    7.2626,    2.6841,
    20.500,   22.5405,   14.1190,    7.2963,    2.7022,
    20.600,   22.5307,   14.2373,    7.2418,    2.6985,
    20.703,   22.6206,   14.0854,    6.9397,    2.6353,
    20.801,   22.6559,   14.0724,    6.7798,    2.6054,
    20.900,   22.6965,   14.0537,    6.6003,    2.5715,
    21.000,   22.7315,   14.0404,    6.4459,    2.5422,
    21.100,   22.7670,   14.0333,    6.2851,    2.5118,
    21.201,   22.7944,   14.0463,    6.1517,    2.4867,
    21.302,   22.8069,   14.0950,    6.0565,    2.4703,
    21.400,   22.8205,   14.1393,    5.9700,    2.4548,
    21.500,   22.8448,   14.1611,    5.8658,    2.4341,
    21.600,   22.8161,   14.3090,    5.8767,    2.4412,
    21.702,   22.8384,   14.3442,    5.8014,    2.4252,
    21.802,   22.9341,   14.1913,    5.5574,    2.3689,
    21.900,   22.9367,   14.2602,    5.5003,    2.3588,
    22.000,   22.9421,   14.3184,    5.4420,    2.3480,
    22.100,   22.9684,   14.3347,    5.3553,    2.3285,
    22.208,   22.9655,   14.4201,    5.3152,    2.3221,
    22.302,   22.9608,   14.5066,    5.2788,    2.3167,
    22.400,   22.9621,   14.5801,    5.2333,    2.3090,
    22.500,   22.9456,   14.6992,    5.2189,    2.3097,
    22.600,   22.8923,   14.9109,    5.2737,    2.3285,
    22.701,   22.9908,   14.7623,    5.1033,    2.2820,
    22.802,   23.0801,   14.6238,    4.9235,    2.2359,
    22.900,   23.0808,   14.7015,    4.8853,    2.2296,
    23.000,   23.0792,   14.7820,    4.8504,    2.2242,
    23.100,   23.0918,   14.8318,    4.8029,    2.2146,
    23.201,   23.0900,   14.9134,    4.7733,    2.2106,
    23.302,   23.0840,   15.0086,    4.7502,    2.2084,
    23.400,   23.0778,   15.1037,    4.7325,    2.2069,
    23.500,   23.0814,   15.1832,    4.7066,    2.2015,
    23.600,   23.0817,   15.2675,    4.6845,    2.1974,
    23.701,   23.0940,   15.3211,    4.6527,    2.1894,
    23.802,   23.0917,   15.4093,    4.6288,    2.1858,
    23.900,   23.0889,   15.4954,    4.6062,    2.1825,
    24.000,   23.0944,   15.5664,    4.5802,    2.1768,
    24.100,   23.0898,   15.6632,    4.5584,    2.1740,
    24.202,   23.0807,   15.7689,    4.5380,    2.1726,
    24.302,   23.0752,   15.8681,    4.5151,    2.1700,
    24.400,   23.0713,   15.9588,    4.4929,    2.1673,
    24.500,   23.0203,   16.1700,    4.4805,    2.1763,
    24.600,   23.0300,   16.2327,    4.4628,    2.1715,
    24.704,   23.0400,   16.2948,    4.4465,    2.1668,
    24.802,   23.0623,   16.3243,    4.4188,    2.1577,
    24.900,   23.0846,   16.3515,    4.3864,    2.1478,
    25.000,   23.0874,   16.4306,    4.3624,    2.1434,
    25.100,   23.0579,   16.5743,    4.3128,    2.1416,
    25.202,   23.0634,   16.6433,    4.2924,    2.1369,
    25.302,   23.0647,   16.7182,    4.2694,    2.1327,
    25.400,   23.0621,   16.8002,    4.2410,    2.1286,
    25.500,   23.0591,   16.8842,    4.2117,    2.1246,
    25.600,   23.0413,   17.0029,    4.1658,    2.1207,
    25.702,   23.0534,   17.0600,    4.1602,    2.1176,
    25.802,   23.0673,   17.1095,    4.1510,    2.1134,
    25.900,   23.0651,   17.1893,    4.1202,    2.1088,
    26.000,   23.0626,   17.2691,    4.0898,    2.1042,
    26.100,   23.0818,   17.3298,    4.0994,    2.1034,
    26.202,   23.0719,   17.4181,    4.0520,    2.0974,
    26.302,   23.0605,   17.5069,    4.0041,    2.0910,
    26.400,   23.0386,   17.5911,    3.9390,    2.0819,
    26.500,   23.0384,   17.6749,    3.9244,    2.0796,
    26.600,   23.0433,   17.7619,    3.9252,    2.0796,
    26.708,   23.0381,   17.8503,    3.9049,    2.0767,
    26.802,   23.0399,   17.9366,    3.8958,    2.0754,
    26.900,   23.0544,   18.0123,    3.8879,    2.0732,
    27.000,   23.0430,   18.0517,    3.8064,    2.0592,
    27.100,   23.0544,   18.1443,    3.8026,    2.0586,
    27.201,   23.0467,   18.2133,    3.7461,    2.0487,
    27.302,   23.0487,   18.2843,    3.7133,    2.0426,
    27.400,   23.0505,   18.3509,    3.6807,    2.0365,
    27.500,   23.0518,   18.4211,    3.6506,    2.0314,
    27.600,   23.0527,   18.4959,    3.6306,    2.0279,
    27.704,   23.0531,   18.5779,    3.6151,    2.0250,
    27.802,   23.0539,   18.6560,    3.5868,    2.0197,
    27.900,   23.0542,   18.7268,    3.5527,    2.0134,
    28.000,   23.0544,   18.8087,    3.5280,    2.0088,
    28.100,   23.0554,   18.8855,    3.5056,    2.0046,
    28.208,   23.0567,   18.9695,    3.4818,    2.0000,
    28.302,   23.0579,   19.0535,    3.4602,    1.9958,
    28.400,   23.0592,   19.1331,    3.4389,    1.9916,
    28.500,   23.0602,   19.2214,    3.4245,    1.9888,
    28.600,   23.0609,   19.3113,    3.4141,    1.9869,
    28.701,   23.0621,   19.3970,    3.3996,    1.9841,
    28.802,   23.0641,   19.4790,    3.3782,    1.9798,
    28.900,   23.0693,   19.5409,    3.3291,    1.9698,
    29.000,   23.0721,   19.6138,    3.3076,    1.9652,
    29.100,   23.0752,   19.6847,    3.2857,    1.9604,
    29.208,   23.0784,   19.7603,    3.2624,    1.9554,
    29.302,   23.0817,   19.8283,    3.2403,    1.9507,
    29.400,   23.0856,   19.9046,    3.2166,    1.9456,
    29.500,   23.0893,   19.9723,    3.1963,    1.9413,
    29.600,   23.0919,   20.0562,    3.1847,    1.9389,
    29.701,   23.0938,   20.1431,    3.1739,    1.9368,
    29.802,   23.0960,   20.2290,    3.1586,    1.9335,
    29.900,   23.0999,   20.3013,    3.1311,    1.9277,
    30.000,   23.1088,   20.3562,    3.0799,    1.9171,
    30.100,   23.1141,   20.4233,    3.0536,    1.9121,
    30.202,   23.1203,   20.4825,    3.0248,    1.9071,
    30.302,   23.1274,   20.5471,    2.9938,    1.9015,
    30.400,   23.1349,   20.6135,    2.9633,    1.8957,
    30.500,   23.1424,   20.6869,    2.9353,    1.8903,
    30.600,   23.1480,   20.7615,    2.9162,    1.8864,
    30.702,   23.1531,   20.8301,    2.8965,    1.8820,
    30.802,   23.1590,   20.8926,    2.8700,    1.8762,
    30.900,   23.1663,   20.9445,    2.8419,    1.8699,
    31.000,   23.1721,   21.0085,    2.8191,    1.8653,
    31.100,   23.1764,   21.0816,    2.8014,    1.8621,
    31.202,   23.1841,   21.1438,    2.7728,    1.8560,
    31.300,   23.1933,   21.2000,    2.7407,    1.8489,
    31.400,   23.1880,   21.3368,    2.7540,    1.8546,
    31.500,   23.1987,   21.3796,    2.7158,    1.8462,
    31.600,   23.1913,   21.5229,    2.7342,    1.8530,
    31.706,   23.2021,   21.5645,    2.6963,    1.8449,
    31.802,   23.2139,   21.6024,    2.6576,    1.8365,
    31.900,   23.2253,   21.6365,    2.6212,    1.8286,
    32.000,   23.2173,   21.7796,    2.6391,    1.8352,
    32.100,   23.2299,   21.8137,    2.5990,    1.8264,
    32.208,   23.2430,   21.8435,    2.5567,    1.8170,
    32.302,   23.2367,   21.9820,    2.5652,    1.8212,
    32.400,   23.2497,   22.0030,    2.5225,    1.8114,
    32.500,   23.2650,   22.0155,    2.4719,    1.7997,
    32.600,   23.2766,   22.0462,    2.4335,    1.7908,
    32.702,   23.2843,   22.0998,    2.4078,    1.7850,
    32.802,   23.2951,   22.1379,    2.3720,    1.7771,
    32.900,   23.3074,   22.1623,    2.3356,    1.7683,
    33.000,   23.3323,   22.1207,    2.2611,    1.7506,
    33.100,   23.3644,   22.0323,    2.1671,    1.7279,
    33.202,   23.3957,   21.9536,    2.0759,    1.7056,
    33.302,   23.4224,   21.8950,    1.9965,    1.6861,
    33.400,   23.4473,   21.8420,    1.9222,    1.6675,
    33.500,   23.4701,   21.8029,    1.8544,    1.6506,
    33.600,   23.4875,   21.7993,    1.8024,    1.6381,
    33.708,   23.5115,   21.7644,    1.7413,    1.6221,
    33.802,   23.5349,   21.7231,    1.6861,    1.6069,
    33.900,   23.5533,   21.7210,    1.6418,    1.5951,
    34.000,   23.5602,   21.7841,    1.6263,    1.5910,
    34.100,   23.5635,   21.8629,    1.6176,    1.5891,
    34.202,   23.5611,   21.9764,    1.6235,    1.5912,
    34.301,   23.5596,   22.0823,    1.6239,    1.5925,
    34.400,   23.5564,   22.2004,    1.6285,    1.5947,
    34.500,   23.5466,   22.3594,    1.6507,    1.6016,
    34.600,   23.5408,   22.4907,    1.6620,    1.6062,
    34.702,   23.5280,   22.6703,    1.6911,    1.6157,
    34.801,   23.5172,   22.8311,    1.7115,    1.6233,
    34.900,   23.5059,   22.9980,    1.7379,    1.6316,
    35.000,   23.4994,   23.1401,    1.7506,    1.6363,
    35.100,   23.4976,   23.2455,    1.7520,    1.6375,
    35.208,   23.4934,   23.3734,    1.7589,    1.6399,
    35.302,   23.4892,   23.4903,    1.7661,    1.6422,
    35.400,   23.4858,   23.6139,    1.7703,    1.6443,
    35.500,   23.4798,   23.7531,    1.7836,    1.6487,
    35.600,   23.4777,   23.8677,    1.7851,    1.6500,
    35.708,   23.4671,   24.0273,    1.8094,    1.6573,
    35.801,   23.4671,   24.1292,    1.8068,    1.6579,
    35.900,   23.4625,   24.2583,    1.8130,    1.6613,
    36.000,   23.4519,   24.4240,    1.8407,    1.6691,
    36.100,   23.4451,   24.5594,    1.8553,    1.6737,
    36.208,   23.4487,   24.6447,    1.8403,    1.6711,
    36.301,   23.4386,   24.7958,    1.8642,    1.6775,
    36.400,   23.4459,   24.8591,    1.8391,    1.6718,
    36.500,   23.4475,   24.9529,    1.8298,    1.6699,
    36.600,   23.4444,   25.0694,    1.8328,    1.6713,
    36.703,   23.4391,   25.2003,    1.8418,    1.6747,
    36.801,   23.4301,   25.3511,    1.8619,    1.6806,
    36.900,   23.4293,   25.4557,    1.8591,    1.6806,
    37.000,   23.4330,   25.5322,    1.8439,    1.6769,
    37.100,   23.4377,   25.6045,    1.8257,    1.6712,
    37.207,   23.4527,   25.6093,    1.7781,    1.6566,
    37.301,   23.4474,   25.7431,    1.7860,    1.6625,
    37.400,   23.4506,   25.8251,    1.7707,    1.6580,
    37.500,   23.4514,   25.9201,    1.7632,    1.6554,
    37.600,   23.4526,   26.0106,    1.7545,    1.6531,
    37.703,   23.4530,   26.1081,    1.7467,    1.6521,
    37.801,   23.4700,   26.0965,    1.6979,    1.6341,
    37.900,   23.4776,   26.1501,    1.6738,    1.6263,
    38.000,   23.4855,   26.2065,    1.6500,    1.6185,
    38.100,   23.4888,   26.2849,    1.6376,    1.6154,
    38.203,   23.4958,   26.3491,    1.6162,    1.6088,
    38.302,   23.5017,   26.4111,    1.5986,    1.6035,
    38.400,   23.5094,   26.4740,    1.5772,    1.5969,
    38.500,   23.4957,   26.6665,    1.6015,    1.6105,
    38.600,   23.5073,   26.6965,    1.5678,    1.5992,
    38.704,   23.5195,   26.7226,    1.5321,    1.5871,
    38.802,   23.5217,   26.8125,    1.5179,    1.5847,
    38.900,   23.5330,   26.8418,    1.4853,    1.5736,
    39.000,   23.5307,   26.9579,    1.4804,    1.5756,
    39.100,   23.5311,   27.0590,    1.4703,    1.5752,
    39.207,   23.5355,   27.1419,    1.4531,    1.5715,
    39.302,   23.5448,   27.1936,    1.4286,    1.5638,
    39.400,   23.5588,   27.2131,    1.3974,    1.5523,
    39.500,   23.5713,   27.2490,    1.3711,    1.5428,
    39.600,   23.5765,   27.3284,    1.3609,    1.5407,
    39.701,   23.6120,   27.2280,    1.3021,    1.5135,
    39.802,   23.6194,   27.2910,    1.2876,    1.5090,
    39.900,   23.6263,   27.3539,    1.2721,    1.5046,
    40.000,   23.6373,   27.3976,    1.2488,    1.4968,
    40.100,   23.6528,   27.4147,    1.2166,    1.4847,
    40.205,   23.6737,   27.3939,    1.1743,    1.4671,
    40.302,   23.6869,   27.4163,    1.1428,    1.4552,
    40.400,   23.6896,   27.4907,    1.1261,    1.4510,
    40.500,   23.6900,   27.5801,    1.1116,    1.4481,
    40.600,   23.6877,   27.6900,    1.1046,    1.4488,
    40.702,   23.6796,   27.8432,    1.1095,    1.4559,
    40.802,   23.6748,   27.9753,    1.1088,    1.4595,
    40.900,   23.6732,   28.0808,    1.1034,    1.4601,
    41.000,   23.6738,   28.1769,    1.0939,    1.4585,
    41.100,   23.6763,   28.2480,    1.0809,    1.4548,
    41.207,   23.6895,   28.2340,    1.0485,    1.4387,
    41.301,   23.7012,   28.2115,    1.0172,    1.4226,
    41.400,   23.7050,   28.2670,    0.9989,    1.4154,
    41.500,   23.6983,   28.4126,    0.9991,    1.4203,
    41.600,   23.6839,   28.6132,    1.0111,    1.4329,
    41.708,   23.6491,   28.9615,    1.0476,    1.4633,
    41.802,   23.6566,   28.9907,    1.0302,    1.4538,
    41.900,   23.6753,   28.9517,    0.9994,    1.4344,
    42.000,   23.6920,   28.9293,    0.9708,    1.4174,
    42.100,   23.7128,   28.8766,    0.9369,    1.3969,
    42.206,   23.7364,   28.8018,    0.8991,    1.3735,
    42.300,   23.7792,   28.5794,    0.8379,    1.3323,
    42.400,   23.8198,   28.3746,    0.7810,    1.2937,
    42.500,   23.8373,   28.3433,    0.7533,    1.2770,
    42.600,   23.8361,   28.4485,    0.7485,    1.2776,
    42.702,   23.8000,   28.8255,    0.7837,    1.3098,
    42.800,   23.7966,   28.9460,    0.7834,    1.3122,
    42.900,   23.8400,   28.7166,    0.7339,    1.2735,
    43.000,   23.8990,   28.3762,    0.6703,    1.2228,
    43.100,   23.9538,   28.0669,    0.6132,    1.1766,
    43.208,   23.9907,   27.9078,    0.5766,    1.1471,
    43.302,   24.0163,   27.8253,    0.5526,    1.1279,
    43.400,   24.0382,   27.7822,    0.5333,    1.1123,
    43.500,   24.0532,   27.7874,    0.5214,    1.1029,
    43.600,   24.0620,   27.8319,    0.5155,    1.0985,
    43.703,   24.0508,   27.9966,    0.5234,    1.1064,
    43.801,   24.1170,   27.7425,    0.4824,    1.0695,
    43.900,   24.1078,   27.8868,    0.4880,    1.0762,
    44.000,   24.1374,   27.8418,    0.4715,    1.0621,
    44.100,   24.1528,   27.8611,    0.4631,    1.0554,
    44.208,   24.1436,   28.0091,    0.4668,    1.0605,
    44.302,   24.1584,   28.0336,    0.4590,    1.0544,
    44.400,   24.1738,   28.0660,    0.4512,    1.0483,
    44.500,   24.1857,   28.1063,    0.4447,    1.0432,
    44.600,   24.1656,   28.2912,    0.4521,    1.0512,
    44.703,   24.2719,   27.9908,    0.4185,    1.0183,
    44.801,   24.3093,   27.8691,    0.3960,    0.9978,
    44.900,   24.3138,   27.9532,    0.3954,    0.9983,
    45.000,   24.3186,   28.0270,    0.3939,    0.9977,
    45.100,   24.3175,   28.1421,    0.3954,    0.9999,
    45.208,   24.3235,   28.2178,    0.3933,    0.9985,
    45.302,   24.3289,   28.2853,    0.3913,    0.9973,
    45.400,   24.3278,   28.3975,    0.3925,    0.9990,
    45.500,   24.3400,   28.4383,    0.3883,    0.9956,
    45.600,   24.3726,   28.3672,    0.3755,    0.9832,
    45.706,   24.3720,   28.4836,    0.3801,    0.9875,
    45.801,   24.3724,   28.5931,    0.3841,    0.9912,
    45.900,   24.3731,   28.6990,    0.3873,    0.9942,
    46.000,   24.3752,   28.7893,    0.3889,    0.9957,
    46.100,   24.3784,   28.8816,    0.3892,    0.9960,
    46.208,   24.3824,   28.9665,    0.3885,    0.9952,
    46.302,   24.3790,   29.0787,    0.3903,    0.9973,
    46.400,   24.3810,   29.1760,    0.3907,    0.9978,
    46.500,   24.3804,   29.2901,    0.3929,    0.9999,
    46.600,   24.3906,   29.3528,    0.3929,    0.9979,
    46.707,   24.3831,   29.5018,    0.3989,    1.0033,
    46.801,   24.3776,   29.6387,    0.4030,    1.0075,
    46.900,   24.3706,   29.7855,    0.4089,    1.0130,
    47.000,   24.3676,   29.9053,    0.4117,    1.0155,
