$Temperature file for segment 11
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
   254.906,   12.12,           18.23,
   255.000,   12.04,           18.17,
   255.100,   11.99,           18.13,
   255.207,   11.92,           18.08,
   255.302,   11.84,           18.02,
   255.406,   11.80,           18.03,
   255.500,   11.83,           18.12,
   255.600,   11.94,           18.25,
   255.700,   12.08,           18.34,
   255.802,   12.18,           18.34,
   255.900,   12.19,           18.31,
   256.000,   12.12,           18.28,
   256.100,   12.03,           18.25,
   256.200,   12.05,           18.24,
   256.302,   11.99,           18.14,
   256.406,   12.05,           18.19,
   256.500,   12.13,           18.31,
   256.600,   12.22,           18.54,
   256.700,   12.24,           18.59,
   256.802,   12.22,           18.52,
   256.906,   12.20,           18.42,
   257.000,   12.23,           18.36,
   257.100,   12.20,           18.31,
   257.200,   12.14,           18.25,
   257.302,   12.06,           18.17,
   257.400,   12.00,           18.14,
   257.500,   11.99,           18.17,
   257.600,   12.06,           18.25,
   257.700,   12.14,           18.25,
   257.800,   12.20,           18.20,
   257.906,   12.20,           18.12,
   258.000,   12.14,           18.03,
   258.100,   12.07,           17.95,
   258.200,   12.02,           17.88,
   258.301,   12.00,           17.84,
   258.406,   12.00,           17.76,
   258.500,   12.05,           17.78,
   258.600,   12.04,           17.83,
   258.700,   12.05,           17.89,
   258.802,   12.07,           17.86,
   258.906,   12.09,           17.81,
   259.000,   12.12,           17.76,
   259.100,   12.13,           17.71,
   259.200,   12.09,           17.65,
   259.300,   12.04,           17.60,
   259.400,   11.98,           17.58,
   259.500,   11.95,           17.59,
   259.600,   11.96,           17.58,
   259.700,   12.01,           17.58,
   259.802,   12.06,           17.55,
   259.906,   12.06,           17.49,
   260.000,   12.02,           17.43,
   260.100,   11.92,           17.37,
   260.200,   11.85,           17.24,
   260.301,   11.84,           17.19,
   260.404,   11.88,           17.17,
   260.500,   11.94,           17.18,
   260.600,   11.96,           17.21,
   260.700,   11.93,           17.21,
   260.802,   11.89,           17.19,
   260.904,   11.88,           17.16,
   261.000,   11.89,           17.13,
   261.100,   11.93,           17.07,
   261.200,   11.93,           17.05,
   261.302,   11.93,           17.02,
   261.404,   11.93,           17.01,
   261.500,   11.92,           17.02,
   261.600,   11.92,           17.09,
   261.700,   11.97,           17.18,
   261.802,   12.02,           17.13,
   261.900,   12.05,           17.10,
   262.000,   12.00,           17.06,
   262.100,   11.91,           17.01,
   262.200,   11.85,           16.96,
   262.302,   11.86,           16.92,
   262.403,   11.91,           16.93,
   262.500,   11.96,           17.01,
   262.600,   12.02,           17.17,
   262.700,   12.06,           17.23,
   262.801,   12.08,           17.21,
   262.903,   12.08,           17.17,
   263.000,   12.06,           17.15,
   263.100,   12.01,           17.13,
   263.200,   11.98,           17.04,
   263.302,   11.98,           17.01,
   263.403,   12.00,           17.01,
   263.500,   12.02,           17.07,
   263.600,   12.06,           17.21,
   263.700,   12.11,           17.27,
   263.801,   12.15,           17.21,
   263.902,   12.16,           17.20,
   264.000,   12.09,           17.16,
   264.100,   12.02,           17.12,
   264.200,   12.00,           17.07,
   264.300,   12.03,           16.99,
   264.402,   12.08,           16.99,
   264.500,   12.13,           17.09,
   264.600,   12.15,           17.17,
   264.700,   12.20,           17.21,
   264.802,   12.25,           17.21,
   264.900,   12.21,           17.19,
   265.000,   12.07,           17.15,
   265.100,   11.95,           17.10,
   265.200,   11.93,           17.04,
   265.302,   12.00,           16.96,
   265.406,   12.11,           16.96,
   265.500,   12.18,           17.06,
   265.600,   12.24,           17.19,
   265.700,   12.26,           17.22,
   265.802,   12.27,           17.15,
   265.906,   12.27,           17.05,
   266.000,   12.25,           16.97,
   266.100,   12.13,           16.91,
   266.200,   12.06,           16.86,
   266.300,   11.98,           16.81,
   266.406,   11.87,           16.75,
   266.500,   11.86,           16.91,
   266.600,   11.92,           17.05,
   266.700,   12.05,           17.15,
   266.801,   12.18,           17.16,
   266.906,   12.28,           17.05,
   267.000,   12.17,           17.01,
   267.100,   11.94,           16.96,
   267.200,   11.74,           16.92,
   267.302,   11.57,           16.88,
   267.406,   11.40,           16.89,
   267.500,   11.23,           17.01,
   267.600,   11.05,           17.22,
   267.700,   10.85,           17.28,
   267.802,   10.67,           17.31,
   267.900,   10.46,           17.21,
   268.000,   10.23,           17.11,
   268.100,    9.95,           17.03,
   268.200,    9.77,           16.95,
   268.302,    9.87,          -99.00,
   268.400,    9.88,          -99.00,
   268.500,    9.87,          -99.00,
   268.600,    9.89,          -99.00,
   268.700,    9.98,          -99.00,
   268.802,   10.06,          -99.00,
   268.906,   10.05,          -99.00,
   269.000,    9.98,          -99.00,
   269.100,    9.91,          -99.00,
   269.200,    9.91,          -99.00,
   269.302,   10.00,          -99.00,
   269.400,   10.11,          -99.00,
   269.500,   10.16,          -99.00,
   269.600,   10.04,          -99.00,
   269.700,    9.98,          -99.00,
   269.802,    9.93,          -99.00,
   269.900,    9.96,          -99.00,
   270.000,   10.03,          -99.00,
   270.100,   10.11,          -99.00,
   270.200,   10.13,          -99.00,
   270.302,   10.07,          -99.00,
   270.406,    9.96,          -99.00,
   270.500,    9.86,          -99.00,
   270.600,    9.80,          -99.00,
   270.700,    9.92,          -99.00,
   270.802,   10.08,          -99.00,
   270.906,   10.30,          -99.00,
   271.000,   10.44,          -99.00,
   271.100,   10.46,          -99.00,
   271.200,   10.34,          -99.00,
   271.300,   10.22,          -99.00,
   271.406,   10.07,          -99.00,
   271.500,   10.09,          -99.00,
   271.600,   10.15,          -99.00,
   271.700,   10.21,          -99.00,
   271.802,   10.24,          -99.00,
   271.900,   10.27,          -99.00,
   272.000,   10.30,          -99.00,
   272.100,   10.31,          -99.00,
   272.200,   10.32,          -99.00,
   272.302,   10.35,          -99.00,
   272.406,   10.43,          -99.00,
   272.500,   10.48,          -99.00,
   272.600,   10.42,          -99.00,
   272.700,   10.33,          -99.00,
   272.802,   10.27,          -99.00,
   272.900,   10.33,          -99.00,
   273.000,   10.41,          -99.00,
   273.100,   10.58,          -99.00,
   273.200,   10.56,          -99.00,
   273.302,   10.53,          -99.00,
   273.400,   10.52,          -99.00,
   273.500,   10.55,          -99.00,
   273.600,   10.57,          -99.00,
   273.700,   10.52,          -99.00,
   273.802,   10.50,          -99.00,
   273.905,   10.55,          -99.00,
   274.000,   10.64,          -99.00,
   274.100,   10.69,          -99.00,
   274.200,   10.68,          -99.00,
   274.302,   10.64,          -99.00,
   274.400,   10.63,          -99.00,
   274.500,   10.65,          -99.00,
   274.600,   10.65,          -99.00,
   274.700,   10.67,          -99.00,
   274.802,   10.70,          -99.00,
   274.905,   10.65,          -99.00,
   275.000,   10.69,          -99.00,
   275.100,   10.70,          -99.00,
   275.200,   10.67,          -99.00,
   275.302,   10.64,          -99.00,
   275.405,   10.74,          -99.00,
   275.500,   10.78,          -99.00,
   275.600,   10.81,          -99.00,
   275.700,   10.82,          -99.00,
   275.802,   10.83,          -99.00,
   275.900,   10.87,          -99.00,
   276.000,   10.91,          -99.00,
   276.100,   10.94,          -99.00,
   276.200,   10.94,          -99.00,
   276.302,   10.93,          -99.00,
   276.406,   10.94,          -99.00,
   276.500,   10.87,          -99.00,
   276.600,   10.91,          -99.00,
   276.700,   10.94,          -99.00,
   276.802,   10.92,          -99.00,
   276.906,   10.91,          -99.00,
   277.000,   10.92,          -99.00,
   277.100,   10.95,          -99.00,
   277.200,   10.97,          -99.00,
   277.302,   10.99,          -99.00,
   277.405,   11.00,          -99.00,
   277.500,   11.10,          -99.00,
   277.600,   11.12,          -99.00,
   277.700,   11.13,          -99.00,
   277.802,   11.12,          -99.00,
   277.906,   11.14,          -99.00,
   278.000,   11.18,          -99.00,
   278.100,   11.30,          -99.00,
   278.200,   11.31,          -99.00,
   278.302,   11.31,          -99.00,
   278.400,   11.32,          -99.00,
   278.500,   11.41,          -99.00,
   278.600,   11.45,          -99.00,
   278.700,   11.48,          -99.00,
   278.802,   11.48,          -99.00,
   278.900,   11.48,          -99.00,
   279.000,   11.52,          -99.00,
   279.100,   11.47,          -99.00,
   279.200,   11.51,          -99.00,
   279.302,   11.54,          -99.00,
   279.406,   11.55,          -99.00,
   279.500,   11.56,          -99.00,
   279.600,   11.52,          -99.00,
   279.700,   11.43,          -99.00,
   279.802,   11.39,          -99.00,
   279.906,   11.46,          -99.00,
   280.000,   11.56,          -99.00,
   280.100,   11.71,          -99.00,
   280.200,   11.68,          -99.00,
   280.302,   11.60,          -99.00,
   280.405,   11.54,          -99.00,
   280.500,   11.52,          -99.00,
   280.600,   11.59,          -99.00,
   280.700,   11.62,          -99.00,
   280.802,   11.63,          -99.00,
   280.900,   11.64,          -99.00,
   281.000,   11.69,          -99.00,
   281.100,   11.82,          -99.00,
   281.200,   11.86,          -99.00,
   281.302,   11.85,          -99.00,
   281.405,   11.80,          -99.00,
   281.500,   11.82,          -99.00,
   281.600,   11.85,          -99.00,
   281.700,   11.86,          -99.00,
   281.802,   11.86,          -99.00,
   281.906,   11.86,          -99.00,
   282.000,   11.88,          -99.00,
   282.100,   11.92,          -99.00,
   282.200,   11.94,          -99.00,
   282.302,   11.95,          -99.00,
   282.400,   11.95,          -99.00,
   282.500,   11.93,          -99.00,
   282.600,   11.92,          -99.00,
   282.700,   11.92,          -99.00,
   282.802,   11.93,          -99.00,
   282.906,   11.95,          -99.00,
   283.000,   12.02,          -99.00,
   283.100,   12.05,          -99.00,
   283.200,   12.05,          -99.00,
   283.302,   12.01,          -99.00,
   283.400,   11.98,          -99.00,
   283.500,   11.97,          -99.00,
   283.600,   11.99,          -99.00,
   283.700,   12.02,          -99.00,
   283.802,   12.04,          -99.00,
   283.906,   12.04,          -99.00,
   284.000,   12.04,          -99.00,
   284.100,   12.05,          -99.00,
   284.200,   12.04,          -99.00,
   284.302,   12.02,          -99.00,
   284.405,   12.02,          -99.00,
   284.500,   12.03,          -99.00,
   284.600,   12.04,          -99.00,
   284.700,   12.04,          -99.00,
   284.801,   12.05,          -99.00,
   284.900,   12.07,          -99.00,
   285.000,   12.10,          -99.00,
   285.100,   12.10,          -99.00,
   285.200,   12.10,          -99.00,
   285.302,   12.08,          -99.00,
   285.405,   12.09,          -99.00,
   285.500,   12.12,          -99.00,
   285.600,   12.14,          -99.00,
   285.700,   12.15,          -99.00,
   285.802,   12.13,          -99.00,
   285.905,   12.11,          -99.00,
   286.000,   12.11,          -99.00,
   286.100,   12.14,          -99.00,
   286.200,   12.16,          -99.00,
   286.302,   12.15,          -99.00,
   286.400,   12.13,          -99.00,
   286.500,   12.13,          -99.00,
   286.600,   12.12,          -99.00,
   286.700,   12.12,          -99.00,
   286.802,   12.11,          -99.00,
   286.900,   12.12,          -99.00,
   287.000,   12.04,          -99.00,
   287.100,   12.04,          -99.00,
   287.200,   12.03,          -99.00,
   287.302,   12.01,          -99.00,
   287.406,   12.01,          -99.00,
   287.500,   12.02,          -99.00,
   287.600,   12.04,          -99.00,
   287.700,   12.04,          -99.00,
   287.802,   12.02,          -99.00,
   287.900,   12.00,          -99.00,
   288.000,   12.02,          -99.00,
   288.100,   12.05,          -99.00,
   288.200,   12.05,          -99.00,
   288.302,   12.06,          -99.00,
   288.400,   12.05,          -99.00,
   288.500,   12.05,          -99.00,
   288.600,   12.06,          -99.00,
   288.700,   12.08,          -99.00,
   288.802,   12.09,          -99.00,
   288.906,   12.10,          -99.00,
   289.000,   12.10,          -99.00,
   289.100,   12.10,          -99.00,
   289.200,   12.12,          -99.00,
   289.302,   12.14,          -99.00,
   289.405,   12.16,          -99.00,
   289.500,   12.17,          -99.00,
   289.600,   12.17,          -99.00,
   289.700,   12.16,          -99.00,
   289.802,   12.13,          -99.00,
   289.900,   12.12,          -99.00,
   290.000,   12.13,          -99.00,
   290.100,   12.16,          -99.00,
   290.200,   12.17,          -99.00,
   290.302,   12.16,          -99.00,
   290.406,   12.14,          -99.00,
   290.500,   12.12,          -99.00,
   290.600,   12.11,          -99.00,
   290.700,   12.11,          -99.00,
   290.802,   12.12,          -99.00,
   290.900,   12.14,          -99.00,
   291.000,   12.13,          -99.00,
   291.100,   12.09,          -99.00,
   291.200,   12.07,          -99.00,
   291.302,   12.07,          -99.00,
   291.406,   12.11,          -99.00,
   291.500,   12.11,          -99.00,
   291.600,   12.10,          -99.00,
   291.700,   12.09,          -99.00,
   291.802,   12.09,          -99.00,
   291.906,   12.09,          -99.00,
   292.000,   12.09,          -99.00,
   292.100,   12.10,          -99.00,
   292.200,   12.10,          -99.00,
   292.302,   12.10,          -99.00,
   292.406,   12.10,          -99.00,
   292.500,   12.10,          -99.00,
   292.600,   12.10,          -99.00,
   292.700,   12.11,          -99.00,
   292.802,   12.11,          -99.00,
   292.900,   12.12,          -99.00,
   293.000,   12.13,          -99.00,
   293.100,   12.14,          -99.00,
   293.200,   12.14,          -99.00,
   293.302,   12.15,          -99.00,
   293.405,   12.15,          -99.00,
   293.500,   12.16,          -99.00,
   293.600,   12.17,          -99.00,
   293.700,   12.16,          -99.00,
   293.800,   12.17,          -99.00,
   293.906,   12.17,          -99.00,
   294.000,   12.17,          -99.00,
   294.100,   12.17,          -99.00,
   294.200,   12.18,          -99.00,
   294.302,   12.18,          -99.00,
   294.406,   12.19,          -99.00,
   294.500,   12.19,          -99.00,
   294.600,   12.20,          -99.00,
   294.700,   12.21,          -99.00,
   294.802,   12.21,          -99.00,
   294.900,   12.21,          -99.00,
   295.000,   12.22,          -99.00,
   295.100,   12.24,          -99.00,
   295.200,   12.25,          -99.00,
   295.300,   12.25,          -99.00,
   295.406,   12.25,          -99.00,
   295.500,   12.25,          -99.00,
   295.600,   12.24,          -99.00,
   295.700,   12.23,          -99.00,
   295.802,   12.26,          -99.00,
   295.900,   12.29,          -99.00,
   296.000,   12.33,          -99.00,
   296.100,   12.34,          -99.00,
   296.200,   12.32,          -99.00,
   296.301,   12.30,          -99.00,
   296.400,   12.30,          -99.00,
   296.500,   12.33,          -99.00,
   296.600,   12.36,          -99.00,
   296.700,   12.37,          -99.00,
   296.802,   12.37,          -99.00,
   296.906,   12.36,          -99.00,
   297.000,   12.36,          -99.00,
   297.100,   12.37,          -99.00,
   297.200,   12.38,          -99.00,
   297.301,   12.39,          -99.00,
   297.400,   12.42,          -99.00,
   297.500,   12.43,          -99.00,
   297.600,   12.42,          -99.00,
   297.700,   12.42,          -99.00,
   297.802,   12.42,          -99.00,
   297.906,   12.44,          -99.00,
   298.000,   12.46,          -99.00,
   298.100,   12.47,          -99.00,
   298.200,   12.47,          -99.00,
   298.302,   12.47,          -99.00,
   298.406,   12.47,          -99.00,
   298.500,   12.48,          -99.00,
   298.600,   12.49,          -99.00,
   298.700,   12.51,          -99.00,
   298.802,   12.52,          -99.00,
   298.900,   12.52,          -99.00,
   299.000,   12.51,          -99.00,
   299.100,   12.51,          -99.00,
   299.200,   12.52,          -99.00,
   299.302,   12.53,          -99.00,
   299.404,   12.54,          -99.00,
   299.500,   12.53,          -99.00,
   299.600,   12.53,          -99.00,
   299.700,   12.51,          -99.00,
   299.802,   12.49,          -99.00,
   299.903,   12.47,          -99.00,
   300.003,   12.54,          -99.00,
   300.100,   12.54,          -99.00,
   300.200,   12.52,          -99.00,
   300.302,   12.48,          -99.00,
   300.406,   12.44,          -99.00,
   300.505,   12.42,          -99.00,
   300.600,   12.44,          -99.00,
   300.700,   12.47,          -99.00,
   300.801,   12.50,          -99.00,
   300.900,   12.51,          -99.00,
   301.006,   12.51,          -99.00,
   301.100,   12.51,          -99.00,
   301.200,   12.49,          -99.00,
   301.302,   12.47,          -99.00,
   301.400,   12.48,          -99.00,
   301.506,   12.53,          -99.00,
   301.600,   12.54,          -99.00,
   301.700,   12.54,          -99.00,
   301.802,   12.52,          -99.00,
   301.903,   12.50,          -99.00,
   302.003,   12.50,          -99.00,
   302.100,   12.49,          -99.00,
   302.200,   12.45,          -99.00,
   302.302,   12.42,          -99.00,
   302.404,   12.39,          -99.00,
   302.507,   12.40,          -99.00,
   302.600,   12.45,          -99.00,
   302.700,   12.47,          -99.00,
   302.802,   12.47,          -99.00,
   302.903,   12.46,          -99.00,
   303.003,   12.44,          -99.00,
   303.100,   12.41,          -99.00,
   303.200,   12.36,          -99.00,
   303.302,   12.32,          -99.00,
   303.400,   12.30,          -99.00,
   303.500,   12.36,          -99.00,
   303.600,   12.39,          -99.00,
   303.700,   12.40,          -99.00,
   303.802,   12.38,          -99.00,
   303.903,   12.26,          -99.00,
   304.000,   12.10,          -99.00,
   304.100,   11.95,          -99.00,
   304.200,   12.39,          -99.00,
   304.302,   12.45,          -99.00,
   304.403,   12.43,          -99.00,
   304.503,   12.42,          -99.00,
   304.600,   12.35,          -99.00,
   304.700,   12.28,          -99.00,
   304.802,   12.14,          -99.00,
   304.900,   12.00,          -99.00,
   305.000,   11.99,          -99.00,
   305.100,   12.01,          -99.00,
   305.200,   12.02,          -99.00,
   305.302,   12.02,          -99.00,
   305.400,   12.03,          -99.00,
   305.503,   12.04,          -99.00,
   305.600,   12.01,          -99.00,
   305.700,   11.92,          -99.00,
   305.802,   11.86,          -99.00,
   305.900,   11.72,          -99.00,
   306.007,   11.72,          -99.00,
   306.100,   11.70,          -99.00,
   306.200,   11.68,          -99.00,
   306.302,   11.68,          -99.00,
   306.403,   11.67,          -99.00,
   306.503,   11.70,          -99.00,
   306.600,   11.69,          -99.00,
   306.700,   11.65,          -99.00,
   306.802,   11.62,          -99.00,
   306.903,   11.60,          -99.00,
   307.000,   11.61,          -99.00,
   307.100,   11.62,          -99.00,
   307.200,   11.62,          -99.00,
   307.302,   11.62,          -99.00,
   307.403,   11.62,          -99.00,
   307.503,   11.63,          -99.00,
   307.600,   11.63,          -99.00,
   307.700,   11.63,          -99.00,
   307.802,   11.62,          -99.00,
   307.900,   11.61,          -99.00,
   308.003,   11.62,          -99.00,
   308.100,   11.62,          -99.00,
   308.200,   11.61,          -99.00,
   308.302,   11.60,          -99.00,
   308.403,   11.58,          -99.00,
   308.503,   11.59,          -99.00,
   308.600,   11.56,          -99.00,
   308.700,   11.45,          -99.00,
   308.802,   11.44,          -99.00,
   308.906,   11.43,          -99.00,
   309.000,   11.42,          -99.00,
   309.100,   11.41,          -99.00,
   309.200,   11.39,          -99.00,
   309.302,   11.38,          -99.00,
   309.406,   11.37,          -99.00,
   309.506,   11.36,          -99.00,
   309.600,   11.36,          -99.00,
   309.700,   11.34,          -99.00,
   309.802,   11.30,          -99.00,
   309.906,   11.27,          -99.00,
   310.005,   11.27,          -99.00,
   310.100,   11.25,          -99.00,
   310.200,   11.26,          -99.00,
   310.302,   11.25,          -99.00,
   310.406,   11.24,          -99.00,
   310.500,   11.24,          -99.00,
   310.600,   11.24,          -99.00,
   310.700,   11.23,          -99.00,
   310.802,   11.21,          -99.00,
   310.900,   11.21,          -99.00,
   311.000,   11.21,          -99.00,
   311.100,   11.21,          -99.00,
   311.200,   11.20,          -99.00,
   311.302,   11.20,          -99.00,
   311.405,   11.19,          -99.00,
   311.500,   11.19,          -99.00,
   311.600,   11.19,          -99.00,
   311.700,   11.18,          -99.00,
   311.801,   11.16,          -99.00,
   311.904,   11.14,          -99.00,
   312.000,   11.12,          -99.00,
   312.100,   11.10,          -99.00,
   312.200,   11.08,          -99.00,
   312.302,   11.07,          -99.00,
   312.403,   11.05,          -99.00,
   312.503,   11.03,          -99.00,
   312.600,   11.02,          -99.00,
   312.700,   11.01,          -99.00,
   312.802,   10.97,          -99.00,
   312.902,   10.92,          -99.00,
   313.002,   10.88,          -99.00,
   313.100,   10.89,          -99.00,
   313.200,   10.87,          -99.00,
   313.300,   10.84,          -99.00,
   313.400,   11.01,          -99.00,
   313.502,   11.01,          -99.00,
   313.600,   11.00,          -99.00,
   313.700,   10.98,          -99.00,
   313.802,   10.97,          -99.00,
   313.902,   10.95,          -99.00,
   314.002,   10.93,          -99.00,
   314.100,   10.93,          -99.00,
   314.200,   10.92,          -99.00,
   314.300,   10.90,          -99.00,
   314.402,   10.86,          -99.00,
   314.502,   10.70,          -99.00,
   314.600,   10.71,          -99.00,
   314.700,   10.72,          -99.00,
   314.802,   10.71,          -99.00,
   314.900,   10.70,          -99.00,
   315.005,   10.69,          -99.00,
   315.100,   10.67,          -99.00,
   315.200,   10.65,          -99.00,
   315.300,   10.62,          -99.00,
   315.406,   10.61,          -99.00,
   315.509,   10.64,          -99.00,
   315.600,   10.66,          -99.00,
   315.700,   10.64,          -99.00,
   315.802,   10.33,          -99.00,
   315.906,   10.29,          -99.00,
   316.008,   10.24,          -99.00,
   316.100,   10.24,          -99.00,
   316.200,   10.20,          -99.00,
   316.302,   10.16,          -99.00,
   316.400,   10.13,          -99.00,
   316.506,   10.11,          -99.00,
   316.600,   10.12,          -99.00,
   316.700,   10.11,          -99.00,
   316.802,   10.11,          -99.00,
   316.900,   10.10,          -99.00,
   317.004,   10.10,          -99.00,
   317.100,   10.10,          -99.00,
   317.200,   10.09,          -99.00,
   317.302,   10.09,          -99.00,
   317.400,   10.09,          -99.00,
   317.504,   10.09,          -99.00,
   317.600,   10.10,          -99.00,
   317.700,   10.10,          -99.00,
   317.802,   10.10,          -99.00,
   317.900,   10.10,          -99.00,
   318.004,   10.10,          -99.00,
   318.100,   10.09,          -99.00,
   318.200,   10.09,          -99.00,
   318.301,   10.08,          -99.00,
   318.400,   10.08,          -99.00,
   318.500,   10.08,          -99.00,
   318.600,   10.09,          -99.00,
   318.700,   10.07,          -99.00,
   318.801,   10.06,          -99.00,
   318.903,   10.05,          -99.00,
   319.003,   10.04,          -99.00,
   319.100,   10.04,          -99.00,
   319.200,   10.03,          -99.00,
   319.302,   10.02,          -99.00,
   319.403,   10.02,          -99.00,
   319.502,   10.02,          -99.00,
   319.600,   10.01,          -99.00,
   319.700,   10.01,          -99.00,
   319.800,   10.00,          -99.00,
   319.900,    9.99,          -99.00,
   320.004,    9.96,          -99.00,
   320.100,    9.95,          -99.00,
   320.200,    9.94,          -99.00,
   320.300,    9.93,          -99.00,
   320.400,    9.92,          -99.00,
   320.500,    9.92,          -99.00,
   320.600,    9.90,          -99.00,
   320.700,    9.89,          -99.00,
   320.802,    9.89,          -99.00,
   320.900,    9.88,          -99.00,
   321.000,    9.88,          -99.00,
   321.100,    9.87,          -99.00,
   321.200,    9.86,          -99.00,
   321.302,    9.86,          -99.00,
   321.400,    9.84,          -99.00,
   321.504,    9.84,          -99.00,
   321.600,    9.83,          -99.00,
   321.700,    9.82,          -99.00,
   321.802,    9.81,          -99.00,
   321.900,    9.80,          -99.00,
   322.003,    9.79,          -99.00,
   322.100,    9.77,          -99.00,
   322.200,    9.75,          -99.00,
   322.302,    9.73,          -99.00,
   322.404,    9.72,          -99.00,
   322.507,    9.70,          -99.00,
   322.600,    9.69,          -99.00,
   322.700,    9.68,          -99.00,
   322.802,    9.67,          -99.00,
   322.906,    9.66,          -99.00,
   323.000,    9.65,          -99.00,
   323.100,    9.63,          -99.00,
   323.200,    9.61,          -99.00,
   323.300,    9.60,          -99.00,
   323.400,    9.59,          -99.00,
   323.508,    9.60,          -99.00,
   323.600,    9.59,          -99.00,
   323.700,    9.57,          -99.00,
   323.802,    9.54,          -99.00,
   323.906,    9.51,          -99.00,
   324.004,    9.48,          -99.00,
   324.100,    9.45,          -99.00,
   324.200,    9.42,          -99.00,
   324.302,    9.39,          -99.00,
   324.404,    9.36,          -99.00,
   324.504,    9.35,          -99.00,
   324.600,    9.34,          -99.00,
   324.700,    9.31,          -99.00,
   324.802,    9.28,          -99.00,
   324.906,    9.25,          -99.00,
   325.004,    9.22,          -99.00,
   325.100,    9.19,          -99.00,
   325.200,    9.17,          -99.00,
   325.302,    9.16,          -99.00,
   325.406,    9.14,          -99.00,
   325.509,    9.14,          -99.00,
   325.600,    9.14,          -99.00,
   325.700,    9.13,          -99.00,
   325.802,    9.13,          -99.00,
   325.900,    9.13,          -99.00,
   326.000,    9.13,          -99.00,
   326.100,    9.12,          -99.00,
   326.200,    9.12,          -99.00,
   326.300,    9.11,          -99.00,
   326.404,    9.11,          -99.00,
   326.509,    9.12,          -99.00,
   326.600,    9.13,          -99.00,
   326.700,    9.13,          -99.00,
   326.801,    9.13,          -99.00,
   326.904,    9.13,          -99.00,
   327.010,    9.12,          -99.00,
   327.100,    9.12,          -99.00,
   327.200,    9.11,          -99.00,
   327.300,    9.10,          -99.00,
   327.404,    9.09,          -99.00,
   327.500,    9.10,          -99.00,
   327.600,    9.11,          -99.00,
   327.700,    9.12,          -99.00,
   327.802,    9.11,          -99.00,
   327.906,    9.09,          -99.00,
   328.000,    9.08,          -99.00,
   328.100,    9.07,          -99.00,
   328.200,    9.06,          -99.00,
   328.302,    9.05,          -99.00,
   328.400,    9.04,          -99.00,
   328.506,    9.04,          -99.00,
   328.600,    9.04,          -99.00,
   328.700,    9.03,          -99.00,
   328.800,    9.03,          -99.00,
   328.900,    9.02,          -99.00,
   329.000,    9.01,          -99.00,
   329.100,    8.99,          -99.00,
   329.200,    8.98,          -99.00,
   329.302,    8.96,          -99.00,
   329.400,    8.95,          -99.00,
   329.506,    8.95,          -99.00,
   329.600,    8.95,          -99.00,
   329.700,    8.94,          -99.00,
   329.802,    8.93,          -99.00,
   329.905,    8.92,          -99.00,
   330.004,    8.90,          -99.00,
   330.100,    8.88,          -99.00,
   330.200,    8.87,          -99.00,
   330.302,    8.85,          -99.00,
   330.404,    8.83,          -99.00,
   330.500,    8.83,          -99.00,
   330.600,    8.84,          -99.00,
   330.700,    8.83,          -99.00,
   330.801,    8.82,          -99.00,
   330.900,    8.81,          -99.00,
   331.000,    8.80,          -99.00,
   331.100,    8.78,          -99.00,
   331.200,    8.76,          -99.00,
   331.302,    8.74,          -99.00,
   331.402,    8.72,          -99.00,
   331.500,    8.73,          -99.00,
   331.600,    8.73,          -99.00,
   331.700,    8.73,          -99.00,
   331.800,    8.72,          -99.00,
   331.900,    8.70,          -99.00,
   332.000,    8.69,          -99.00,
   332.100,    8.67,          -99.00,
   332.200,    8.65,          -99.00,
   332.301,    8.63,          -99.00,
   332.406,    8.61,          -99.00,
   332.500,    8.61,          -99.00,
   332.600,    8.61,          -99.00,
   332.700,    8.60,          -99.00,
   332.800,    8.58,          -99.00,
   332.904,    8.56,          -99.00,
   333.004,    8.54,          -99.00,
   333.100,    8.53,          -99.00,
   333.200,    8.51,          -99.00,
   333.301,    8.49,          -99.00,
   333.406,    8.47,          -99.00,
   333.500,    8.47,          -99.00,
   333.600,    8.48,          -99.00,
   333.700,    8.47,          -99.00,
   333.800,    8.46,          -99.00,
   333.904,    8.43,          -99.00,
   334.004,    8.42,          -99.00,
   334.100,    8.39,          -99.00,
   334.200,    8.37,          -99.00,
   334.302,    8.35,          -99.00,
   334.406,    8.34,          -99.00,
   334.506,    8.34,          -99.00,
   334.600,    8.34,          -99.00,
   334.700,    8.34,          -99.00,
   334.800,    8.32,          -99.00,
   334.904,    8.30,          -99.00,
   335.004,    8.28,          -99.00,
   335.100,    8.26,          -99.00,
   335.200,    8.25,          -99.00,
   335.300,    8.23,          -99.00,
   335.406,    8.21,          -99.00,
   335.505,    8.21,          -99.00,
   335.600,    8.22,          -99.00,
   335.700,    8.22,          -99.00,
   335.800,    8.20,          -99.00,
   335.900,    8.18,          -99.00,
   336.006,    8.17,          -99.00,
   336.100,    8.15,          -99.00,
   336.200,    8.14,          -99.00,
   336.301,    8.13,          -99.00,
   336.400,    8.12,          -99.00,
   336.500,    8.11,          -99.00,
   336.600,    8.13,          -99.00,
   336.700,    8.12,          -99.00,
   336.801,    8.11,          -99.00,
   336.906,    8.10,          -99.00,
   337.010,    8.08,          -99.00,
   337.100,    8.07,          -99.00,
   337.200,    8.05,          -99.00,
   337.302,    8.04,          -99.00,
   337.406,    8.03,          -99.00,
   337.500,    8.03,          -99.00,
   337.600,    8.04,          -99.00,
