$Temperature file for segment 11
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
    82.000,    4.40,          -99.00,
    82.100,    4.41,          -99.00,
    82.206,    4.41,          -99.00,
    82.308,    4.42,          -99.00,
    82.400,    4.43,          -99.00,
    82.500,    4.43,          -99.00,
    82.600,    4.43,          -99.00,
    82.704,    4.43,          -99.00,
    82.806,    4.44,          -99.00,
    82.900,    4.44,          -99.00,
    83.000,    4.44,          -99.00,
    83.100,    4.44,          -99.00,
    83.204,    4.44,          -99.00,
    83.306,    4.44,          -99.00,
    83.400,    4.44,          -99.00,
    83.500,    4.44,          -99.00,
    83.600,    4.43,          -99.00,
    83.704,    4.43,          -99.00,
    83.806,    4.43,          -99.00,
    83.900,    4.43,          -99.00,
    84.000,    4.43,          -99.00,
    84.100,    4.43,          -99.00,
    84.203,    4.43,          -99.00,
    84.306,    4.43,          -99.00,
    84.400,    4.43,          -99.00,
    84.500,    4.42,          -99.00,
    84.600,    4.42,          -99.00,
    84.704,    4.42,          -99.00,
    84.804,    4.42,          -99.00,
    84.900,    4.41,          -99.00,
    85.000,    4.41,          -99.00,
    85.100,    4.41,          -99.00,
    85.203,    4.41,          -99.00,
    85.305,    4.41,          -99.00,
    85.400,    4.41,          -99.00,
    85.500,    4.41,          -99.00,
    85.600,    4.41,          -99.00,
    85.700,    4.42,          -99.00,
    85.804,    4.42,          -99.00,
    85.900,    4.42,          -99.00,
    86.000,    4.42,          -99.00,
    86.100,    4.42,          -99.00,
    86.202,    4.42,          -99.00,
    86.304,    4.42,          -99.00,
    86.400,    4.41,          -99.00,
    86.500,    4.41,          -99.00,
    86.600,    4.41,          -99.00,
    86.704,    4.41,          -99.00,
    86.802,    4.41,          -99.00,
    86.900,    4.40,          -99.00,
    87.000,    4.40,          -99.00,
    87.100,    4.40,          -99.00,
    87.202,    4.40,          -99.00,
    87.304,    4.40,          -99.00,
    87.400,    4.40,          -99.00,
    87.500,    4.40,          -99.00,
    87.600,    4.40,          -99.00,
    87.703,    4.40,          -99.00,
    87.806,    4.40,          -99.00,
    87.900,    4.40,          -99.00,
    88.000,    4.40,          -99.00,
    88.100,    4.40,          -99.00,
    88.203,    4.40,          -99.00,
    88.305,    4.40,          -99.00,
    88.400,    4.40,          -99.00,
    88.500,    4.40,          -99.00,
    88.600,    4.40,          -99.00,
    88.704,    4.40,          -99.00,
    88.806,    4.40,          -99.00,
    88.900,    4.40,          -99.00,
    89.000,    4.41,          -99.00,
    89.100,    4.41,          -99.00,
    89.202,    4.41,          -99.00,
    89.304,    4.41,          -99.00,
    89.400,    4.42,          -99.00,
    89.500,    4.42,          -99.00,
    89.600,    4.43,          -99.00,
    89.704,    4.44,          -99.00,
    89.806,    4.46,          -99.00,
    89.900,    4.50,          -99.00,
    90.000,    4.51,          -99.00,
    90.100,    4.54,          -99.00,
    90.202,    4.57,          -99.00,
    90.304,    4.63,          -99.00,
    90.400,    4.69,          -99.00,
    90.500,    4.76,          -99.00,
    90.600,    4.81,          -99.00,
    90.702,    4.86,          -99.00,
    90.808,    4.88,          -99.00,
    90.900,    4.88,          -99.00,
    91.000,    4.88,          -99.00,
    91.100,    4.85,          -99.00,
    91.201,    4.83,          -99.00,
    91.303,    4.80,          -99.00,
    91.400,    4.76,          -99.00,
    91.500,    4.70,          -99.00,
    91.600,    4.64,          -99.00,
    91.703,    4.60,          -99.00,
    91.806,    4.58,          -99.00,
    91.900,    4.56,          -99.00,
    92.000,    4.54,          -99.00,
    92.100,    4.53,          -99.00,
    92.205,    4.52,          -99.00,
    92.302,    4.51,          -99.00,
    92.400,    4.51,          -99.00,
    92.500,    4.53,          -99.00,
    92.600,    4.52,          -99.00,
    92.701,    4.52,          -99.00,
    92.805,    4.53,          -99.00,
    92.900,    4.51,          -99.00,
    93.000,    4.52,          -99.00,
    93.100,    4.53,          -99.00,
    93.204,    4.53,          -99.00,
    93.301,    4.53,          -99.00,
    93.400,    4.54,          -99.00,
    93.500,    4.54,          -99.00,
    93.600,    4.54,          -99.00,
    93.708,    4.54,          -99.00,
    93.804,    4.54,          -99.00,
    93.900,    4.54,          -99.00,
    94.000,    4.53,          -99.00,
    94.100,    4.53,          -99.00,
    94.204,    4.54,          -99.00,
    94.300,    4.54,          -99.00,
    94.400,    4.55,          -99.00,
    94.500,    4.55,          -99.00,
    94.600,    4.54,          -99.00,
    94.708,    4.53,          -99.00,
    94.802,    4.52,          -99.00,
    94.900,    4.53,          -99.00,
    95.000,    4.52,          -99.00,
    95.100,    4.52,          -99.00,
    95.201,    4.52,          -99.00,
    95.303,    4.51,          -99.00,
    95.400,    4.51,          -99.00,
    95.500,    4.52,          -99.00,
    95.600,    4.52,          -99.00,
    95.701,    4.52,          -99.00,
    95.801,    4.53,          -99.00,
    95.900,    4.54,          -99.00,
    96.000,    4.55,          -99.00,
    96.100,    4.56,          -99.00,
    96.201,    4.57,          -99.00,
    96.303,    4.58,          -99.00,
    96.400,    4.60,          -99.00,
    96.500,    4.62,          -99.00,
    96.600,    4.64,          -99.00,
    96.708,    4.65,          -99.00,
    96.802,    4.67,          -99.00,
    96.900,    4.68,          -99.00,
    97.000,    4.69,          -99.00,
    97.100,    4.70,          -99.00,
    97.201,    4.72,          -99.00,
    97.304,    4.73,          -99.00,
    97.400,    4.74,          -99.00,
    97.500,    4.76,          -99.00,
    97.600,    4.77,          -99.00,
    97.700,    4.78,          -99.00,
    97.801,    4.79,          -99.00,
    97.900,    4.80,          -99.00,
    98.000,    4.81,          -99.00,
    98.100,    4.81,          -99.00,
    98.202,    4.82,          -99.00,
    98.303,    4.83,          -99.00,
    98.400,    4.85,          -99.00,
    98.500,    4.86,          -99.00,
    98.600,    4.85,          -99.00,
    98.701,    4.86,          -99.00,
    98.804,    4.85,          -99.00,
    98.900,    4.84,          -99.00,
    99.000,    4.82,          -99.00,
    99.100,    4.81,          -99.00,
    99.204,    4.79,          -99.00,
    99.302,    4.78,          -99.00,
    99.400,    4.77,          -99.00,
    99.500,    4.76,          -99.00,
    99.600,    4.76,          -99.00,
    99.700,    4.73,          -99.00,
    99.801,    4.70,          -99.00,
    99.900,    4.67,          -99.00,
   100.000,    4.64,          -99.00,
   100.100,    4.61,          -99.00,
   100.200,    4.62,          -99.00,
   100.303,    4.60,          -99.00,
   100.400,    4.58,          -99.00,
   100.500,    4.58,          -99.00,
   100.600,    4.58,          -99.00,
   100.700,    4.57,          -99.00,
   100.801,    4.57,          -99.00,
   100.900,    4.57,          -99.00,
   101.000,    4.57,          -99.00,
   101.100,    4.58,          -99.00,
   101.200,    4.58,          -99.00,
   101.303,    4.58,          -99.00,
   101.400,    4.60,          -99.00,
   101.500,    4.62,          -99.00,
   101.600,    4.64,          -99.00,
   101.700,    4.66,          -99.00,
   101.803,    4.69,          -99.00,
   101.900,    4.70,          -99.00,
   102.000,    4.73,          -99.00,
   102.100,    4.75,          -99.00,
   102.200,    4.78,          -99.00,
   102.302,    4.80,          -99.00,
   102.400,    4.83,          -99.00,
   102.500,    4.85,          -99.00,
   102.600,    4.87,          -99.00,
   102.700,    5.07,            7.47,
   102.801,    5.49,            7.09,
   102.900,    5.52,            6.94,
   103.000,    5.45,            6.77,
   103.100,    5.40,            6.66,
   103.200,    5.35,            6.58,
   103.302,    5.32,            6.50,
   103.400,    5.29,            6.45,
   103.500,    5.27,            6.41,
   103.600,    5.26,            6.39,
   103.700,    5.26,            6.38,
   103.801,    5.24,            6.36,
   103.900,    5.22,            6.28,
   104.000,    5.20,            6.25,
   104.100,    5.19,            6.21,
   104.202,    5.19,            5.94,
   104.301,    5.17,            5.89,
   104.400,    5.15,            5.88,
   104.500,    5.17,            5.91,
   104.600,    5.19,            5.96,
   104.700,    5.21,            5.99,
   104.802,    5.22,            6.00,
   104.900,    5.21,            5.98,
   105.000,    5.20,            5.96,
   105.100,    5.18,            5.87,
   105.200,    5.17,            5.84,
   105.300,    5.15,            5.79,
   105.400,    5.14,            5.76,
   105.500,    5.15,            5.73,
   105.600,    5.14,            5.72,
   105.700,    5.14,            5.69,
   105.803,    5.12,            5.62,
   105.900,    5.11,            5.52,
   106.000,    5.09,            5.44,
   106.100,    5.08,            5.38,
   106.200,    5.07,            5.32,
   106.301,    5.06,            5.27,
   106.400,    5.07,            5.28,
   106.500,    5.09,            5.34,
   106.600,    5.13,            5.43,
   106.700,    5.16,            5.51,
   106.801,    5.18,            5.56,
   106.900,    5.20,            5.60,
   107.000,    5.22,            5.64,
   107.100,    5.23,            5.67,
   107.200,    5.24,            5.70,
   107.301,    5.25,            5.72,
   107.400,    5.28,            5.78,
   107.500,    5.34,            5.97,
   107.600,    5.35,            6.00,
   107.700,    5.37,            6.03,
   107.801,    5.38,            6.02,
   107.900,    5.38,            6.01,
   108.000,    5.38,            6.00,
   108.100,    5.40,            6.05,
   108.200,    5.41,            6.05,
   108.301,    5.40,            6.02,
   108.400,    5.41,            6.04,
   108.500,    5.43,            6.07,
   108.600,    5.45,            6.13,
   108.700,    5.46,            6.15,
   108.801,    5.46,            6.15,
   108.900,    5.46,            6.13,
   109.000,    5.45,            6.12,
   109.100,    5.46,            6.15,
   109.200,    5.47,            6.16,
   109.302,    5.48,            6.19,
   109.400,    5.49,            6.22,
   109.500,    5.51,            6.29,
   109.600,    5.55,            6.39,
   109.700,    5.58,            6.49,
   109.802,    5.60,            6.54,
   109.900,    5.61,            6.55,
   110.000,    5.60,            6.54,
   110.100,    5.60,            6.55,
   110.200,    5.59,            6.53,
   110.302,    5.59,            6.51,
   110.400,    5.59,            6.50,
   110.500,    5.59,            6.53,
   110.600,    5.62,            6.58,
   110.700,    5.65,            6.67,
   110.802,    5.65,            6.68,
   110.900,    5.64,            6.65,
   111.000,    5.63,            6.63,
   111.100,    5.64,            6.64,
   111.200,    5.65,            6.67,
   111.302,    5.66,            6.71,
   111.400,    5.68,            6.78,
   111.500,    5.71,            6.88,
   111.600,    5.74,            6.97,
   111.700,    5.78,            7.07,
   111.800,    5.78,            7.07,
   111.900,    5.77,            7.05,
   112.000,    5.77,            7.06,
   112.100,    5.79,            7.11,
   112.200,    5.81,            7.18,
   112.302,    5.83,            7.22,
   112.400,    5.84,            7.25,
   112.500,    5.86,            7.32,
   112.600,    5.89,            7.40,
   112.700,    5.90,            7.45,
   112.802,    5.90,            7.43,
   112.900,    5.88,            7.36,
   113.000,    5.85,            7.27,
   113.100,    5.82,            7.17,
   113.200,    5.79,            7.08,
   113.303,    5.78,            7.03,
   113.400,    5.79,            7.08,
   113.500,    5.84,            7.21,
   113.600,    5.89,            7.35,
   113.700,    5.93,            7.46,
   113.800,    5.95,            7.52,
   113.900,    5.95,            7.54,
   114.000,    5.98,            7.63,
   114.100,    6.04,            7.80,
   114.200,    6.08,            7.90,
   114.300,    6.09,            7.93,
   114.400,    6.11,            7.97,
   114.500,    6.14,            8.06,
   114.600,    6.18,            8.16,
   114.700,    6.21,            8.24,
   114.800,    6.22,            8.27,
   114.900,    6.22,            8.24,
   115.000,    6.21,            8.20,
   115.100,    6.20,            8.18,
   115.200,    6.21,            8.20,
   115.302,    6.22,            8.23,
   115.400,    6.24,            8.27,
   115.500,    6.25,            8.33,
   115.600,    6.26,            8.34,
   115.700,    6.25,            8.30,
   115.800,    6.21,            8.19,
   115.900,    6.14,            7.98,
   116.000,    6.08,            7.80,
   116.100,    6.05,            7.72,
   116.200,    6.06,            7.74,
   116.303,    6.14,            7.98,
   116.400,    6.20,            8.15,
   116.500,    6.24,            8.30,
   116.600,    6.26,            8.36,
   116.700,    6.25,            8.35,
   116.800,    6.23,            8.30,
   116.902,    6.20,            8.20,
   117.000,    6.16,            8.09,
   117.100,    6.12,            7.97,
   117.200,    6.09,            7.89,
   117.302,    6.08,            7.85,
   117.400,    6.07,            7.84,
   117.500,    6.09,            7.88,
   117.600,    6.09,            7.87,
   117.700,    6.03,            7.71,
   117.800,    5.97,            7.52,
   117.900,    5.91,            7.33,
   118.000,    5.88,            7.23,
   118.100,    5.86,            7.19,
   118.200,    5.90,            7.28,
   118.303,    5.94,            7.40,
   118.400,    6.00,            7.56,
   118.500,    6.08,            7.81,
   118.600,    6.13,            7.93,
   118.700,    6.16,            8.03,
   118.801,    6.18,            8.09,
   118.900,    6.19,            8.12,
   119.000,    6.22,            8.18,
   119.100,    6.26,            8.31,
   119.200,    6.31,            8.46,
   119.303,    6.40,            8.70,
   119.400,    6.44,            8.81,
   119.500,    6.47,            8.90,
   119.600,    6.49,            8.97,
   119.700,    6.51,            9.01,
   119.801,    6.51,            9.02,
   119.900,    6.51,            9.01,
   120.000,    6.51,            9.02,
   120.100,    6.54,            9.09,
   120.200,    6.55,            9.14,
   120.300,    6.54,            9.09,
   120.400,    6.54,            9.08,
   120.500,    6.52,            9.05,
   120.600,    6.49,            8.97,
   120.700,    6.43,            8.78,
   120.800,    6.29,            8.36,
   120.900,    6.01,            7.53,
   121.000,    5.73,            6.69,
   121.100,    5.56,            6.18,
   121.200,    5.49,            5.98,
   121.300,    5.49,            6.00,
   121.400,    5.52,            6.08,
   121.500,    5.55,            6.17,
   121.600,    5.60,            6.32,
   121.700,    5.65,            6.47,
   121.800,    5.72,            6.67,
   121.900,    5.78,            6.83,
   122.000,    5.85,            6.96,
   122.100,    5.91,            7.11,
   122.200,    5.97,            7.24,
   122.302,    6.03,            7.36,
   122.400,    6.06,            7.42,
   122.500,    6.08,            7.47,
   122.600,    6.09,            7.50,
   122.700,    6.07,            7.48,
   122.802,    6.03,            7.42,
   122.900,    5.99,            7.33,
   123.000,    5.94,            7.22,
   123.100,    5.89,            7.10,
   123.200,    5.85,            6.97,
   123.301,    5.79,            6.80,
   123.400,    5.77,            6.75,
   123.500,    5.77,            6.73,
   123.600,    5.78,            6.76,
   123.700,    5.80,            6.82,
   123.801,    5.84,            6.94,
   123.900,    5.87,            7.05,
   124.000,    5.93,            7.23,
   124.100,    6.03,            7.50,
   124.200,    6.11,            7.74,
   124.302,    6.20,            7.97,
   124.400,    6.28,            8.17,
   124.500,    6.33,            8.31,
   124.600,    6.35,            8.37,
   124.700,    6.36,            8.43,
   124.802,    6.32,            8.34,
   124.900,    6.26,            8.17,
   125.000,    6.18,            7.95,
   125.100,    6.08,            7.64,
   125.200,    6.02,            7.48,
   125.302,    5.98,            7.35,
   125.400,    5.94,            7.25,
   125.500,    5.94,            7.23,
   125.600,    5.93,            7.20,
   125.700,    5.92,            7.16,
   125.802,    5.87,            7.04,
   125.900,    5.86,            7.00,
   126.000,    5.89,            7.06,
   126.100,    5.91,            7.13,
   126.200,    5.95,            7.23,
   126.302,    6.02,            7.40,
   126.400,    6.07,            7.53,
   126.500,    6.14,            7.68,
   126.600,    6.20,            7.82,
   126.700,    6.23,            7.90,
   126.800,    6.25,            7.91,
   126.900,    6.24,            7.88,
   127.000,    6.23,            7.84,
   127.100,    6.21,            7.79,
   127.200,    6.19,            7.75,
   127.303,    6.17,            7.72,
   127.400,    6.17,            7.75,
   127.500,    6.19,            7.84,
   127.600,    6.20,            7.87,
   127.700,    6.19,            7.87,
   127.801,    6.16,            7.79,
   127.900,    6.11,            7.67,
   128.000,    6.06,            7.52,
   128.100,    6.06,            7.52,
   128.204,    6.08,            7.58,
   128.305,    6.13,            7.71,
   128.402,    6.19,            7.90,
   128.500,    6.29,            8.17,
   128.600,    6.36,            8.37,
   128.700,    6.42,            8.54,
   128.801,    6.46,            8.68,
   128.900,    6.50,            8.78,
   129.000,    6.52,            8.82,
   129.100,    6.52,            8.83,
   129.204,    6.52,            8.84,
   129.302,    6.52,            8.85,
   129.400,    6.51,            8.82,
   129.500,    6.50,            8.79,
   129.600,    6.48,            8.75,
   129.700,    6.45,            8.67,
   129.802,    6.41,            8.55,
   129.900,    6.34,            8.35,
   130.000,    6.27,            8.14,
   130.100,    6.22,            7.99,
   130.204,    6.22,            7.98,
   130.303,    6.24,            8.05,
   130.400,    6.28,            8.15,
   130.500,    6.35,            8.34,
   130.600,    6.44,            8.59,
   130.700,    6.54,            8.85,
   130.802,    6.60,            9.01,
   130.900,    6.64,            9.11,
   131.000,    6.69,            9.19,
   131.100,    6.72,            9.26,
   131.204,    6.73,            9.27,
   131.302,    6.71,            9.23,
   131.400,    6.69,            9.20,
   131.500,    6.69,            9.24,
   131.600,    6.66,            9.17,
   131.700,    6.58,            8.98,
   131.802,    6.45,            8.60,
   131.900,    6.36,            8.36,
   132.000,    6.32,            8.24,
   132.100,    6.34,            8.31,
   132.204,    6.39,            8.46,
   132.302,    6.48,            8.71,
   132.400,    6.60,            9.07,
   132.500,    6.68,            9.29,
   132.600,    6.72,            9.40,
   132.700,    6.72,            9.43,
   132.801,    6.71,            9.37,
   132.902,    6.62,            9.12,
   133.000,    6.57,            8.93,
   133.100,    6.52,            8.77,
   133.200,    6.47,            8.60,
   133.301,    6.43,            8.49,
   133.400,    6.42,            8.41,
   133.500,    6.41,            8.37,
   133.600,    6.40,            8.32,
   133.700,    6.39,            8.28,
   133.801,    6.34,            8.13,
   133.900,    6.32,            8.06,
   134.000,    6.31,            8.03,
   134.100,    6.32,            8.03,
   134.203,    6.33,            8.05,
   134.303,    6.37,            8.14,
   134.400,    6.45,            8.37,
   134.500,    6.53,            8.60,
   134.600,    6.59,            8.80,
   134.700,    6.63,            8.96,
   134.800,    6.64,            9.05,
   134.902,    6.69,            9.21,
   135.000,    6.70,            9.26,
   135.100,    6.70,            9.28,
   135.203,    6.70,            9.30,
   135.302,    6.72,            9.37,
   135.400,    6.76,            9.51,
   135.500,    6.81,            9.65,
   135.600,    6.84,            9.74,
   135.700,    6.89,            9.91,
   135.800,    6.91,            9.96,
   135.900,    6.92,            9.99,
   136.000,    6.95,           10.07,
   136.100,    7.00,           10.20,
   136.200,    7.04,           10.33,
   136.303,    7.07,           10.40,
   136.400,    7.08,           10.45,
   136.500,    7.10,           10.49,
   136.600,    7.10,           10.46,
   136.706,    7.04,           10.28,
   136.800,    6.86,            9.73,
   136.900,    6.68,            9.17,
   137.000,    6.48,            8.53,
   137.100,    6.36,            8.14,
   137.200,    6.31,            7.97,
   137.302,    6.33,            7.96,
   137.400,    6.40,            8.11,
   137.500,    6.49,            8.33,
   137.600,    6.58,            8.53,
   137.700,    6.71,            8.84,
   137.802,    6.78,            9.02,
   137.902,    6.83,            9.16,
   138.000,    6.88,            9.30,
   138.100,    6.94,            9.46,
   138.200,    6.92,            9.50,
   138.302,    6.88,            9.50,
   138.400,    6.82,            9.44,
   138.500,    6.75,            9.29,
   138.600,    6.66,            9.08,
   138.700,    6.59,            8.88,
   138.802,    6.55,            8.76,
   138.900,    6.56,            8.81,
   139.000,    6.65,            9.06,
   139.100,    6.79,            9.46,
   139.200,    6.86,            9.68,
   139.302,    6.91,            9.83,
   139.405,    6.97,            9.99,
   139.500,    7.02,           10.10,
   139.600,    7.04,           10.13,
   139.700,    7.00,           10.04,
   139.802,    6.93,            9.83,
   139.902,    6.87,            9.65,
   140.000,    6.79,            9.39,
   140.100,    6.75,            9.27,
   140.202,    6.73,            9.22,
   140.303,    6.75,            9.24,
   140.400,    6.78,            9.32,
   140.500,    6.80,            9.36,
   140.600,    6.79,            9.35,
   140.700,    6.79,            9.32,
   140.802,    6.78,            9.31,
   140.900,    6.80,            9.35,
   141.000,    6.88,            9.58,
   141.100,    6.92,            9.67,
   141.200,    6.95,            9.75,
   141.302,    7.00,            9.86,
   141.400,    7.05,           10.01,
   141.500,    7.07,           10.09,
   141.600,    7.04,           10.03,
   141.700,    6.99,            9.90,
   141.802,    6.95,            9.77,
   141.900,    6.87,            9.56,
   142.000,    6.74,            9.16,
   142.100,    6.66,            8.90,
   142.200,    6.61,            8.76,
   142.302,    6.60,            8.73,
   142.405,    6.61,            8.75,
   142.500,    6.62,            8.78,
   142.600,    6.61,            8.73,
   142.700,    6.64,            8.78,
   142.802,    6.69,            8.86,
   142.900,    6.73,            8.94,
   143.000,    6.81,            9.16,
   143.100,    6.86,            9.30,
   143.203,    6.93,            9.48,
   143.304,    7.01,            9.76,
   143.400,    7.05,            9.91,
   143.500,    7.06,           10.02,
   143.600,    7.06,           10.02,
   143.706,    7.01,            9.94,
   143.800,    6.94,            9.78,
   143.900,    6.88,            9.63,
   144.000,    6.88,            9.61,
   144.100,    6.92,            9.76,
   144.200,    7.00,            9.98,
   144.303,    7.13,           10.36,
   144.400,    7.20,           10.57,
   144.500,    7.26,           10.76,
   144.600,    7.29,           10.83,
   144.708,    7.29,           10.81,
   144.800,    7.26,           10.70,
   144.900,    7.21,           10.54,
   145.000,    7.13,           10.28,
   145.100,    7.15,           10.28,
   145.200,    7.18,           10.32,
   145.300,    7.19,           10.30,
   145.405,    7.18,           10.22,
   145.500,    7.13,           10.06,
   145.600,    7.07,            9.83,
   145.704,    6.95,            9.48,
   145.800,    6.89,            9.29,
   145.900,    6.84,            9.14,
   146.000,    6.81,            9.08,
   146.100,    6.84,            9.11,
   146.203,    6.93,            9.37,
   146.302,    7.00,            9.60,
   146.400,    7.06,            9.79,
   146.500,    7.09,            9.92,
   146.600,    7.07,            9.87,
   146.700,    6.99,            9.70,
   146.802,    6.90,            9.48,
   146.902,    6.82,            9.28,
   147.000,    6.77,            9.17,
   147.100,    6.76,            9.09,
   147.200,    6.77,            9.14,
   147.301,    6.82,            9.28,
   147.400,    6.91,            9.48,
   147.500,    7.04,            9.83,
   147.600,    7.10,            9.98,
   147.700,    7.11,           10.01,
   147.801,    7.09,            9.97,
   147.900,    7.05,            9.90,
   148.000,    7.03,            9.86,
   148.100,    7.00,            9.75,
   148.202,    7.03,            9.87,
   148.304,    7.06,            9.96,
   148.404,    7.13,           10.15,
   148.500,    7.18,           10.27,
   148.600,    7.18,           10.29,
   148.700,    7.17,           10.25,
   148.803,    7.16,           10.21,
   148.900,    7.13,           10.11,
   149.000,    7.08,            9.96,
   149.100,    7.04,            9.75,
   149.200,    7.05,            9.77,
   149.302,    7.02,            9.65,
   149.400,    7.04,            9.65,
   149.500,    7.09,            9.69,
   149.600,    7.12,            9.73,
   149.700,    7.14,            9.70,
   149.801,    7.13,            9.63,
   149.900,    7.11,            9.56,
   150.000,    7.09,            9.51,
   150.100,    7.07,            9.49,
   150.200,    7.06,            9.49,
   150.303,    7.05,            9.52,
   150.400,    7.07,            9.63,
   150.500,    7.16,            9.91,
   150.600,    7.23,           10.13,
   150.704,    7.28,           10.28,
   150.801,    7.28,           10.33,
   150.900,    7.25,           10.30,
   151.000,    7.23,           10.30,
   151.100,    7.28,           10.45,
   151.200,    7.32,           10.58,
   151.303,    7.39,           10.78,
   151.400,    7.47,           11.02,
   151.500,    7.62,           11.43,
   151.600,    7.74,           11.71,
   151.700,    7.85,           11.99,
   151.800,    7.93,           12.20,
   151.900,    7.98,           12.31,
   152.000,    7.95,           12.29,
   152.100,    7.89,           12.15,
   152.200,    7.79,           11.93,
   152.300,    7.66,           11.59,
   152.400,    7.54,           11.25,
   152.500,    7.46,           11.02,
   152.600,    7.36,           10.70,
   152.700,    7.35,           10.59,
   152.801,    7.32,           10.37,
   152.900,    7.28,           10.08,
   153.000,    7.34,           10.11,
   153.100,    7.47,           10.32,
   153.200,    7.57,           10.46,
   153.301,    7.62,           10.57,
   153.405,    7.62,           10.66,
   153.500,    7.56,           10.67,
   153.600,    7.47,           10.62,
   153.700,    7.40,           10.62,
   153.801,    7.42,           10.80,
   153.900,    7.60,           11.34,
   154.000,    7.72,           11.76,
   154.100,    7.88,           12.26,
   154.200,    7.95,           12.47,
   154.302,    7.96,           12.51,
   154.400,    7.96,           12.53,
   154.500,    7.95,           12.49,
   154.600,    7.92,           12.38,
   154.708,    7.88,           12.22,
   154.802,    7.71,           11.64,
   154.900,    7.60,           11.19,
   155.000,    7.46,           10.68,
   155.100,    7.44,           10.46,
   155.200,    7.42,           10.26,
   155.303,    7.36,           10.01,
   155.405,    7.41,           10.03,
   155.500,    7.45,           10.13,
   155.600,    7.51,           10.32,
   155.708,    7.46,           10.34,
   155.802,    7.39,           10.28,
   155.900,    7.33,           10.18,
   156.000,    7.27,           10.11,
   156.100,    7.26,           10.16,
   156.200,    7.32,           10.36,
   156.301,    7.45,           10.77,
   156.400,    7.55,           11.05,
   156.500,    7.65,           11.34,
   156.600,    7.71,           11.53,
   156.700,    7.68,           11.48,
   156.802,    7.59,           11.24,
   156.900,    7.52,           11.00,
   157.000,    7.49,           10.93,
   157.100,    7.54,           11.00,
   157.202,    7.63,           11.16,
   157.301,    7.74,           11.34,
   157.400,    7.82,           11.54,
   157.500,    7.93,           11.80,
   157.600,    8.03,           12.07,
   157.700,    8.17,           12.54,
   157.802,    8.31,           12.91,
   157.900,    8.31,           13.02,
   158.000,    8.28,           13.01,
   158.100,    8.22,           12.91,
   158.200,    8.18,           12.88,
   158.302,    8.12,           12.75,
   158.406,    8.11,           12.71,
   158.500,    8.17,           12.83,
   158.600,    8.28,           13.03,
   158.700,    8.38,           13.13,
   158.800,    8.41,           13.09,
   158.900,    8.37,           12.77,
   159.000,    8.31,           12.47,
   159.100,    8.20,           12.13,
   159.202,    8.08,           11.81,
   159.306,    7.93,           11.47,
   159.407,    7.80,           11.23,
   159.500,    7.63,           10.91,
   159.600,    7.59,           10.89,
   159.700,    7.57,           10.90,
   159.801,    7.54,           10.87,
   159.900,    7.59,           11.02,
   160.000,    7.73,           11.46,
   160.100,    7.76,           11.65,
   160.200,    7.81,           11.82,
   160.307,    7.86,           11.92,
   160.408,    7.85,           11.97,
   160.500,    7.86,           12.03,
   160.600,    7.88,           12.14,
   160.700,    7.85,           12.05,
   160.802,    7.80,           11.85,
   160.902,    7.71,           11.52,
   161.000,    7.63,           11.21,
   161.100,    7.61,           11.06,
   161.204,    7.69,           11.13,
   161.307,    7.78,           11.28,
   161.408,    7.90,           11.49,
   161.500,    8.02,           11.69,
   161.600,    8.05,           11.74,
   161.700,    7.98,           11.64,
   161.802,    7.89,           11.52,
   161.900,    7.87,           11.48,
   162.000,    7.86,           11.57,
   162.100,    8.02,           12.11,
   162.200,    8.16,           12.49,
   162.303,    8.25,           12.72,
   162.400,    8.31,           12.89,
   162.500,    8.35,           13.03,
   162.600,    8.35,           13.07,
   162.700,    8.33,           13.03,
   162.802,    8.34,           12.99,
   162.900,    8.40,           13.07,
   163.000,    8.47,           13.24,
   163.100,    8.57,           13.39,
   163.200,    8.60,           13.46,
   163.304,    8.57,           13.41,
   163.400,    8.52,           13.33,
   163.500,    8.47,           13.30,
   163.600,    8.47,           13.37,
   163.700,    8.48,           13.42,
   163.801,    8.58,           13.69,
   163.900,    8.68,           13.91,
   164.000,    8.73,           14.01,
   164.100,    8.81,           14.18,
   164.200,    8.77,           14.15,
   164.302,    8.67,           13.98,
   164.400,    8.61,           13.90,
   164.500,    8.50,           13.69,
   164.600,    8.47,           13.63,
   164.702,    8.26,           12.96,
   164.800,    8.03,           12.20,
   164.900,    7.79,           11.40,
   165.000,    7.91,           11.57,
   165.100,    8.19,           12.20,
   165.200,    8.46,           12.93,
   165.302,    8.62,           13.29,
   165.400,    8.61,           13.40,
   165.500,    8.50,           13.26,
   165.600,    8.35,           13.03,
   165.700,    8.20,           12.69,
   165.800,    8.07,           12.34,
   165.900,    8.04,           12.23,
   166.000,    8.15,           12.44,
   166.100,    8.34,           12.90,
   166.200,    8.60,           13.44,
   166.302,    8.77,           13.72,
   166.405,    8.81,           13.74,
   166.500,    8.74,           13.61,
   166.600,    8.63,           13.41,
   166.700,    8.50,           13.16,
   166.801,    8.40,           12.92,
   166.900,    8.35,           12.76,
   167.000,    8.38,           12.72,
   167.100,    8.44,           12.78,
   167.200,    8.64,           13.26,
   167.303,    8.79,           13.54,
   167.400,    8.89,           13.71,
   167.500,    8.90,           13.74,
   167.600,    8.80,           13.64,
   167.702,    8.54,           13.13,
