$WITHDRAWAL AT SEG11                                         ELEV OF WITHDRAWAL CENTERLINE:408.     

JDAY,     TSS,    TISS,
    12.000,   20.9800,   20.9841,
    12.100,   21.2019,   21.2058,
    12.201,   21.3767,   21.3810,
    12.303,   21.4838,   21.4852,
    12.400,   21.5775,   21.5811,
    12.500,   21.1161,   21.1200,
    12.600,   20.6350,   20.6398,
    12.705,   20.7616,   20.7659,
    12.803,   21.3008,   21.3024,
    12.900,   21.6679,   21.6653,
    13.000,   21.6985,   21.6953,
    13.100,   21.6976,   21.6955,
    13.205,   21.5869,   21.5835,
    13.303,   21.4551,   21.4524,
    13.400,   21.3093,   21.3067,
    13.500,   20.8502,   20.8465,
    13.600,   20.3448,   20.3436,
    13.701,   20.4074,   20.4056,
    13.803,   21.0030,   21.0000,
    13.900,   20.9109,   20.9092,
    14.000,   20.7591,   20.7563,
    14.100,   20.8028,   20.7970,
    14.201,   20.6241,   20.6203,
    14.304,   20.3978,   20.3933,
    14.400,   20.1946,   20.1920,
    14.500,   19.7480,   19.7413,
    14.600,   19.1819,   19.1743,
    14.702,   19.3805,   19.3758,
    14.801,   19.7257,   19.7229,
    14.900,   19.5208,   19.5148,
    15.000,   19.2505,   19.2408,
    15.100,   19.0634,   19.0524,
    15.201,   18.6915,   18.6856,
    15.303,   18.3123,   18.3056,
    15.400,   17.8816,   17.8804,
    15.500,   16.9408,   16.9350,
    15.600,   16.6253,   16.6145,
    15.701,   16.4252,   16.4203,
    15.807,   16.5464,   16.5368,
    15.900,   16.3327,   16.3286,
    16.000,   15.9746,   15.9620,
    16.100,   16.0260,   16.0145,
    16.202,   15.9127,   15.9029,
    16.304,   15.7111,   15.7019,
    16.400,   15.5190,   15.5024,
    16.500,   15.3453,   15.3382,
    16.600,   15.2102,   15.2058,
    16.701,   15.0668,   15.0619,
    16.803,   14.9325,   14.9278,
    16.900,   14.8171,   14.8098,
    17.000,   14.6776,   14.6728,
    17.100,   14.5509,   14.5463,
    17.201,   14.4288,   14.4242,
    17.303,   14.3068,   14.3027,
    17.400,   14.1958,   14.1927,
    17.500,   14.0839,   14.0799,
    17.600,   14.0017,   13.9985,
    17.704,   13.9316,   13.9264,
    17.803,   13.7952,   13.7917,
    17.900,   13.6688,   13.6651,
    18.000,   13.5511,   13.5467,
    18.100,   13.4424,   13.4348,
    18.201,   13.3213,   13.3173,
    18.307,   13.1969,   13.1892,
    18.400,   13.0803,   13.0708,
    18.500,   12.9668,   12.9617,
    18.600,   12.8897,   12.8864,
    18.708,   12.8100,   12.8014,
    18.801,   12.6276,   12.6253,
    18.900,   12.6069,   12.6047,
    19.000,   12.3849,   12.3778,
    19.100,   12.2534,   12.2432,
    19.208,   12.1230,   12.1114,
    19.303,   11.9927,   11.9900,
    19.400,   11.8614,   11.8514,
    19.500,   11.7508,   11.7466,
    19.600,   11.6573,   11.6530,
    19.701,   11.5454,   11.5408,
    19.803,   11.3996,   11.3946,
    19.900,   11.0543,   11.0493,
    20.000,   10.9125,   10.9001,
    20.100,   10.7404,   10.7226,
    20.201,   10.5756,   10.5725,
    20.303,   10.3689,   10.3656,
    20.400,    9.9588,    9.9468,
    20.500,   10.0166,    9.9985,
    20.600,    9.9560,    9.9403,
    20.703,    9.5820,    9.5750,
    20.801,    9.3891,    9.3852,
    20.900,    9.1773,    9.1718,
    21.000,    9.0070,    8.9881,
    21.100,    8.7974,    8.7968,
    21.201,    8.6406,    8.6385,
    21.302,    8.5319,    8.5268,
    21.400,    8.4282,    8.4247,
    21.500,    8.3040,    8.2999,
    21.600,    8.3210,    8.3180,
    21.702,    8.2274,    8.2267,
    21.802,    7.9303,    7.9262,
    21.900,    7.8624,    7.8591,
    22.000,    7.7966,    7.7900,
    22.100,    7.6876,    7.6839,
    22.208,    7.6432,    7.6373,
    22.302,    7.5982,    7.5956,
    22.400,    7.5444,    7.5423,
    22.500,    7.5313,    7.5287,
    22.600,    7.6048,    7.6023,
    22.701,    7.3859,    7.3854,
    22.802,    7.1616,    7.1593,
    22.900,    7.1167,    7.1149,
    23.000,    7.0771,    7.0746,
    23.100,    7.0197,    7.0176,
    23.201,    6.9842,    6.9838,
    23.302,    6.9600,    6.9586,
    23.400,    6.9406,    6.9394,
    23.500,    6.9096,    6.9081,
    23.600,    6.8835,    6.8819,
    23.701,    6.8423,    6.8421,
    23.802,    6.8159,    6.8146,
    23.900,    6.7899,    6.7887,
    24.000,    6.7584,    6.7570,
    24.100,    6.7339,    6.7325,
    24.202,    6.7107,    6.7105,
    24.302,    6.6863,    6.6852,
    24.400,    6.6613,    6.6602,
    24.500,    6.6579,    6.6568,
    24.600,    6.6354,    6.6343,
    24.704,    6.6139,    6.6133,
    24.802,    6.5777,    6.5765,
    24.900,    6.5355,    6.5342,
    25.000,    6.5070,    6.5059,
    25.100,    6.4559,    6.4544,
    25.202,    6.4295,    6.4292,
    25.302,    6.4037,    6.4022,
    25.400,    6.3707,    6.3696,
    25.500,    6.3377,    6.3362,
    25.600,    6.2869,    6.2865,
    25.702,    6.2781,    6.2778,
    25.802,    6.2662,    6.2644,
    25.900,    6.2295,    6.2289,
    26.000,    6.1949,    6.1939,
    26.100,    6.2036,    6.2028,
    26.202,    6.1502,    6.1494,
    26.302,    6.0962,    6.0952,
    26.400,    6.0222,    6.0209,
    26.500,    6.0046,    6.0041,
    26.600,    6.0055,    6.0049,
    26.708,    5.9823,    5.9816,
    26.802,    5.9716,    5.9711,
    26.900,    5.9616,    5.9610,
    27.000,    5.8674,    5.8656,
    27.100,    5.8618,    5.8612,
    27.201,    5.7951,    5.7948,
    27.302,    5.7573,    5.7559,
    27.400,    5.7183,    5.7173,
    27.500,    5.6831,    5.6820,
    27.600,    5.6591,    5.6585,
    27.704,    5.6406,    5.6401,
    27.802,    5.6074,    5.6065,
    27.900,    5.5662,    5.5661,
    28.000,    5.5378,    5.5368,
    28.100,    5.5115,    5.5102,
    28.208,    5.4838,    5.4817,
    28.302,    5.4577,    5.4561,
    28.400,    5.4312,    5.4305,
    28.500,    5.4140,    5.4133,
    28.600,    5.4018,    5.4010,
    28.701,    5.3839,    5.3837,
    28.802,    5.3589,    5.3580,
    28.900,    5.2998,    5.2989,
    29.000,    5.2744,    5.2728,
    29.100,    5.2472,    5.2461,
    29.208,    5.2196,    5.2178,
    29.302,    5.1917,    5.1909,
    29.400,    5.1648,    5.1623,
    29.500,    5.1396,    5.1376,
    29.600,    5.1243,    5.1236,
    29.701,    5.1108,    5.1107,
    29.802,    5.0927,    5.0921,
    29.900,    5.0595,    5.0588,
    30.000,    4.9981,    4.9970,
    30.100,    4.9668,    4.9657,
    30.202,    4.9322,    4.9319,
    30.302,    4.8967,    4.8953,
    30.400,    4.8602,    4.8591,
    30.500,    4.8268,    4.8256,
    30.600,    4.8037,    4.8026,
    30.702,    4.7787,    4.7785,
    30.802,    4.7474,    4.7461,
    30.900,    4.7129,    4.7118,
    31.000,    4.6863,    4.6843,
    31.100,    4.6651,    4.6635,
    31.202,    4.6288,    4.6288,
    31.300,    4.5915,    4.5896,
    31.400,    4.6101,    4.6086,
    31.500,    4.5642,    4.5620,
    31.600,    4.5892,    4.5873,
    31.706,    4.5455,    4.5412,
    31.802,    4.4964,    4.4941,
    31.900,    4.4517,    4.4498,
    32.000,    4.4805,    4.4744,
    32.100,    4.4259,    4.4254,
    32.208,    4.3792,    4.3736,
    32.302,    4.3893,    4.3864,
    32.400,    4.3359,    4.3339,
    32.500,    4.2747,    4.2716,
    32.600,    4.2269,    4.2243,
    32.702,    4.1951,    4.1927,
    32.802,    4.1530,    4.1491,
    32.900,    4.1055,    4.1039,
    33.000,    4.0148,    4.0117,
    33.100,    3.8983,    3.8950,
    33.202,    3.7842,    3.7815,
    33.302,    3.6869,    3.6826,
    33.400,    3.5919,    3.5897,
    33.500,    3.5080,    3.5051,
    33.600,    3.4427,    3.4405,
    33.708,    3.3657,    3.3634,
    33.802,    3.2939,    3.2931,
    33.900,    3.2381,    3.2369,
    34.000,    3.2191,    3.2173,
    34.100,    3.2073,    3.2067,
    34.202,    3.2150,    3.2147,
    34.301,    3.2166,    3.2163,
    34.400,    3.2239,    3.2233,
    34.500,    3.2525,    3.2523,
    34.600,    3.2682,    3.2682,
    34.702,    3.3064,    3.3067,
    34.801,    3.3344,    3.3348,
    34.900,    3.3696,    3.3695,
    35.000,    3.3872,    3.3869,
    35.100,    3.3899,    3.3895,
    35.208,    3.4002,    3.3989,
    35.302,    3.4086,    3.4083,
    35.400,    3.4149,    3.4146,
    35.500,    3.4323,    3.4323,
    35.600,    3.4345,    3.4351,
    35.708,    3.4658,    3.4667,
    35.801,    3.4641,    3.4647,
    35.900,    3.4743,    3.4742,
    36.000,    3.5097,    3.5098,
    36.100,    3.5292,    3.5290,
    36.208,    3.5117,    3.5114,
    36.301,    3.5419,    3.5416,
    36.400,    3.5112,    3.5109,
    36.500,    3.5004,    3.4997,
    36.600,    3.5045,    3.5041,
    36.703,    3.5169,    3.5165,
    36.801,    3.5429,    3.5425,
    36.900,    3.5401,    3.5397,
    37.000,    3.5218,    3.5208,
    37.100,    3.4979,    3.4968,
    37.207,    3.4373,    3.4347,
    37.301,    3.4492,    3.4485,
    37.400,    3.4291,    3.4288,
    37.500,    3.4205,    3.4187,
    37.600,    3.4091,    3.4076,
    37.703,    3.3997,    3.3988,
    37.801,    3.3331,    3.3320,
    37.900,    3.3008,    3.3001,
    38.000,    3.2697,    3.2685,
    38.100,    3.2543,    3.2531,
    38.203,    3.2258,    3.2250,
    38.302,    3.2028,    3.2021,
    38.400,    3.1744,    3.1741,
    38.500,    3.2134,    3.2120,
    38.600,    3.1685,    3.1669,
    38.704,    3.1201,    3.1192,
    38.802,    3.1039,    3.1026,
    38.900,    3.0595,    3.0588,
    39.000,    3.0583,    3.0559,
    39.100,    3.0461,    3.0456,
    39.207,    3.0265,    3.0247,
    39.302,    2.9937,    2.9923,
    39.400,    2.9501,    2.9497,
    39.500,    2.9145,    2.9139,
    39.600,    2.9019,    2.9016,
    39.701,    2.8158,    2.8155,
    39.802,    2.7970,    2.7967,
    39.900,    2.7771,    2.7767,
    40.000,    2.7465,    2.7455,
    40.100,    2.7022,    2.7013,
    40.205,    2.6415,    2.6415,
    40.302,    2.5998,    2.5980,
    40.400,    2.5779,    2.5771,
    40.500,    2.5607,    2.5597,
    40.600,    2.5542,    2.5534,
    40.702,    2.5653,    2.5654,
    40.802,    2.5691,    2.5683,
    40.900,    2.5646,    2.5635,
    41.000,    2.5538,    2.5524,
    41.100,    2.5365,    2.5357,
    41.207,    2.4901,    2.4871,
    41.301,    2.4407,    2.4398,
    41.400,    2.4152,    2.4142,
    41.500,    2.4204,    2.4194,
    41.600,    2.4453,    2.4441,
    41.708,    2.5126,    2.5109,
    41.802,    2.4846,    2.4840,
    41.900,    2.4346,    2.4339,
    42.000,    2.3891,    2.3882,
    42.100,    2.3345,    2.3337,
    42.206,    2.2727,    2.2726,
    42.300,    2.1712,    2.1703,
    42.400,    2.0753,    2.0747,
    42.500,    2.0318,    2.0302,
    42.600,    2.0261,    2.0261,
    42.702,    2.0945,    2.0935,
    42.800,    2.0967,    2.0956,
    42.900,    2.0089,    2.0074,
    43.000,    1.8950,    1.8931,
    43.100,    1.7901,    1.7898,
    43.208,    1.7258,    1.7238,
    43.302,    1.6811,    1.6805,
    43.400,    1.6483,    1.6456,
    43.500,    1.6253,    1.6243,
    43.600,    1.6146,    1.6140,
    43.703,    1.6305,    1.6298,
    43.801,    1.5525,    1.5519,
    43.900,    1.5646,    1.5641,
    44.000,    1.5344,    1.5336,
    44.100,    1.5187,    1.5184,
    44.208,    1.5289,    1.5273,
    44.302,    1.5139,    1.5134,
    44.400,    1.5013,    1.4995,
    44.500,    1.4884,    1.4879,
    44.600,    1.5039,    1.5034,
    44.703,    1.4372,    1.4368,
    44.801,    1.3940,    1.3938,
    44.900,    1.3939,    1.3937,
    45.000,    1.3921,    1.3916,
    45.100,    1.3956,    1.3954,
    45.208,    1.3922,    1.3918,
    45.302,    1.3889,    1.3886,
    45.400,    1.3920,    1.3915,
    45.500,    1.3842,    1.3839,
    45.600,    1.3587,    1.3587,
    45.706,    1.3677,    1.3677,
    45.801,    1.3752,    1.3752,
    45.900,    1.3816,    1.3815,
    46.000,    1.3846,    1.3846,
    46.100,    1.3854,    1.3852,
    46.208,    1.3838,    1.3836,
    46.302,    1.3878,    1.3876,
    46.400,    1.3885,    1.3885,
    46.500,    1.3927,    1.3929,
    46.600,    1.3909,    1.3908,
    46.707,    1.4023,    1.4022,
    46.801,    1.4104,    1.4105,
    46.900,    1.4220,    1.4219,
    47.000,    1.4274,    1.4272,
    47.100,    1.4284,    1.4283,
    47.207,    1.4270,    1.4267,
    47.302,    1.4255,    1.4255,
    47.400,    1.4351,    1.4349,
    47.500,    1.4333,    1.4331,
    47.600,    1.4283,    1.4281,
    47.708,    1.4268,    1.4266,
    47.802,    1.4371,    1.4371,
    47.900,    1.4445,    1.4445,
    48.000,    1.4485,    1.4484,
    48.100,    1.4385,    1.4384,
    48.208,    1.4205,    1.4212,
    48.302,    1.4163,    1.4162,
    48.400,    1.4028,    1.4027,
    48.500,    1.4047,    1.4047,
    48.600,    1.3965,    1.3965,
    48.708,    1.4112,    1.4111,
    48.802,    1.3769,    1.3768,
    48.900,    1.3682,    1.3683,
    49.000,    1.3739,    1.3738,
    49.100,    1.3764,    1.3764,
    49.203,    1.3778,    1.3777,
    49.302,    1.3783,    1.3782,
    49.400,    1.3787,    1.3785,
    49.500,    1.3947,    1.3945,
    49.600,    1.3696,    1.3695,
    49.707,    1.3528,    1.3526,
    49.802,    1.3664,    1.3663,
    49.900,    1.3697,    1.3696,
    50.000,    1.3702,    1.3701,
    50.100,    1.3609,    1.3609,
    50.202,    1.3652,    1.3651,
    50.301,    1.3707,    1.3707,
    50.400,    1.3767,    1.3767,
    50.500,    1.3935,    1.3935,
    50.600,    1.4206,    1.4206,
    50.702,    1.4196,    1.4196,
    50.800,    1.3777,    1.3776,
    50.900,    1.3824,    1.3823,
    51.000,    1.3754,    1.3753,
    51.100,    1.3721,    1.3720,
    51.204,    1.3720,    1.3720,
    51.302,    1.3799,    1.3798,
    51.400,    1.3782,    1.3782,
    51.500,    1.3808,    1.3808,
    51.600,    1.3924,    1.3923,
    51.704,    1.3790,    1.3788,
    51.806,    1.3821,    1.3819,
    51.900,    1.3782,    1.3780,
    52.000,    1.3851,    1.3849,
    52.100,    1.2921,    1.2919,
    52.204,    1.3125,    1.3124,
    52.305,    1.3625,    1.3624,
    52.400,    1.3717,    1.3714,
    52.500,    1.3765,    1.3763,
    52.600,    1.3170,    1.3170,
    52.703,    1.3159,    1.3159,
    52.801,    1.3159,    1.3159,
    52.900,    1.3305,    1.3305,
    53.000,    1.3390,    1.3391,
    53.100,    1.3428,    1.3428,
    53.202,    1.3405,    1.3406,
    53.300,    1.3465,    1.3465,
    53.400,    1.3485,    1.3485,
    53.500,    1.3553,    1.3553,
    53.600,    1.3522,    1.3522,
    53.701,    1.3511,    1.3511,
    53.802,    1.3492,    1.3493,
    53.900,    1.3527,    1.3527,
    54.000,    1.3543,    1.3543,
    54.100,    1.3554,    1.3554,
    54.201,    1.3591,    1.3591,
    54.300,    1.3613,    1.3613,
    54.400,    1.3624,    1.3624,
    54.500,    1.3616,    1.3616,
    54.600,    1.3665,    1.3667,
    54.701,    1.3804,    1.3808,
    54.802,    1.4327,    1.4349,
    54.900,    1.5351,    1.5390,
    55.000,    1.7147,    1.7203,
    55.100,    1.8555,    1.8619,
    55.202,    1.9992,    2.0049,
    55.302,    2.1367,    2.1442,
    55.400,    2.2773,    2.2801,
    55.500,    2.4038,    2.4120,
    55.600,    2.5360,    2.5443,
    55.704,    2.6560,    2.6581,
    55.802,    2.7735,    2.7821,
    55.900,    2.8811,    2.8851,
    56.000,    2.9779,    2.9809,
    56.100,    3.0601,    3.0626,
    56.201,    3.1380,    3.1383,
    56.302,    3.2029,    3.2050,
    56.400,    3.2309,    3.2324,
    56.500,    3.2912,    3.2929,
    56.600,    3.3392,    3.3404,
    56.701,    3.3812,    3.3817,
    56.802,    3.3993,    3.3995,
    56.900,    3.3979,    3.3978,
    57.000,    3.3833,    3.3830,
    57.100,    3.3564,    3.3556,
    57.202,    3.3766,    3.3762,
    57.302,    3.3375,    3.3364,
    57.400,    3.2952,    3.2944,
    57.500,    3.2515,    3.2496,
    57.600,    3.2626,    3.2612,
    57.700,    3.2158,    3.2147,
    57.800,    3.1626,    3.1612,
    57.900,    3.0990,    3.0969,
    58.000,    3.0256,    3.0227,
    58.100,    2.9946,    2.9916,
    58.202,    2.8890,    2.8888,
    58.302,    2.7787,    2.7740,
    58.400,    2.6591,    2.6558,
    58.500,    2.5324,    2.5295,
    58.600,    2.4274,    2.4244,
    58.702,    2.3746,    2.3704,
    58.801,    2.2914,    2.2888,
    58.900,    2.2369,    2.2343,
    59.000,    2.1979,    2.1946,
    59.100,    2.1672,    2.1634,
    59.203,    2.1325,    2.1290,
    59.301,    2.0920,    2.0894,
    59.400,    2.0415,    2.0396,
    59.500,    1.9600,    1.9578,
    59.600,    1.8690,    1.8679,
    59.700,    1.8050,    1.8047,
    59.802,    1.7672,    1.7661,
    59.900,    1.7440,    1.7434,
    60.000,    1.7298,    1.7285,
    60.100,    1.7163,    1.7154,
    60.204,    1.7032,    1.7027,
    60.301,    1.6919,    1.6911,
    60.400,    1.6769,    1.6761,
    60.500,    1.6774,    1.6771,
    60.600,    1.6794,    1.6792,
    60.700,    1.6800,    1.6796,
    60.802,    1.6808,    1.6805,
    60.900,    1.6807,    1.6806,
    61.000,    1.6749,    1.6745,
    61.100,    1.6581,    1.6577,
    61.201,    1.6406,    1.6403,
    61.304,    1.6628,    1.6627,
    61.400,    1.6974,    1.6968,
    61.500,    1.7031,    1.7029,
    61.600,    1.7077,    1.7076,
    61.701,    1.7118,    1.7117,
    61.803,    1.7080,    1.7079,
    61.900,    1.6778,    1.6775,
    62.000,    1.6591,    1.6589,
    62.100,    1.6279,    1.6277,
    62.201,    1.6152,    1.6151,
    62.308,    1.6112,    1.6111,
    62.400,    1.6383,    1.6382,
    62.500,    1.6460,    1.6460,
    62.600,    1.6533,    1.6535,
    62.704,    1.6606,    1.6613,
    62.803,    1.6778,    1.6783,
    62.900,    1.6932,    1.6935,
    63.000,    1.7053,    1.7058,
    63.100,    1.7369,    1.7377,
    63.201,    1.7528,    1.7530,
    63.306,    1.7726,    1.7729,
    63.400,    1.7971,    1.7987,
    63.500,    1.8466,    1.8477,
    63.600,    1.8827,    1.8849,
    63.701,    1.9244,    1.9251,
    63.803,    1.9821,    1.9839,
    63.900,    2.0230,    2.0249,
    64.000,    2.0587,    2.0604,
    64.100,    2.0833,    2.0857,
    64.201,    2.1056,    2.1069,
    64.304,    2.1228,    2.1249,
    64.400,    2.1369,    2.1392,
    64.500,    2.1490,    2.1506,
    64.600,    2.1579,    2.1600,
    64.707,    2.1665,    2.1682,
    64.801,    2.1720,    2.1727,
    64.900,    2.1733,    2.1742,
    65.000,    2.1483,    2.1486,
    65.100,    2.1489,    2.1492,
    65.201,    2.1485,    2.1487,
    65.303,    2.1479,    2.1480,
    65.400,    2.1471,    2.1473,
    65.500,    2.1474,    2.1476,
    65.600,    2.1475,    2.1476,
    65.701,    2.1479,    2.1481,
    65.802,    2.1497,    2.1499,
    65.900,    2.1345,    2.1347,
    66.000,    2.1397,    2.1399,
    66.100,    2.1458,    2.1460,
    66.201,    2.1521,    2.1523,
    66.304,    2.1380,    2.1380,
    66.400,    2.1421,    2.1422,
    66.500,    2.1458,    2.1459,
    66.600,    2.1493,    2.1493,
    66.703,    2.1531,    2.1532,
    66.800,    2.1426,    2.1426,
    66.900,    2.1472,    2.1472,
    67.000,    2.1503,    2.1502,
    67.100,    2.1522,    2.1522,
    67.201,    2.1512,    2.1511,
    67.301,    2.1472,    2.1472,
    67.400,    2.1457,    2.1455,
    67.500,    2.1451,    2.1450,
    67.600,    2.1445,    2.1445,
    67.706,    2.1441,    2.1441,
    67.802,    2.1442,    2.1442,
    67.900,    2.1437,    2.1435,
    68.000,    2.1414,    2.1411,
    68.100,    2.1377,    2.1374,
    68.204,    2.1334,    2.1331,
    68.303,    2.1291,    2.1289,
    68.400,    2.1154,    2.1151,
    68.500,    2.1118,    2.1116,
    68.600,    2.1091,    2.1089,
    68.708,    2.1059,    2.1056,
    68.806,    2.1020,    2.1019,
    68.900,    2.0980,    2.0976,
    69.000,    2.0932,    2.0928,
    69.100,    2.0885,    2.0882,
    69.201,    2.0833,    2.0831,
    69.303,    2.0774,    2.0771,
    69.400,    2.0726,    2.0723,
    69.500,    2.0673,    2.0669,
    69.600,    2.0615,    2.0612,
    69.708,    2.0556,    2.0551,
    69.806,    2.0495,    2.0492,
    69.900,    2.0420,    2.0415,
    70.000,    2.0343,    2.0339,
    70.100,    2.0255,    2.0249,
    70.202,    2.0170,    2.0165,
    70.303,    2.0076,    2.0072,
    70.400,    1.9974,    1.9971,
    70.500,    1.9806,    1.9802,
    70.600,    1.9661,    1.9657,
    70.701,    1.9517,    1.9513,
    70.802,    1.9386,    1.9382,
    70.900,    1.9262,    1.9259,
    71.000,    1.9125,    1.9121,
    71.100,    1.9000,    1.8996,
    71.201,    1.8953,    1.8947,
    71.303,    1.8800,    1.8795,
    71.400,    1.8995,    1.8998,
    71.500,    1.9354,    1.9381,
    71.600,    2.0097,    2.0140,
    71.700,    2.1098,    2.1135,
    71.803,    2.2220,    2.2262,
    71.900,    2.3335,    2.3373,
    72.000,    2.4267,    2.4299,
    72.100,    2.5072,    2.5100,
    72.201,    2.5892,    2.5918,
    72.303,    2.6584,    2.6614,
    72.400,    2.7111,    2.7132,
    72.500,    2.7593,    2.7622,
    72.600,    2.8158,    2.8178,
    72.701,    2.8734,    2.8761,
    72.803,    2.9363,    2.9390,
    72.900,    2.9965,    2.9990,
    73.000,    3.0581,    3.0615,
    73.100,    3.1295,    3.1342,
    73.202,    3.2029,    3.2059,
    73.304,    3.2783,    3.2812,
    73.400,    3.3460,    3.3495,
    73.500,    3.4220,    3.4259,
    73.600,    3.4848,    3.4910,
    73.705,    3.5513,    3.5541,
    73.801,    3.6027,    3.6050,
    73.900,    3.6534,    3.6574,
    74.000,    3.7011,    3.7034,
    74.100,    3.7361,    3.7382,
    74.205,    3.7663,    3.7677,
    74.301,    3.7917,    3.7928,
    74.400,    3.8125,    3.8142,
    74.500,    3.8319,    3.8332,
    74.600,    3.8482,    3.8499,
    74.704,    3.8675,    3.8679,
    74.802,    3.8972,    3.8988,
    74.900,    3.9314,    3.9335,
    75.000,    3.9667,    3.9689,
    75.100,    3.9533,    3.9556,
    75.201,    3.9866,    3.9888,
    75.303,    4.0215,    4.0236,
    75.400,    4.0530,    4.0552,
    75.500,    4.0833,    4.0853,
    75.600,    4.1123,    4.1142,
    75.701,    4.1490,    4.1511,
    75.803,    4.1907,    4.1926,
    75.900,    4.2379,    4.2401,
    76.000,    4.2866,    4.2899,
    76.100,    4.3483,    4.3496,
    76.202,    4.3595,    4.3606,
    76.304,    4.3879,    4.3884,
    76.400,    4.4035,    4.4035,
    76.500,    4.4141,    4.4147,
    76.600,    4.4308,    4.4319,
    76.703,    4.4504,    4.4517,
    76.805,    4.4697,    4.4708,
    76.900,    4.4906,    4.4916,
    77.000,    4.5067,    4.5074,
    77.100,    4.5202,    4.5206,
    77.204,    4.5327,    4.5327,
    77.306,    4.5359,    4.5356,
    77.400,    4.5245,    4.5241,
    77.500,    4.5106,    4.5101,
    77.600,    4.4920,    4.4915,
    77.704,    4.4736,    4.4732,
    77.806,    4.4528,    4.4523,
    77.900,    4.4282,    4.4274,
