JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),     TDS,    Gen1,    ISS1,    ISS2,     TSS,    TISS,TISSIN  (kg/d),TISSOUT (kg/d),
     2.000,   633.510,   441.372,     6.626,     0.001,    38.123,     0.000,     0.497,    53.972,   825.110,     1.000,     6.626,  -117.368,     0.000,   263.285,   337.598,    30.158,    12.897,    23.017,     0.998,     0.020,     2.456,     2.476,     2.476, 0.000E+00, 0.000E+00,
     2.100,   630.610,   441.384,     6.618,     0.005,    73.287,     0.000,     0.498,    53.984,   825.110,     1.000,     6.618,  -121.444,     0.000,   261.357,   337.556,    31.545,    13.701,    23.019,     1.098,     0.027,     2.452,     2.478,     2.478, 0.000E+00, 0.000E+00,
     2.204,   620.691,   441.376,     6.609,     0.004,    70.194,     0.000,     0.498,    53.976,   825.110,     1.000,     6.609,  -117.303,     0.000,   260.825,   337.515,    28.670,    11.944,    23.022,     1.201,     0.033,     2.448,     2.480,     2.480, 0.000E+00, 0.000E+00,
     2.306,   612.457,   441.373,     6.601,     0.007,    70.376,     0.000,     0.498,    53.973,   825.110,     1.000,     6.601,  -104.942,     0.000,   261.932,   337.473,    24.758,     4.642,    23.026,     1.302,     0.039,     2.443,     2.481,     2.481, 0.000E+00, 0.000E+00,
     2.400,   602.629,   441.374,     6.594,     0.011,    72.268,    42.661,     0.498,    53.974,   825.110,     1.000,     6.594,   -36.627,    40.246,   272.933,   337.441,    18.889,    -6.524,    23.030,     1.395,     0.044,     2.438,     2.483,     2.483, 0.000E+00, 0.000E+00,
     2.500,   584.530,   441.375,     6.617,     0.010,    71.568,   140.131,     0.496,    53.975,   825.110,     1.000,     6.594,   109.850,   132.199,   290.292,   337.535,    -6.369,   -18.525,    23.033,     1.491,     0.049,     2.405,     2.456,     2.456, 0.000E+00, 0.000E+00,
     2.600,   565.986,   441.383,     6.681,     0.004,    74.268,   211.732,     0.494,    53.983,   825.110,     1.000,     6.598,   157.841,   199.748,   276.154,   337.847,     1.095,   -20.881,    23.034,     1.587,     0.057,     2.368,     2.426,     2.426, 0.000E+00, 0.000E+00,
     2.703,   552.277,   441.394,     6.714,    -0.001,    71.850,    54.757,     0.491,    53.994,   825.110,     1.000,     6.597,   -17.037,    51.658,   263.522,   338.029,     6.657,   -12.469,    23.035,     1.685,     0.062,     2.336,     2.399,     2.399, 0.000E+00, 0.000E+00,
     2.804,   533.096,   441.409,     6.643,     0.008,    72.326,     0.000,     0.488,    54.009,   825.110,     1.000,     6.584,  -116.133,     0.000,   243.086,   337.699,    15.009,     6.511,    23.037,     1.782,     0.066,     2.308,     2.375,     2.375, 0.000E+00, 0.000E+00,
     2.900,   525.947,   441.428,     6.598,     0.016,    73.848,     0.000,     0.488,    54.028,   825.110,     1.000,     6.571,  -115.884,     0.000,   242.945,   337.465,    15.234,     6.130,    23.036,     1.880,     0.064,     2.320,     2.384,     2.384, 0.000E+00, 0.000E+00,
     3.000,   516.891,   441.450,     6.567,     0.021,    78.665,     0.000,     0.492,    54.050,   825.110,     1.000,     6.558,  -116.344,     0.000,   244.784,   337.313,    15.510,     8.305,    23.045,     1.985,     0.062,     2.368,     2.430,     2.430, 0.000E+00, 0.000E+00,
     3.100,   528.692,   441.463,     6.544,     0.023,    84.487,     0.000,     0.492,    54.063,   825.110,     1.000,     6.545,  -121.400,     0.000,   243.225,   337.204,    17.851,     9.570,    23.059,     2.082,     0.074,     2.367,     2.442,     2.442, 0.000E+00, 0.000E+00,
     3.202,   532.771,   441.474,     6.532,     0.025,    79.155,     0.000,     0.505,    54.074,   825.110,     1.000,     6.532,  -124.419,     0.000,   241.971,   337.141,    18.434,    10.816,    23.113,     2.177,     0.151,     2.400,     2.551,     2.551, 0.000E+00, 0.000E+00,
     3.304,   539.788,   441.486,     6.516,     0.023,    78.751,     0.000,     0.506,    54.086,   825.110,     1.000,     6.517,  -130.996,     0.000,   239.780,   337.070,    19.708,    13.998,    23.123,     2.275,     0.173,     2.394,     2.568,     2.568, 0.000E+00, 0.000E+00,
     3.400,   542.614,   441.497,     6.504,     0.013,    80.225,    44.459,     0.510,    54.097,   825.110,     1.000,     6.504,   -80.865,    41.943,   244.766,   337.006,    19.672,    10.896,    23.135,     2.366,     0.210,     2.391,     2.602,     2.602, 0.000E+00, 0.000E+00,
