$STR WITHDRAWAL AT SEG11                                     ELEV OF WITHDRAWAL CENTERLINE:470.     

JDAY,     TDS,    Gen1,    ISS1,    ISS2,
    16.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    16.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    16.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    16.701,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    16.803,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    16.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    17.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    17.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    17.201,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    17.303,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    17.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    17.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    17.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    17.704,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    17.803,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    17.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    18.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    18.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    18.201,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    18.307,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    18.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    18.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    18.600,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    18.708,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    18.801,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    18.900,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    19.000,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    19.100,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    19.208,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    19.303,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    19.400,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
    19.500,  -99.0000,  -99.0000,  -99.0000,  -99.0000,
