$STR WITHDRAWAL AT SEG11                                     ELEV OF WITHDRAWAL CENTERLINE:470.     

JDAY,QWD(m3s-1)
   125.900,   33.8450
   126.000,   33.8450
   126.100,   32.5790
   126.200,   32.5790
   126.302,   32.5790
   126.400,   32.5790
   126.500,   32.5790
   126.600,   32.5790
   126.700,   32.5790
   126.800,   32.5790
   126.900,   32.5790
   127.000,   32.5790
   127.100,   29.4160
   127.200,   29.4160
   127.303,   29.4160
   127.400,   29.4160
   127.500,   29.4160
   127.600,   29.4160
   127.700,   29.4160
   127.801,   29.4160
   127.900,   29.4160
   128.000,   29.4160
   128.100,   26.8860
   128.204,   26.8860
   128.305,   26.8860
   128.402,   26.8860
   128.500,   26.8860
   128.600,   26.8860
   128.700,   26.8860
   128.801,   26.8860
   128.900,   26.8860
   129.000,   26.8860
   129.100,   25.8320
   129.204,   25.8320
   129.302,   25.8320
   129.400,   25.8320
   129.500,   25.8320
   129.600,   25.8320
   129.700,   25.8320
   129.802,   25.8320
   129.900,   25.8320
   130.000,   25.8320
   130.100,   24.3560
   130.204,   24.3560
   130.303,   24.3560
   130.400,   24.3560
   130.500,   24.3560
   130.600,   24.3560
   130.700,   24.3560
   130.802,   24.3560
   130.900,   24.3560
   131.000,   24.3560
   131.100,   24.3560
   131.204,   24.3560
   131.302,   24.3560
   131.400,   24.3560
   131.500,   24.3560
   131.600,   24.3560
   131.700,   24.3560
   131.802,   24.3560
   131.900,   24.3560
   132.000,   24.3560
   132.100,   26.8002
   132.204,   26.0430
   132.302,   26.0430
   132.400,   26.0430
   132.500,   26.0430
   132.600,   26.0430
   132.700,   26.0430
   132.801,   26.0430
   132.902,   26.0430
   133.000,   26.0430
   133.100,   32.1239
   133.200,   30.0490
   133.301,   30.0490
   133.400,   30.0490
   133.500,   30.0490
   133.600,   30.0490
   133.700,   30.0490
   133.801,   30.0490
   133.900,   30.0490
   134.000,   30.0490
   134.100,   30.2600
   134.203,   30.2600
   134.303,   30.2600
   134.400,   30.2600
   134.500,   30.2600
   134.600,   30.2600
   134.700,   30.2600
   134.800,   30.2600
   134.902,   30.2600
   135.000,   30.2600
   135.100,   31.2398
   135.203,   31.1030
   135.302,   31.1030
   135.400,   31.1030
   135.500,   31.1030
   135.600,   31.1030
   135.700,   31.1030
   135.800,   31.1030
   135.900,   31.1030
   136.000,   31.1030
   136.100,   30.6820
   136.200,   30.6820
   136.303,   30.6820
   136.400,   30.6820
   136.500,   30.6820
   136.600,   30.6820
   136.706,   30.6820
   136.800,   30.6820
   136.900,   30.6820
   137.000,   30.6820
   137.100,   32.6958
   137.200,   32.1580
   137.302,   32.1580
   137.400,   32.1580
   137.500,   32.1580
   137.600,   32.1580
   137.700,   32.1580
   137.802,   32.1580
   137.902,   32.1580
   138.000,   32.1580
   138.100,   35.5372
   138.200,   34.4770
   138.302,   34.4770
   138.400,   34.4770
   138.500,   34.4770
   138.600,   34.4770
   138.700,   34.4770
   138.802,   34.4770
   138.900,   34.4770
   139.000,   34.4770
   139.100,   34.2660
   139.200,   34.2660
   139.302,   34.2660
   139.405,   34.2660
   139.500,   34.2660
   139.600,   34.2660
   139.700,   34.2660
   139.802,   34.2660
   139.902,   34.2660
   140.000,   34.2660
   140.100,   33.6340
   140.202,   33.6340
   140.303,   33.6340
   140.400,   33.6340
   140.500,   33.6340
   140.600,   33.6340
   140.700,   33.6340
   140.802,   33.6340
   140.900,   33.6340
   141.000,   33.6340
   141.100,   33.6340
   141.200,   33.6340
   141.302,   33.6340
   141.400,   33.6340
   141.500,   33.6340
   141.600,   33.6340
   141.700,   33.6340
   141.802,   33.6340
   141.900,   33.6340
   142.000,   33.6340
   142.100,   33.6340
   142.200,   33.6340
   142.302,   33.6340
   142.405,   33.6340
   142.500,   33.6340
   142.600,   33.6340
   142.700,   33.6340
   142.802,   33.6340
   142.900,   33.6340
   143.000,   33.6340
   143.100,   31.7360
   143.203,   31.7360
   143.304,   31.7360
   143.400,   31.7360
   143.500,   31.7360
   143.600,   31.7360
   143.706,   31.7360
   143.800,   31.7360
   143.900,   31.7360
   144.000,   31.7360
   144.100,   31.3140
   144.200,   31.3140
   144.303,   31.3140
   144.400,   31.3140
   144.500,   31.3140
   144.600,   31.3140
   144.708,   31.3140
   144.800,   31.3140
   144.900,   31.3140
   145.000,   31.3140
   145.100,   32.2807
   145.200,   32.1580
   145.300,   32.1580
   145.405,   32.1580
   145.500,   32.1580
   145.600,   32.1580
   145.704,   32.1580
   145.800,   32.1580
   145.900,   32.1580
   146.000,   32.1580
   146.100,   36.5755
   146.203,   35.1100
   146.302,   35.1100
   146.400,   35.1100
   146.500,   35.1100
   146.600,   35.1100
   146.700,   35.1100
   146.802,   35.1100
   146.902,   35.1100
   147.000,   35.1100
   147.100,   39.4085
   147.200,   38.0620
   147.301,   38.0620
   147.400,   38.0620
   147.500,   38.0620
   147.600,   38.0620
   147.700,   38.0620
   147.801,   38.0620
   147.900,   38.0620
   148.000,   38.0620
   148.100,   45.5174
   148.202,   42.9120
   148.304,   42.9120
   148.404,   42.9120
   148.500,   42.9120
   148.600,   42.9120
   148.700,   42.9120
   148.803,   42.9120
   148.900,   42.9120
   149.000,   42.9120
   149.100,   61.3832
   149.200,   54.5090
   149.302,   54.5090
   149.400,   54.5090
   149.500,   54.5090
   149.600,   54.5090
   149.700,   54.5090
   149.801,   54.5090
   149.900,   54.5090
   150.000,   54.5090
   150.100,   52.1900
   150.200,   52.1900
   150.303,   52.1900
   150.400,   52.1900
   150.500,   52.1900
   150.600,   52.1900
   150.704,   52.1900
   150.801,   52.1900
   150.900,   52.1900
   151.000,   52.1900
   151.100,   46.7070
   151.200,   46.7070
   151.303,   46.7070
   151.400,   46.7070
   151.500,   46.7070
   151.600,   46.7070
   151.700,   46.7070
   151.800,   46.7070
   151.900,   46.7070
   152.000,   46.7070
   152.100,   42.5710
   152.200,   42.5710
   152.300,   42.5710
   152.400,   42.5710
   152.500,   42.5710
   152.600,   42.5710
   152.700,   42.5710
   152.801,   42.5710
   152.900,   42.5710
   153.000,   42.5710
   153.100,   39.4080
   153.200,   39.4080
   153.301,   39.4080
   153.405,   39.4080
   153.500,   39.4080
   153.600,   39.4080
   153.700,   39.4080
   153.801,   39.4080
   153.900,   39.4080
   154.000,   39.4080
   154.100,   36.4560
   154.200,   36.4560
   154.302,   36.4560
   154.400,   36.4560
   154.500,   36.4560
   154.600,   36.4560
   154.708,   36.4560
   154.802,   36.4560
   154.900,   36.4560
   155.000,   36.4560
   155.100,   34.5580
   155.200,   34.5580
   155.303,   34.5580
   155.405,   34.5580
   155.500,   34.5580
   155.600,   34.5580
   155.708,   34.5580
   155.802,   34.5580
   155.900,   34.5580
   156.000,   34.5580
   156.100,   35.8275
   156.200,   35.6130
   156.301,   35.6130
   156.400,   35.6130
   156.500,   35.6130
   156.600,   35.6130
   156.700,   35.6130
   156.802,   35.6130
   156.900,   35.6130
   157.000,   35.6130
   157.100,   34.9800
   157.202,   34.9800
   157.301,   34.9800
   157.400,   34.9800
   157.500,   34.9800
   157.600,   34.9800
   157.700,   34.9800
   157.802,   34.9800
   157.900,   34.9800
   158.000,   34.9800
   158.100,   31.3950
   158.200,   31.3950
   158.302,   31.3950
   158.406,   31.3950
   158.500,   31.3950
   158.600,   31.3950
   158.700,   31.3950
   158.800,   31.3950
   158.900,   31.3950
   159.000,   31.3950
   159.100,   28.0220
   159.202,   28.0220
   159.306,   28.0220
   159.407,   28.0220
   159.500,   28.0220
   159.600,   28.0220
   159.700,   28.0220
   159.801,   28.0220
   159.900,   28.0220
   160.000,   28.0220
   160.100,   25.7020
   160.200,   25.7020
   160.307,   25.7020
   160.408,   25.7020
   160.500,   25.7020
   160.600,   25.7020
   160.700,   25.7020
   160.802,   25.7020
   160.902,   25.7020
   161.000,   25.7020
   161.100,   24.0150
   161.204,   24.0150
   161.307,   24.0150
   161.408,   24.0150
   161.500,   24.0150
   161.600,   24.0150
   161.700,   24.0150
   161.802,   24.0150
   161.900,   24.0150
   162.000,   24.0150
   162.100,   24.2260
   162.200,   24.2260
   162.303,   24.2260
   162.400,   24.2260
   162.500,   24.2260
   162.600,   24.2260
   162.700,   24.2260
   162.802,   24.2260
   162.900,   24.2260
   163.000,   24.2260
   163.100,   26.6721
   163.200,   25.9130
   163.304,   25.9130
   163.400,   25.9130
   163.500,   25.9130
   163.600,   25.9130
   163.700,   25.9130
   163.801,   25.9130
   163.900,   25.9130
   164.000,   25.9130
   164.100,   30.9804
   164.200,   29.2870
   164.302,   29.2870
   164.400,   29.2870
   164.500,   29.2870
   164.600,   29.2870
   164.702,   29.2870
   164.800,   29.2870
   164.900,   29.2870
   165.000,   29.2870
   165.100,   33.7431
   165.200,   32.2390
   165.302,   32.2390
   165.400,   32.2390
   165.500,   32.2390
   165.600,   32.2390
   165.700,   32.2390
   165.800,   32.2390
   165.900,   32.2390
   166.000,   32.2390
   166.100,   31.3950
   166.200,   31.3950
   166.302,   31.3950
   166.405,   31.3950
   166.500,   31.3950
   166.600,   31.3950
   166.700,   31.3950
   166.801,   31.3950
   166.900,   31.3950
   167.000,   31.3950
   167.100,   29.2870
   167.200,   29.2870
   167.303,   29.2870
   167.400,   29.2870
   167.500,   29.2870
   167.600,   29.2870
   167.702,   29.2870
   167.801,   29.2870
   167.900,   29.2870
   168.000,   29.2870
   168.100,   28.0220
   168.200,   28.0220
   168.305,   28.0220
   168.406,   28.0220
   168.500,   28.0220
   168.600,   28.0220
   168.700,   28.0220
   168.803,   28.0220
   168.900,   28.0220
   169.000,   28.0220
   169.100,   41.4980
   169.200,   36.4560
   169.303,   36.4560
   169.400,   36.4560
   169.500,   36.4560
   169.600,   36.4560
   169.700,   36.4560
   169.802,   36.4560
   169.900,   36.4560
   170.000,   36.4560
   170.100,   29.9190
   170.200,   29.9190
   170.304,   29.9190
   170.400,   29.9190
   170.500,   29.9190
   170.600,   29.9190
   170.700,   29.9190
   170.801,   29.9190
   170.902,   29.9190
   171.000,   29.9190
   171.100,   26.5450
   171.202,   26.5450
   171.303,   26.5450
   171.407,   26.5450
   171.500,   26.5450
   171.600,   26.5450
   171.700,   26.5450
   171.802,   26.5450
   171.900,   26.5450
   172.000,   26.5450
   172.100,   26.1240
   172.203,   26.1240
   172.303,   26.1240
   172.400,   26.1240
   172.500,   26.1240
   172.600,   26.1240
   172.700,   26.1240
   172.801,   26.1240
   172.902,   26.1240
   173.000,   26.1240
   173.100,   25.9130
   173.200,   25.9130
   173.303,   25.9130
   173.406,   25.9130
   173.500,   25.9130
   173.600,   25.9130
   173.708,   25.9130
   173.802,   25.9130
   173.900,   25.9130
   174.000,   25.9130
   174.100,   25.0690
   174.200,   25.0690
   174.305,   25.0690
   174.407,   25.0690
   174.500,   25.0690
   174.600,   25.0690
   174.700,   25.0690
   174.802,   25.0690
   174.900,   25.0690
   175.000,   25.0690
   175.100,   23.8040
   175.200,   23.8040
   175.303,   23.8040
   175.400,   23.8040
   175.500,   23.8040
   175.600,   23.8040
   175.700,   23.8040
   175.803,   23.8040
   175.900,   23.8040
   176.000,   23.8040
   176.100,   22.5390
   176.204,   22.5390
   176.303,   22.5390
   176.400,   22.5390
   176.500,   22.5390
   176.600,   22.5390
   176.705,   22.5390
   176.803,   22.5390
   176.900,   22.5390
   177.000,   22.5390
   177.100,   22.9610
   177.200,   22.9610
   177.305,   22.9610
   177.408,   22.9610
   177.500,   22.9610
   177.600,   22.9610
   177.700,   22.9610
   177.803,   22.9610
   177.900,   22.9610
   178.000,   22.9610
   178.100,   22.7500
   178.200,   22.7500
   178.303,   22.7500
   178.400,   22.7500
   178.500,   22.7500
   178.600,   22.7500
   178.700,   22.7500
   178.803,   22.7500
   178.902,   22.7500
   179.000,   22.7500
   179.100,   21.4850
   179.200,   21.4850
   179.307,   21.4850
   179.400,   21.4850
   179.500,   21.4850
   179.600,   21.4850
   179.700,   21.4850
   179.800,   21.4850
   179.900,   21.4850
   180.000,   21.4850
   180.100,   27.4301
   180.203,   25.2800
   180.305,   25.2800
   180.406,   25.2800
   180.500,   25.2800
   180.600,   25.2800
   180.702,   25.2800
   180.802,   25.2800
   180.900,   25.2800
   181.000,   25.2800
   181.100,   22.5390
   181.202,   22.5390
   181.308,   22.5390
   181.400,   22.5390
   181.500,   22.5390
   181.600,   22.5390
   181.700,   22.5390
   181.803,   22.5390
   181.902,   22.5390
   182.000,   22.5390
   182.100,   19.7880
   182.201,   19.7880
   182.301,   19.7880
   182.406,   19.7880
   182.500,   19.7880
   182.600,   19.7880
   182.700,   19.7880
   182.800,   19.7880
   182.900,   19.7880
   183.000,   19.7880
   183.100,   18.5020
   183.201,   18.5020
   183.304,   18.5020
   183.400,   18.5020
   183.500,   18.5020
   183.600,   18.5020
   183.707,   18.5020
   183.801,   18.5020
   183.900,   18.5020
   184.000,   18.5020
   184.100,   17.7220
   184.200,   17.7220
   184.304,   17.7220
   184.400,   17.7220
   184.500,   17.7220
   184.600,   17.7220
   184.700,   17.7220
   184.801,   17.7220
   184.900,   17.7220
   185.000,   17.7220
   185.100,   16.7310
   185.200,   16.7310
   185.305,   16.7310
   185.400,   16.7310
   185.500,   16.7310
   185.600,   16.7310
   185.704,   16.7310
   185.801,   16.7310
   185.903,   16.7310
   186.000,   16.7310
   186.100,   16.1820
   186.200,   16.1820
   186.307,   16.1820
   186.408,   16.1820
   186.500,   16.1820
   186.600,   16.1820
   186.700,   16.1820
   186.802,   16.1820
   186.900,   16.1820
   187.000,   16.1820
   187.100,   15.9080
   187.204,   15.9080
   187.307,   15.9080
   187.400,   15.9080
   187.500,   15.9080
   187.600,   15.9080
   187.704,   15.9080
   187.802,   15.9080
   187.900,   15.9080
   188.000,   15.9080
   188.100,   16.1190
   188.200,   16.1190
   188.305,   16.1190
   188.400,   16.1190
   188.500,   16.1190
   188.600,   16.1190
   188.700,   16.1190
   188.802,   16.1190
   188.903,   16.1190
   189.000,   16.1190
   189.100,   15.8450
   189.200,   15.8450
   189.308,   15.8450
   189.400,   15.8450
   189.500,   15.8450
   189.600,   15.8450
   189.700,   15.8450
   189.801,   15.8450
   189.900,   15.8450
   190.000,   15.8450
   190.100,   15.2760
   190.200,   15.2760
   190.304,   15.2760
   190.400,   15.2760
   190.500,   15.2760
   190.600,   15.2760
   190.700,   15.2760
   190.801,   15.2760
   190.900,   15.2760
   191.000,   15.2760
   191.100,   15.9333
   191.203,   15.8240
   191.302,   15.8240
   191.400,   15.8240
   191.500,   15.8240
   191.600,   15.8240
   191.700,   15.8240
   191.801,   15.8240
   191.903,   15.8240
   192.000,   15.8240
   192.100,   15.7400
   192.200,   15.7400
   192.302,   15.7400
   192.400,   15.7400
   192.500,   15.7400
   192.600,   15.7400
   192.706,   15.7400
   192.802,   15.7400
   192.900,   15.7400
   193.000,   15.7400
   193.100,   15.4440
   193.200,   15.4440
   193.301,   15.4440
   193.400,   15.4440
   193.500,   15.4440
   193.600,   15.4440
   193.700,   15.4440
   193.802,   15.4440
   193.903,   15.4440
   194.000,   15.4440
   194.100,   15.3600
   194.204,   15.3600
   194.304,   15.3600
   194.400,   15.3600
   194.500,   15.3600
   194.600,   15.3600
   194.700,   15.3600
   194.802,   15.3600
   194.903,   15.3600
   195.000,   15.3600
   195.100,   14.9170
   195.200,   14.9170
   195.301,   14.9170
   195.400,   14.9170
   195.500,   14.9170
   195.600,   14.9170
   195.700,   14.9170
   195.802,   14.9170
   195.900,   14.9170
   196.000,   14.9170
   196.100,   13.9890
   196.200,   13.9890
   196.302,   13.9890
   196.400,   13.9890
   196.500,   13.9890
   196.600,   13.9890
   196.700,   13.9890
   196.803,   13.9890
   196.900,   13.9890
   197.000,   13.9890
   197.100,   13.5680
   197.200,   13.5680
   197.304,   13.5680
   197.400,   13.5680
   197.500,   13.5680
   197.600,   13.5680
   197.700,   13.5680
   197.803,   13.5680
   197.900,   13.5680
   198.000,   13.5680
   198.100,   13.4620
   198.204,   13.4620
   198.304,   13.4620
   198.400,   13.4620
   198.500,   13.4620
   198.600,   13.4620
   198.700,   13.4620
   198.803,   13.4620
   198.903,   13.4620
   199.000,   13.4620
   199.100,   13.2510
   199.200,   13.2510
   199.304,   13.2510
   199.400,   13.2510
   199.500,   13.2510
   199.600,   13.2510
   199.700,   13.2510
   199.803,   13.2510
   199.900,   13.2510
   200.000,   13.2510
   200.100,   12.9770
   200.204,   12.9770
   200.304,   12.9770
   200.400,   12.9770
   200.500,   12.9770
   200.600,   12.9770
   200.700,   12.9770
   200.804,   12.9770
   200.900,   12.9770
   201.000,   12.9770
   201.100,   12.5980
   201.200,   12.5980
   201.301,   12.5980
   201.406,   12.5980
   201.500,   12.5980
   201.600,   12.5980
   201.700,   12.5980
   201.804,   12.5980
   201.901,   12.5980
   202.000,   12.5980
   202.100,   12.3660
   202.200,   12.3660
   202.302,   12.3660
   202.400,   12.3660
   202.500,   12.3660
   202.600,   12.3660
   202.700,   12.3660
   202.804,   12.3660
   202.904,   12.3660
   203.000,   12.3660
   203.100,   12.3240
   203.200,   12.3240
   203.302,   12.3240
   203.400,   12.3240
   203.500,   12.3240
   203.600,   12.3240
   203.700,   12.3240
   203.804,   12.3240
   203.900,   12.3240
   204.000,   12.3240
   204.100,   12.2600
   204.200,   12.2600
   204.304,   12.2600
   204.400,   12.2600
   204.500,   12.2600
   204.600,   12.2600
   204.700,   12.2600
   204.804,   12.2600
   204.900,   12.2600
   205.000,   12.2600
   205.100,   12.1340
   205.200,   12.1340
   205.304,   12.1340
   205.400,   12.1340
   205.500,   12.1340
   205.600,   12.1340
   205.700,   12.1340
   205.805,   12.1340
   205.900,   12.1340
   206.000,   12.1340
   206.100,   11.9440
   206.200,   11.9440
   206.303,   11.9440
   206.406,   11.9440
   206.500,   11.9440
   206.600,   11.9440
   206.700,   11.9440
   206.800,   11.9440
   206.900,   11.9440
   207.000,   11.9440
   207.100,   11.9020
   207.200,   11.9020
   207.303,   11.9020
   207.400,   11.9020
   207.500,   11.9020
   207.600,   11.9020
   207.704,   11.9020
   207.800,   11.9020
   207.904,   11.9020
   208.000,   11.9020
   208.100,   11.6910
   208.204,   11.6910
   208.304,   11.6910
   208.400,   11.6910
   208.500,   11.6910
   208.600,   11.6910
   208.700,   11.6910
   208.800,   11.6910
   208.900,   11.6910
   209.000,   11.6910
   209.100,   11.5220
   209.200,   11.5220
   209.304,   11.5220
   209.400,   11.5220
   209.500,   11.5220
   209.600,   11.5220
   209.700,   11.5220
   209.800,   11.5220
   209.904,   11.5220
   210.000,   11.5220
   210.100,   11.7120
   210.200,   11.7120
   210.303,   11.7120
   210.400,   11.7120
   210.500,   11.7120
   210.600,   11.7120
   210.704,   11.7120
   210.800,   11.7120
   210.904,   11.7120
   211.000,   11.7120
   211.100,   11.5220
   211.204,   11.5220
   211.302,   11.5220
   211.400,   11.5220
   211.500,   11.5220
   211.600,   11.5220
   211.700,   11.5220
   211.800,   11.5220
   211.904,   11.5220
   212.000,   11.5220
   212.100,   11.2480
   212.200,   11.2480
   212.303,   11.2480
   212.400,   11.2480
   212.500,   11.2480
   212.600,   11.2480
   212.700,   11.2480
   212.800,   11.2480
   212.904,   11.2480
   213.000,   11.2480
   213.100,   11.0090
   213.200,   11.0090
   213.303,   11.0090
   213.400,   11.0090
   213.500,   11.0090
   213.600,   11.0090
   213.700,   11.0090
   213.800,   11.0090
   213.900,   11.0090
   214.000,   11.0090
   214.100,   10.9670
   214.200,   10.9670
   214.303,   10.9670
   214.400,   10.9670
   214.500,   10.9670
   214.600,   10.9670
   214.704,   10.9670
   214.801,   10.9670
   214.900,   10.9670
   215.000,   10.9670
   215.100,   10.7980
   215.200,   10.7980
   215.303,   10.7980
   215.400,   10.7980
   215.500,   10.7980
   215.600,   10.7980
   215.700,   10.7980
   215.801,   10.7980
   215.904,   10.7980
   216.000,   10.7980
   216.100,   10.7350
   216.200,   10.7350
   216.301,   10.7350
   216.406,   10.7350
   216.500,   10.7350
   216.600,   10.7350
   216.700,   10.7350
   216.801,   10.7350
   216.900,   10.7350
   217.000,   10.7350
   217.100,   10.6090
   217.200,   10.6090
   217.305,   10.6090
   217.400,   10.6090
   217.500,   10.6090
   217.600,   10.6090
   217.700,   10.6090
   217.801,   10.6090
   217.900,   10.6090
   218.000,   10.6090
   218.100,   10.5660
   218.200,   10.5660
   218.305,   10.5660
   218.400,   10.5660
   218.500,   10.5660
   218.600,   10.5660
   218.705,   10.5660
   218.801,   10.5660
   218.900,   10.5660
   219.000,   10.5660
   219.100,   10.3770
   219.200,   10.3770
   219.304,   10.3770
   219.406,   10.3770
   219.500,   10.3770
   219.600,   10.3770
   219.700,   10.3770
   219.801,   10.3770
   219.900,   10.3770
   220.000,   10.3770
   220.100,   10.2920
   220.204,   10.2920
   220.302,   10.2920
   220.400,   10.2920
   220.500,   10.2920
   220.600,   10.2920
   220.700,   10.2920
   220.801,   10.2920
   220.900,   10.2920
   221.000,   10.2920
   221.100,   10.3130
   221.200,   10.3130
   221.302,   10.3130
   221.400,   10.3130
   221.500,   10.3130
   221.600,   10.3130
   221.700,   10.3130
   221.801,   10.3130
   221.900,   10.3130
   222.000,   10.3130
   222.100,   10.4190
   222.200,   10.4190
   222.302,   10.4190
   222.400,   10.4190
   222.500,   10.4190
   222.600,   10.4190
   222.704,   10.4190
   222.802,   10.4190
   222.904,   10.4190
   223.000,   10.4190
   223.100,   10.3560
   223.200,   10.3560
   223.302,   10.3560
   223.400,   10.3560
   223.500,   10.3560
   223.600,   10.3560
   223.704,   10.3560
   223.801,   10.3560
   223.905,   10.3560
   224.000,   10.3560
   224.100,   10.2290
   224.200,   10.2290
   224.302,   10.2290
   224.400,   10.2290
   224.500,   10.2290
   224.600,   10.2290
   224.700,   10.2290
   224.801,   10.2290
   224.905,   10.2290
   225.000,   10.2290
   225.100,   10.3340
   225.200,   10.3340
   225.302,   10.3340
   225.400,   10.3340
   225.500,   10.3340
   225.600,   10.3340
   225.700,   10.3340
   225.801,   10.3340
   225.905,   10.3340
   226.000,   10.3340
   226.100,   10.2920
   226.204,   10.2920
   226.302,   10.2920
   226.400,   10.2920
   226.500,   10.2920
   226.600,   10.2920
   226.704,   10.2920
   226.801,   10.2920
   226.900,   10.2920
   227.000,   10.2920
   227.100,   10.1450
   227.200,   10.1450
   227.302,   10.1450
   227.400,   10.1450
   227.500,   10.1450
   227.600,   10.1450
   227.700,   10.1450
   227.801,   10.1450
   227.900,   10.1450
   228.000,   10.1450
   228.100,    9.9970
   228.200,    9.9970
   228.302,    9.9970
   228.400,    9.9970
   228.500,    9.9970
   228.600,    9.9970
   228.700,    9.9970
   228.801,    9.9970
   228.900,    9.9970
   229.000,    9.9970
   229.100,    9.8920
   229.204,    9.8920
   229.302,    9.8920
   229.400,    9.8920
   229.500,    9.8920
   229.600,    9.8920
   229.700,    9.8920
   229.801,    9.8920
   229.900,    9.8920
   230.000,    9.8920
   230.100,    9.8070
   230.200,    9.8070
   230.302,    9.8070
   230.406,    9.8070
   230.500,    9.8070
   230.600,    9.8070
   230.700,    9.8070
   230.801,    9.8070
   230.900,    9.8070
   231.000,    9.8070
   231.100,    9.7440
   231.204,    9.7440
   231.302,    9.7440
   231.400,    9.7440
   231.500,    9.7440
   231.600,    9.7440
   231.700,    9.7440
   231.801,    9.7440
   231.900,    9.7440
   232.000,    9.7440
   232.100,    9.9340
   232.200,    9.9340
   232.302,    9.9340
   232.400,    9.9340
   232.500,    9.9340
   232.600,    9.9340
   232.700,    9.9340
   232.801,    9.9340
   232.900,    9.9340
   233.000,    9.9340
   233.100,    9.9340
   233.200,    9.9340
   233.302,    9.9340
   233.400,    9.9340
   233.500,    9.9340
   233.600,    9.9340
   233.700,    9.9340
   233.801,    9.9340
   233.905,    9.9340
   234.000,    9.9340
   234.100,    9.7230
   234.200,    9.7230
   234.302,    9.7230
   234.400,    9.7230
   234.500,    9.7230
   234.600,    9.7230
   234.700,    9.7230
   234.801,    9.7230
   234.905,    9.7230
   235.000,    9.7230
   235.100,    9.6810
   235.200,    9.6810
   235.302,    9.6810
   235.406,    9.6810
   235.500,    9.6810
   235.600,    9.6810
   235.700,    9.6810
   235.801,    9.6810
   235.900,    9.6810
   236.000,    9.6810
   236.100,   10.0637
   236.204,    9.9970
   236.302,    9.9970
   236.400,    9.9970
   236.500,    9.9970
   236.600,    9.9970
   236.700,    9.9970
   236.801,    9.9970
   236.900,    9.9970
   237.000,    9.9970
   237.100,    9.7230
   237.200,    9.7230
   237.302,    9.7230
   237.400,    9.7230
   237.500,    9.7230
   237.600,    9.7230
   237.704,    9.7230
   237.801,    9.7230
   237.900,    9.7230
   238.000,    9.7230
   238.100,    9.5960
   238.204,    9.5960
   238.302,    9.5960
   238.400,    9.5960
   238.500,    9.5960
   238.600,    9.5960
   238.704,    9.5960
   238.801,    9.5960
   238.900,    9.5960
   239.000,    9.5960
   239.100,    9.5750
   239.200,    9.5750
   239.302,    9.5750
   239.400,    9.5750
   239.500,    9.5750
   239.600,    9.5750
   239.700,    9.5750
   239.801,    9.5750
   239.900,    9.5750
   240.000,    9.5750
   240.100,    9.7440
   240.200,    9.7440
   240.302,    9.7440
   240.400,    9.7440
   240.500,    9.7440
   240.600,    9.7440
   240.700,    9.7440
   240.801,    9.7440
   240.900,    9.7440
   241.000,    9.7440
   241.100,    9.6390
   241.200,    9.6390
   241.302,    9.6390
   241.400,    9.6390
   241.500,    9.6390
   241.600,    9.6390
   241.700,    9.6390
   241.801,    9.6390
   241.905,    9.6390
   242.000,    9.6390
   242.100,    9.4390
   242.200,    9.4390
   242.302,    9.4390
   242.400,    9.4390
   242.500,    9.4390
   242.600,    9.4390
   242.700,    9.4390
   242.801,    9.4390
   242.900,    9.4390
   243.000,    9.4390
   243.100,   23.8540
   243.204,   23.8540
   243.302,   23.8540
   243.400,   23.8540
   243.500,   23.8540
   243.600,   23.8540
   243.704,   23.8540
   243.801,   23.8540
   243.905,   23.8540
   244.000,   23.8540
   244.100,   24.0570
   244.200,   24.0570
   244.302,   24.0570
   244.400,   24.0570
   244.500,   24.0570
   244.600,   24.0570
   244.700,   24.0570
   244.801,   24.0570
   244.905,   24.0570
   245.000,   24.0570
   245.100,   24.1210
   245.200,   24.1210
   245.302,   24.1210
   245.400,   24.1210
   245.500,   24.1210
   245.600,   24.1210
   245.700,   24.1210
   245.801,   24.1210
   245.900,   24.1210
   246.000,   24.1210
   246.100,   24.2260
   246.204,   24.2260
   246.302,   24.2260
   246.406,   24.2260
   246.500,   24.2260
   246.600,   24.2260
   246.700,   24.2260
   246.801,   24.2260
   246.900,   24.7695
   247.000,   25.1690
   247.100,   24.8530
   247.200,   24.8530
   247.302,   24.8530
   247.400,   24.8530
   247.500,   24.8530
   247.600,   24.8530
   247.707,   24.8530
   247.802,   24.8530
   247.900,   24.8530
   248.000,   24.8530
   248.100,   24.6630
   248.200,   24.6630
   248.302,   24.6630
   248.400,   24.6630
   248.500,   24.6630
   248.600,   24.6630
   248.700,   24.6630
   248.802,   24.6630
   248.900,   24.6630
   249.000,   24.6630
   249.100,   24.5580
   249.200,   24.5580
   249.302,   24.5580
   249.400,   24.5580
   249.500,   24.5580
   249.600,   24.5580
   249.700,   24.5580
   249.802,   24.5580
   249.900,   24.5580
   250.000,   24.5580
   250.100,   24.4950
   250.200,   24.4950
   250.302,   24.4950
   250.400,   24.4950
   250.500,   24.4950
   250.600,   24.4950
   250.700,   24.4950
   250.802,   24.4950
   250.900,   24.4950
   251.000,   24.4950
   251.100,   24.4530
   251.207,   24.4530
   251.302,   24.4530
   251.400,   24.4530
   251.500,   24.4530
   251.600,   24.4530
   251.708,   24.4530
   251.802,   24.4530
   251.900,   24.4530
   252.000,   24.4530
   252.100,   24.4320
   252.200,   24.4320
   252.302,   24.4320
   252.400,   24.4320
