$Flow file for segment 11
To the right of the sum of flows are individual flows starting with QWD then QSTR
JDAY,QWD(m3s-1),
    86.400,   42.480,            0.000,
    86.500,   42.480,            0.000,
    86.600,   42.480,            0.000,
    86.704,   42.480,            0.000,
    86.802,   42.480,            0.000,
    86.900,   42.480,            0.000,
    87.000,   42.480,            0.000,
    87.100,   42.480,            0.000,
    87.202,   42.480,            0.000,
    87.304,   42.480,            0.000,
    87.400,   42.480,            0.000,
    87.500,   42.480,            0.000,
    87.600,   42.480,            0.000,
    87.703,   42.480,            0.000,
    87.806,   42.480,            0.000,
    87.900,   42.480,            0.000,
    88.000,   42.480,            0.000,
    88.100,   42.480,            0.000,
    88.203,   42.480,            0.000,
    88.305,   42.480,            0.000,
    88.400,   42.480,            0.000,
    88.500,   42.480,            0.000,
    88.600,   42.480,            0.000,
    88.704,   42.480,            0.000,
    88.806,   42.480,            0.000,
    88.900,   42.480,            0.000,
    89.000,   42.480,            0.000,
    89.100,   42.480,            0.000,
    89.202,   42.480,            0.000,
    89.304,   42.480,            0.000,
    89.400,   42.480,            0.000,
    89.500,   42.480,            0.000,
    89.600,   42.480,            0.000,
    89.704,   42.480,            0.000,
    89.806,   42.480,            0.000,
    89.900,   42.480,            0.000,
    90.000,   42.480,            0.000,
    90.100,   42.480,            0.000,
    90.202,   42.480,            0.000,
    90.304,   42.480,            0.000,
    90.400,   42.480,            0.000,
    90.500,   42.480,            0.000,
    90.600,   42.480,            0.000,
    90.702,   42.480,            0.000,
    90.808,   42.480,            0.000,
    90.900,   42.480,            0.000,
    91.000,   42.480,            0.000,
    91.100,   42.480,            0.000,
    91.201,   42.480,            0.000,
    91.303,   42.480,            0.000,
    91.400,   42.480,            0.000,
    91.500,   42.480,            0.000,
    91.600,   42.480,            0.000,
    91.703,   42.480,            0.000,
    91.806,   42.480,            0.000,
    91.900,   42.480,            0.000,
    92.000,   42.480,            0.000,
    92.100,   42.480,            0.000,
    92.205,   42.480,            0.000,
    92.302,   42.480,            0.000,
    92.400,   42.480,            0.000,
    92.500,   42.480,            0.000,
    92.600,   42.480,            0.000,
    92.701,   42.480,            0.000,
    92.805,   42.480,            0.000,
    92.900,   42.480,            0.000,
    93.000,   42.480,            0.000,
    93.100,   42.480,            0.000,
    93.204,   42.480,            0.000,
    93.301,   42.480,            0.000,
    93.400,   42.480,            0.000,
    93.500,   42.480,            0.000,
    93.600,   42.480,            0.000,
    93.708,   42.480,            0.000,
    93.804,   42.480,            0.000,
    93.900,   42.480,            0.000,
    94.000,   42.480,            0.000,
    94.100,   42.480,            0.000,
    94.204,   42.480,            0.000,
    94.300,   42.480,            0.000,
    94.400,   42.480,            0.000,
    94.500,   42.480,            0.000,
    94.600,   42.480,            0.000,
    94.708,   42.480,            0.000,
    94.802,   42.480,            0.000,
    94.900,   42.480,            0.000,
    95.000,   42.480,            0.000,
    95.100,   42.480,            0.000,
    95.201,   42.480,            0.000,
    95.303,   42.480,            0.000,
    95.400,   42.480,            0.000,
    95.500,   42.480,            0.000,
    95.600,   42.480,            0.000,
    95.701,   42.480,            0.000,
    95.801,   42.480,            0.000,
    95.900,   42.480,            0.000,
    96.000,   42.480,            0.000,
    96.100,   42.480,            0.000,
    96.201,   42.480,            0.000,
    96.303,   42.480,            0.000,
    96.400,   42.480,            0.000,
    96.500,   42.480,            0.000,
    96.600,   42.480,            0.000,
    96.708,   42.480,            0.000,
    96.802,   42.480,            0.000,
    96.900,   42.480,            0.000,
    97.000,   42.480,            0.000,
    97.100,   42.480,            0.000,
    97.201,   42.480,            0.000,
    97.304,   42.480,            0.000,
    97.400,   42.480,            0.000,
    97.500,   42.480,            0.000,
    97.600,   42.480,            0.000,
    97.700,   42.480,            0.000,
    97.801,   42.480,            0.000,
    97.900,   42.480,            0.000,
    98.000,   42.480,            0.000,
    98.100,   42.480,            0.000,
    98.202,   42.480,            0.000,
    98.303,   42.480,            0.000,
    98.400,   42.480,            0.000,
    98.500,   42.480,            0.000,
    98.600,   42.480,            0.000,
    98.701,   42.480,            0.000,
    98.804,   42.480,            0.000,
    98.900,   42.480,            0.000,
    99.000,   42.480,            0.000,
    99.100,   42.480,            0.000,
    99.204,   42.480,            0.000,
    99.302,   42.480,            0.000,
    99.400,   42.480,            0.000,
    99.500,   42.480,            0.000,
    99.600,   42.480,            0.000,
    99.700,   42.480,            0.000,
    99.801,   42.480,            0.000,
    99.900,   42.480,            0.000,
   100.000,   42.480,            0.000,
   100.100,   42.480,            0.000,
   100.200,   42.480,            0.000,
   100.303,   42.480,            0.000,
   100.400,   42.480,            0.000,
   100.500,   42.480,            0.000,
   100.600,   42.480,            0.000,
   100.700,   42.480,            0.000,
   100.801,   42.480,            0.000,
   100.900,   42.480,            0.000,
   101.000,   42.480,            0.000,
   101.100,   42.480,            0.000,
   101.200,   42.480,            0.000,
   101.303,   42.480,            0.000,
   101.400,   42.480,            0.000,
   101.500,   42.480,            0.000,
   101.600,   42.480,            0.000,
   101.700,   42.480,            0.000,
   101.803,   42.480,            0.000,
   101.900,   42.480,            0.000,
   102.000,   42.480,            0.000,
   102.100,   42.480,            0.000,
   102.200,   42.480,            0.000,
   102.302,   42.480,            0.000,
   102.400,   42.480,            0.000,
   102.500,   42.480,            0.000,
   102.600,   42.480,            0.000,
   102.700,   42.479,            3.366,
   102.801,   42.478,           12.396,
   102.900,   42.478,           14.158,
   103.000,   42.478,           14.158,
   103.100,   42.478,           14.158,
   103.200,   42.478,           14.158,
   103.302,   42.478,           14.158,
   103.400,   42.478,           14.158,
   103.500,   42.478,           14.158,
   103.600,   42.478,           14.158,
   103.700,   42.478,           14.158,
   103.801,   43.518,           14.507,
   103.900,   45.735,           15.244,
   104.000,   42.478,           14.158,
   104.100,   44.627,           14.874,
   104.202,  207.390,           69.130,
   104.301,  207.390,           69.130,
   104.400,  207.390,           69.130,
   104.500,  207.390,           69.130,
   104.600,  207.390,           69.130,
   104.700,  207.390,           69.130,
   104.802,  207.390,           69.130,
   104.900,  207.390,           69.130,
   105.000,  207.390,           69.130,
   105.100,  283.169,           94.389,
   105.200,  283.169,           94.389,
   105.300,  283.169,           94.389,
   105.400,  283.169,           94.389,
   105.500,  283.169,           94.389,
   105.600,  283.169,           94.389,
   105.700,  283.169,           94.389,
   105.803,  283.169,           94.389,
   105.900,  283.169,           94.389,
   106.000,  283.169,           94.389,
   106.100,  283.169,           94.389,
   106.200,  283.169,           94.389,
   106.301,  283.169,           94.389,
   106.400,  283.169,           94.389,
   106.500,  283.169,           94.389,
   106.600,  283.169,           94.389,
   106.700,  283.169,           94.389,
   106.801,  283.169,           94.389,
   106.900,  283.169,           94.389,
   107.000,  283.169,           94.389,
   107.100,  283.169,           94.389,
   107.200,  283.169,           94.389,
   107.301,  283.169,           94.389,
   107.400,  257.843,           85.948,
   107.500,  122.220,           40.740,
   107.600,  122.220,           40.740,
   107.700,  122.220,           40.740,
   107.801,  122.220,           40.740,
   107.900,  122.220,           40.740,
   108.000,  122.220,           40.740,
   108.100,   95.644,           31.884,
   108.200,   95.644,           31.884,
   108.301,   95.644,           31.884,
   108.400,   95.644,           31.884,
   108.500,   95.644,           31.884,
   108.600,   95.644,           31.884,
   108.700,   95.644,           31.884,
   108.801,   95.644,           31.884,
   108.900,   95.644,           31.884,
   109.000,   95.644,           31.884,
   109.100,   79.202,           26.402,
   109.200,   79.202,           26.402,
   109.302,   79.202,           26.402,
   109.400,   79.202,           26.402,
   109.500,   79.202,           26.402,
   109.600,   79.202,           26.402,
   109.700,   79.202,           26.402,
   109.802,   79.202,           26.402,
   109.900,   79.202,           26.402,
   110.000,   79.202,           26.402,
   110.100,   67.827,           22.607,
   110.200,   67.827,           22.607,
   110.302,   67.827,           22.607,
   110.400,   67.827,           22.607,
   110.500,   67.827,           22.607,
   110.600,   67.827,           22.607,
   110.700,   67.827,           22.607,
   110.802,   67.827,           22.607,
   110.900,   67.827,           22.607,
   111.000,   67.827,           22.607,
   111.100,   63.391,           21.131,
   111.200,   63.391,           21.131,
   111.302,   63.392,           21.132,
   111.400,   63.392,           21.132,
   111.500,   63.392,           21.132,
   111.600,   63.392,           21.132,
   111.700,   63.392,           21.132,
   111.800,   63.392,           21.132,
   111.900,   63.392,           21.132,
   112.000,   63.392,           21.132,
   112.100,   62.761,           20.921,
   112.200,   62.761,           20.921,
   112.302,   62.761,           20.921,
   112.400,   62.761,           20.921,
   112.500,   62.761,           20.921,
   112.600,   62.761,           20.921,
   112.700,   62.761,           20.921,
   112.802,   62.761,           20.921,
   112.900,   62.762,           20.922,
   113.000,   62.762,           20.922,
   113.100,   63.393,           21.133,
   113.200,   63.393,           21.133,
   113.303,   63.393,           21.133,
   113.400,   63.393,           21.133,
   113.500,   63.393,           21.133,
   113.600,   63.393,           21.133,
   113.700,   63.393,           21.133,
   113.800,   63.393,           21.133,
   113.900,   63.393,           21.133,
   114.000,   63.393,           21.133,
   114.100,   58.977,           19.657,
   114.200,   58.977,           19.657,
   114.300,   58.977,           19.657,
   114.400,   58.977,           19.657,
   114.500,   58.977,           19.657,
   114.600,   58.977,           19.657,
   114.700,   58.977,           19.657,
   114.800,   58.977,           19.657,
   114.900,   58.977,           19.657,
   115.000,   58.978,           19.658,
   115.100,   58.347,           19.447,
   115.200,   58.347,           19.447,
   115.302,   58.347,           19.447,
   115.400,   58.347,           19.447,
   115.500,   58.347,           19.447,
   115.600,   58.347,           19.447,
   115.700,   58.347,           19.447,
   115.800,   58.347,           19.447,
   115.900,   58.347,           19.447,
   116.000,   58.347,           19.447,
   116.100,   60.647,           20.214,
   116.200,   60.240,           20.080,
   116.303,   60.240,           20.080,
   116.400,   60.240,           20.080,
   116.500,   60.240,           20.080,
   116.600,   60.240,           20.080,
   116.700,   60.240,           20.080,
   116.800,   60.240,           20.080,
   116.902,   60.240,           20.080,
   117.000,   60.240,           20.080,
   117.100,   57.086,           19.026,
   117.200,   57.086,           19.026,
   117.302,   57.086,           19.026,
   117.400,   57.086,           19.026,
   117.500,   57.086,           19.026,
   117.600,   57.086,           19.026,
   117.700,   57.086,           19.026,
   117.800,   57.086,           19.026,
   117.900,   57.087,           19.027,
   118.000,   57.087,           19.027,
   118.100,   51.389,           17.129,
   118.200,   51.389,           17.129,
   118.303,   51.389,           17.129,
   118.400,   51.389,           17.129,
   118.500,   51.389,           17.129,
   118.600,   51.389,           17.129,
   118.700,   51.389,           17.129,
   118.801,   51.389,           17.129,
   118.900,   51.389,           17.129,
   119.000,   51.389,           17.129,
   119.100,   50.759,           16.919,
   119.200,   50.759,           16.919,
   119.303,   50.759,           16.919,
   119.400,   50.759,           16.919,
   119.500,   50.759,           16.919,
   119.600,   50.759,           16.919,
   119.700,   50.759,           16.919,
   119.801,   53.047,           17.683,
   119.900,   52.979,           17.659,
   120.000,   52.979,           17.659,
   120.100,   55.668,           18.556,
   120.200,   58.453,           19.482,
   120.300,   61.388,           20.463,
   120.400,   64.451,           21.485,
   120.500,   67.792,           22.595,
   120.600,   61.137,           20.377,
   120.700,   61.137,           20.377,
   120.800,   61.137,           20.377,
   120.900,   61.137,           20.377,
   121.000,   61.137,           20.377,
   121.100,   63.671,           21.223,
   121.200,   63.241,           21.081,
   121.300,   63.241,           21.081,
   121.400,   63.241,           21.081,
   121.500,   63.241,           21.081,
   121.600,   63.241,           21.081,
   121.700,   63.241,           21.081,
   121.800,   63.241,           21.081,
   121.900,   63.241,           21.081,
   122.000,   63.241,           21.081,
   122.100,   66.400,           22.132,
   122.200,   69.828,           23.276,
   122.302,   74.006,           24.666,
   122.400,   74.006,           24.666,
   122.500,   74.006,           24.666,
   122.600,   74.006,           24.666,
   122.700,   74.006,           24.666,
   122.802,   74.006,           24.666,
   122.900,   74.006,           24.666,
   123.000,   74.006,           24.666,
   123.100,   77.738,           25.914,
   123.200,   81.659,           27.221,
   123.301,   85.796,           28.596,
   123.400,   85.922,           28.643,
   123.500,   82.227,           27.407,
   123.600,   82.227,           27.407,
   123.700,   82.227,           27.407,
   123.801,   82.227,           27.407,
   123.900,   82.227,           27.407,
   124.000,   82.227,           27.407,
   124.100,   74.006,           24.666,
   124.200,   74.006,           24.666,
   124.302,   74.006,           24.666,
   124.400,   74.006,           24.666,
   124.500,   74.006,           24.666,
   124.600,   74.006,           24.666,
   124.700,   74.006,           24.666,
   124.802,   74.006,           24.666,
   124.900,   74.006,           24.666,
   125.000,   74.006,           24.666,
   125.100,  118.240,           39.412,
   125.200,  101.545,           33.845,
   125.302,  101.545,           33.845,
   125.400,  101.545,           33.845,
   125.500,  101.545,           33.845,
   125.600,  101.545,           33.845,
   125.700,  101.545,           33.845,
   125.802,  101.545,           33.845,
   125.900,  101.545,           33.845,
   126.000,  101.545,           33.845,
   126.100,   97.739,           32.579,
   126.200,   97.739,           32.579,
   126.302,   97.739,           32.579,
   126.400,   97.739,           32.579,
   126.500,   97.739,           32.579,
   126.600,   97.739,           32.579,
   126.700,   97.739,           32.579,
   126.800,   97.739,           32.579,
   126.900,   97.739,           32.579,
   127.000,   97.739,           32.579,
   127.100,   88.256,           29.416,
   127.200,   88.256,           29.416,
   127.303,   88.256,           29.416,
   127.400,   88.256,           29.416,
   127.500,   88.256,           29.416,
   127.600,   88.256,           29.416,
   127.700,   88.256,           29.416,
   127.801,   88.256,           29.416,
   127.900,   88.256,           29.416,
   128.000,   88.256,           29.416,
   128.100,   80.666,           26.886,
   128.204,   80.666,           26.886,
   128.305,   80.666,           26.886,
   128.402,   80.666,           26.886,
   128.500,   80.666,           26.886,
   128.600,   80.666,           26.886,
   128.700,   80.666,           26.886,
   128.801,   80.666,           26.886,
   128.900,   80.666,           26.886,
   129.000,   80.666,           26.886,
   129.100,   77.492,           25.832,
   129.204,   77.492,           25.832,
   129.302,   77.492,           25.832,
   129.400,   77.492,           25.832,
   129.500,   77.492,           25.832,
   129.600,   77.492,           25.832,
   129.700,   77.492,           25.832,
   129.802,   77.492,           25.832,
   129.900,   77.492,           25.832,
   130.000,   77.492,           25.832,
   130.100,   73.076,           24.356,
   130.204,   73.076,           24.356,
   130.303,   73.076,           24.356,
   130.400,   73.076,           24.356,
   130.500,   73.076,           24.356,
   130.600,   73.076,           24.356,
   130.700,   73.076,           24.356,
   130.802,   73.076,           24.356,
   130.900,   73.076,           24.356,
   131.000,   73.076,           24.356,
   131.100,   73.076,           24.356,
   131.204,   73.076,           24.356,
   131.302,   73.076,           24.356,
   131.400,   73.076,           24.356,
   131.500,   73.076,           24.356,
   131.600,   73.076,           24.356,
   131.700,   73.076,           24.356,
   131.802,   73.076,           24.356,
   131.900,   73.076,           24.356,
   132.000,   73.076,           24.356,
   132.100,   80.396,           26.800,
   132.204,   78.123,           26.043,
   132.302,   78.123,           26.043,
   132.400,   78.123,           26.043,
   132.500,   78.123,           26.043,
   132.600,   78.123,           26.043,
   132.700,   78.123,           26.043,
   132.801,   78.123,           26.043,
   132.902,   78.123,           26.043,
   133.000,   78.123,           26.043,
   133.100,   96.369,           32.124,
   133.200,   90.149,           30.049,
   133.301,   90.149,           30.049,
   133.400,   90.149,           30.049,
   133.500,   90.149,           30.049,
   133.600,   90.149,           30.049,
   133.700,   90.149,           30.049,
   133.801,   90.149,           30.049,
   133.900,   90.149,           30.049,
   134.000,   90.149,           30.049,
   134.100,   90.780,           30.260,
   134.203,   90.780,           30.260,
   134.303,   90.780,           30.260,
   134.400,   90.780,           30.260,
   134.500,   90.780,           30.260,
   134.600,   90.780,           30.260,
   134.700,   90.780,           30.260,
   134.800,   90.780,           30.260,
   134.902,   90.780,           30.260,
   135.000,   90.780,           30.260,
   135.100,   93.722,           31.240,
   135.203,   93.303,           31.103,
   135.302,   93.303,           31.103,
   135.400,   93.303,           31.103,
   135.500,   93.303,           31.103,
   135.600,   93.303,           31.103,
   135.700,   93.303,           31.103,
   135.800,   93.303,           31.103,
   135.900,   93.303,           31.103,
   136.000,   93.303,           31.103,
   136.100,   92.042,           30.682,
   136.200,   92.042,           30.682,
   136.303,   92.042,           30.682,
   136.400,   92.042,           30.682,
   136.500,   92.042,           30.682,
   136.600,   92.042,           30.682,
   136.706,   92.042,           30.682,
   136.800,   92.042,           30.682,
   136.900,   92.042,           30.682,
   137.000,   92.042,           30.682,
   137.100,   98.083,           32.696,
   137.200,   96.478,           32.158,
   137.302,   96.478,           32.158,
   137.400,   96.478,           32.158,
   137.500,   96.478,           32.158,
   137.600,   96.478,           32.158,
   137.700,   96.478,           32.158,
   137.802,   96.478,           32.158,
   137.902,   96.478,           32.158,
   138.000,   96.478,           32.158,
   138.100,  106.618,           35.537,
   138.200,  103.437,           34.477,
   138.302,  103.437,           34.477,
   138.400,  103.437,           34.477,
   138.500,  103.437,           34.477,
   138.600,  103.437,           34.477,
   138.700,  103.437,           34.477,
   138.802,  103.437,           34.477,
   138.900,  103.437,           34.477,
   139.000,  103.437,           34.477,
   139.100,  102.806,           34.266,
   139.200,  102.806,           34.266,
   139.302,  102.806,           34.266,
   139.405,  102.806,           34.266,
   139.500,  102.806,           34.266,
   139.600,  102.806,           34.266,
   139.700,  102.806,           34.266,
   139.802,  102.806,           34.266,
   139.902,  102.806,           34.266,
   140.000,  102.806,           34.266,
   140.100,  100.894,           33.634,
   140.202,  100.894,           33.634,
   140.303,  100.894,           33.634,
   140.400,  100.894,           33.634,
   140.500,  100.894,           33.634,
   140.600,  100.894,           33.634,
   140.700,  100.894,           33.634,
   140.802,  100.894,           33.634,
   140.900,  100.894,           33.634,
   141.000,  100.894,           33.634,
   141.100,  100.894,           33.634,
   141.200,  100.894,           33.634,
   141.302,  100.894,           33.634,
   141.400,  100.894,           33.634,
   141.500,  100.894,           33.634,
   141.600,  100.894,           33.634,
   141.700,  100.894,           33.634,
   141.802,  100.894,           33.634,
   141.900,  100.894,           33.634,
   142.000,  100.894,           33.634,
   142.100,  100.894,           33.634,
   142.200,  100.894,           33.634,
   142.302,  100.894,           33.634,
   142.405,  100.894,           33.634,
   142.500,  100.894,           33.634,
   142.600,  100.894,           33.634,
   142.700,  100.894,           33.634,
   142.802,  100.894,           33.634,
   142.900,  100.894,           33.634,
   143.000,  100.894,           33.634,
   143.100,   95.216,           31.736,
   143.203,   95.216,           31.736,
   143.304,   95.216,           31.736,
   143.400,   95.216,           31.736,
   143.500,   95.216,           31.736,
   143.600,   95.216,           31.736,
   143.706,   95.216,           31.736,
   143.800,   95.216,           31.736,
   143.900,   95.216,           31.736,
   144.000,   95.216,           31.736,
   144.100,   93.934,           31.314,
   144.200,   93.934,           31.314,
   144.303,   93.934,           31.314,
   144.400,   93.934,           31.314,
   144.500,   93.934,           31.314,
   144.600,   93.934,           31.314,
   144.708,   93.934,           31.314,
   144.800,   93.934,           31.314,
   144.900,   93.934,           31.314,
   145.000,   93.934,           31.314,
   145.100,   96.845,           32.281,
   145.200,   96.478,           32.158,
   145.300,   96.478,           32.158,
   145.405,   96.478,           32.158,
   145.500,   96.478,           32.158,
   145.600,   96.478,           32.158,
   145.704,   96.478,           32.158,
   145.800,   96.478,           32.158,
   145.900,   96.478,           32.158,
   146.000,   96.478,           32.158,
   146.100,  109.724,           36.576,
   146.203,  105.330,           35.110,
   146.302,  105.330,           35.110,
   146.400,  105.330,           35.110,
   146.500,  105.330,           35.110,
   146.600,  105.330,           35.110,
   146.700,  105.330,           35.110,
   146.802,  105.330,           35.110,
   146.902,  105.330,           35.110,
   147.000,  105.330,           35.110,
   147.100,  118.220,           39.408,
   147.200,  114.182,           38.062,
   147.301,  114.182,           38.062,
   147.400,  114.182,           38.062,
   147.500,  114.182,           38.062,
   147.600,  114.182,           38.062,
   147.700,  114.182,           38.062,
   147.801,  114.182,           38.062,
   147.900,  114.182,           38.062,
   148.000,  114.182,           38.062,
   148.100,  136.552,           45.517,
   148.202,  128.732,           42.912,
   148.304,  128.732,           42.912,
   148.404,  128.732,           42.912,
   148.500,  128.732,           42.912,
   148.600,  128.732,           42.912,
   148.700,  128.732,           42.912,
   148.803,  128.732,           42.912,
   148.900,  128.732,           42.912,
   149.000,  128.732,           42.912,
   149.100,  184.146,           61.383,
   149.200,  163.529,           54.509,
   149.302,  163.529,           54.509,
   149.400,  163.529,           54.509,
   149.500,  163.529,           54.509,
   149.600,  163.529,           54.509,
   149.700,  163.529,           54.509,
   149.801,  163.529,           54.509,
   149.900,  163.529,           54.509,
   150.000,  163.529,           54.509,
   150.100,  156.570,           52.190,
   150.200,  156.570,           52.190,
   150.303,  156.570,           52.190,
   150.400,  156.570,           52.190,
   150.500,  156.570,           52.190,
   150.600,  156.570,           52.190,
   150.704,  156.570,           52.190,
   150.801,  156.570,           52.190,
   150.900,  156.570,           52.190,
   151.000,  156.570,           52.190,
   151.100,  140.127,           46.707,
   151.200,  140.127,           46.707,
   151.303,  140.127,           46.707,
   151.400,  140.127,           46.707,
   151.500,  140.127,           46.707,
   151.600,  140.127,           46.707,
   151.700,  140.127,           46.707,
   151.800,  140.127,           46.707,
   151.900,  140.127,           46.707,
   152.000,  140.127,           46.707,
   152.100,  127.711,           42.571,
   152.200,  127.711,           42.571,
   152.300,  127.711,           42.571,
   152.400,  127.711,           42.571,
   152.500,  127.711,           42.571,
   152.600,  127.711,           42.571,
   152.700,  127.711,           42.571,
   152.801,  127.711,           42.571,
   152.900,  127.711,           42.571,
   153.000,  127.711,           42.571,
   153.100,  118.228,           39.408,
   153.200,  118.228,           39.408,
   153.301,  118.228,           39.408,
   153.405,  118.228,           39.408,
   153.500,  118.228,           39.408,
   153.600,  118.228,           39.408,
   153.700,  118.228,           39.408,
   153.801,  118.228,           39.408,
   153.900,  118.228,           39.408,
   154.000,  118.228,           39.408,
   154.100,  109.376,           36.456,
   154.200,  109.376,           36.456,
   154.302,  109.376,           36.456,
   154.400,  109.376,           36.456,
   154.500,  109.376,           36.456,
   154.600,  109.376,           36.456,
   154.708,  109.376,           36.456,
   154.802,  109.376,           36.456,
   154.900,  109.376,           36.456,
   155.000,  109.376,           36.456,
   155.100,  103.678,           34.558,
   155.200,  103.678,           34.558,
   155.303,  103.678,           34.558,
   155.405,  103.678,           34.558,
   155.500,  103.678,           34.558,
   155.600,  103.678,           34.558,
   155.708,  103.678,           34.558,
   155.802,  103.678,           34.558,
   155.900,  103.678,           34.558,
   156.000,  103.678,           34.558,
   156.100,  107.484,           35.827,
   156.200,  106.833,           35.613,
   156.301,  106.833,           35.613,
   156.400,  106.833,           35.613,
   156.500,  106.833,           35.613,
   156.600,  106.833,           35.613,
   156.700,  106.833,           35.613,
   156.802,  106.833,           35.613,
   156.900,  106.833,           35.613,
   157.000,  106.833,           35.613,
   157.100,  104.940,           34.980,
   157.202,  104.940,           34.980,
   157.301,  104.940,           34.980,
   157.400,  104.940,           34.980,
   157.500,  104.940,           34.980,
   157.600,  104.940,           34.980,
   157.700,  104.940,           34.980,
   157.802,  104.940,           34.980,
   157.900,  104.940,           34.980,
   158.000,  104.940,           34.980,
   158.100,   94.195,           31.395,
   158.200,   94.195,           31.395,
   158.302,   94.195,           31.395,
   158.406,   94.195,           31.395,
   158.500,   94.195,           31.395,
   158.600,   94.195,           31.395,
   158.700,   94.195,           31.395,
   158.800,   94.195,           31.395,
   158.900,   94.195,           31.395,
   159.000,   94.195,           31.395,
   159.100,   84.062,           28.022,
   159.202,   84.062,           28.022,
   159.306,   84.062,           28.022,
   159.407,   84.062,           28.022,
   159.500,   84.062,           28.022,
   159.600,   84.062,           28.022,
   159.700,   84.062,           28.022,
   159.801,   84.062,           28.022,
   159.900,   84.062,           28.022,
   160.000,   84.062,           28.022,
   160.100,   77.102,           25.702,
   160.200,   77.102,           25.702,
   160.307,   77.102,           25.702,
   160.408,   77.102,           25.702,
   160.500,   77.102,           25.702,
   160.600,   77.102,           25.702,
   160.700,   77.102,           25.702,
   160.802,   77.102,           25.702,
   160.902,   77.102,           25.702,
   161.000,   77.102,           25.702,
   161.100,   72.035,           24.015,
   161.204,   72.035,           24.015,
   161.307,   72.035,           24.015,
   161.408,   72.035,           24.015,
   161.500,   72.035,           24.015,
   161.600,   72.035,           24.015,
   161.700,   72.035,           24.015,
   161.802,   72.035,           24.015,
   161.900,   72.035,           24.015,
   162.000,   72.035,           24.015,
   162.100,   72.686,           24.226,
   162.200,   72.686,           24.226,
   162.303,   72.686,           24.226,
   162.400,   72.686,           24.226,
   162.500,   72.686,           24.226,
   162.600,   72.686,           24.226,
   162.700,   72.686,           24.226,
   162.802,   72.686,           24.226,
   162.900,   72.686,           24.226,
   163.000,   72.686,           24.226,
   163.100,   80.008,           26.672,
   163.200,   77.733,           25.913,
   163.304,   77.733,           25.913,
   163.400,   77.733,           25.913,
   163.500,   77.733,           25.913,
   163.600,   77.733,           25.913,
   163.700,   77.733,           25.913,
   163.801,   77.733,           25.913,
   163.900,   77.733,           25.913,
   164.000,   77.733,           25.913,
   164.100,   92.942,           30.980,
   164.200,   87.867,           29.287,
   164.302,   87.867,           29.287,
   164.400,   87.867,           29.287,
   164.500,   87.867,           29.287,
   164.600,   87.867,           29.287,
   164.702,   87.867,           29.287,
   164.800,   87.867,           29.287,
   164.900,   87.867,           29.287,
   165.000,   87.867,           29.287,
   165.100,  101.229,           33.743,
   165.200,   96.719,           32.239,
   165.302,   96.719,           32.239,
   165.400,   96.719,           32.239,
   165.500,   96.719,           32.239,
   165.600,   96.719,           32.239,
   165.700,   96.719,           32.239,
   165.800,   96.719,           32.239,
   165.900,   96.719,           32.239,
   166.000,   96.719,           32.239,
   166.100,   94.195,           31.395,
   166.200,   94.195,           31.395,
   166.302,   94.195,           31.395,
   166.405,   94.195,           31.395,
   166.500,   94.195,           31.395,
   166.600,   94.195,           31.395,
   166.700,   94.195,           31.395,
   166.801,   94.195,           31.395,
   166.900,   94.195,           31.395,
   167.000,   94.195,           31.395,
   167.100,   87.867,           29.287,
   167.200,   87.867,           29.287,
   167.303,   87.867,           29.287,
   167.400,   87.867,           29.287,
   167.500,   87.867,           29.287,
   167.600,   87.867,           29.287,
   167.702,   87.867,           29.287,
   167.801,   87.867,           29.287,
   167.900,   87.867,           29.287,
   168.000,   87.867,           29.287,
   168.100,   84.062,           28.022,
   168.200,   84.062,           28.022,
   168.305,   84.062,           28.022,
   168.406,   84.062,           28.022,
   168.500,   84.062,           28.022,
   168.600,   84.062,           28.022,
   168.700,   84.062,           28.022,
   168.803,   84.062,           28.022,
   168.900,   84.062,           28.022,
   169.000,   84.062,           28.022,
   169.100,  124.501,           41.498,
   169.200,  109.376,           36.456,
   169.303,  109.376,           36.456,
   169.400,  109.376,           36.456,
   169.500,  109.376,           36.456,
   169.600,  109.376,           36.456,
   169.700,  109.376,           36.456,
   169.802,  109.376,           36.456,
   169.900,  109.376,           36.456,
   170.000,  109.376,           36.456,
   170.100,   89.759,           29.919,
   170.200,   89.759,           29.919,
   170.304,   89.759,           29.919,
   170.400,   89.759,           29.919,
   170.500,   89.759,           29.919,
   170.600,   89.759,           29.919,
   170.700,   89.759,           29.919,
   170.801,   89.759,           29.919,
   170.902,   89.759,           29.919,
   171.000,   89.759,           29.919,
   171.100,   79.645,           26.545,
   171.202,   79.645,           26.545,
   171.303,   79.645,           26.545,
   171.407,   79.645,           26.545,
   171.500,   79.645,           26.545,
   171.600,   79.645,           26.545,
   171.700,   79.645,           26.545,
   171.802,   79.645,           26.545,
   171.900,   79.645,           26.545,
   172.000,   79.645,           26.545,
   172.100,   78.364,           26.124,
   172.203,   78.364,           26.124,
   172.303,   78.364,           26.124,
   172.400,   78.364,           26.124,
   172.500,   78.364,           26.124,
   172.600,   78.364,           26.124,
   172.700,   78.364,           26.124,
   172.801,   78.364,           26.124,
   172.902,   78.364,           26.124,
   173.000,   78.364,           26.124,
   173.100,   77.733,           25.913,
   173.200,   77.733,           25.913,
   173.303,   77.733,           25.913,
   173.406,   77.733,           25.913,
