$STR WITHDRAWAL AT SEG11                                     ELEV OF WITHDRAWAL CENTERLINE:470.     

JDAY,T(C)
   123.900,    7.05
   124.000,    7.23
   124.100,    7.50
   124.200,    7.74
   124.302,    7.97
   124.400,    8.17
   124.500,    8.31
   124.600,    8.37
   124.700,    8.43
   124.802,    8.34
   124.900,    8.17
   125.000,    7.95
   125.100,    7.64
   125.200,    7.48
   125.302,    7.35
   125.400,    7.25
   125.500,    7.23
   125.600,    7.20
   125.700,    7.16
   125.802,    7.04
   125.900,    7.00
   126.000,    7.06
   126.100,    7.13
   126.200,    7.23
   126.302,    7.40
   126.400,    7.53
   126.500,    7.68
   126.600,    7.82
   126.700,    7.90
   126.800,    7.91
   126.900,    7.88
   127.000,    7.84
   127.100,    7.79
   127.200,    7.75
   127.303,    7.72
   127.400,    7.75
   127.500,    7.84
   127.600,    7.87
   127.700,    7.87
   127.801,    7.79
   127.900,    7.67
   128.000,    7.52
   128.100,    7.52
   128.204,    7.58
   128.305,    7.71
   128.402,    7.90
   128.500,    8.17
   128.600,    8.37
   128.700,    8.54
   128.801,    8.68
   128.900,    8.78
   129.000,    8.82
   129.100,    8.83
   129.204,    8.84
   129.302,    8.85
   129.400,    8.82
   129.500,    8.79
   129.600,    8.75
   129.700,    8.67
   129.802,    8.55
   129.900,    8.35
   130.000,    8.14
   130.100,    7.99
   130.204,    7.98
   130.303,    8.05
   130.400,    8.15
   130.500,    8.34
   130.600,    8.59
   130.700,    8.85
   130.802,    9.01
   130.900,    9.11
   131.000,    9.19
   131.100,    9.26
   131.204,    9.27
   131.302,    9.23
   131.400,    9.20
   131.500,    9.24
   131.600,    9.17
   131.700,    8.98
   131.802,    8.60
   131.900,    8.36
   132.000,    8.24
   132.100,    8.31
   132.204,    8.46
   132.302,    8.71
   132.400,    9.07
   132.500,    9.29
   132.600,    9.40
   132.700,    9.43
   132.801,    9.37
   132.902,    9.12
   133.000,    8.93
   133.100,    8.77
   133.200,    8.60
   133.301,    8.49
   133.400,    8.41
   133.500,    8.37
   133.600,    8.32
   133.700,    8.28
   133.801,    8.13
   133.900,    8.06
   134.000,    8.03
   134.100,    8.03
   134.203,    8.05
   134.303,    8.14
   134.400,    8.37
   134.500,    8.60
   134.600,    8.80
   134.700,    8.96
   134.800,    9.05
   134.902,    9.21
   135.000,    9.26
   135.100,    9.28
   135.203,    9.30
   135.302,    9.37
   135.400,    9.51
   135.500,    9.65
   135.600,    9.74
   135.700,    9.91
   135.800,    9.96
   135.900,    9.99
   136.000,   10.07
   136.100,   10.20
   136.200,   10.33
   136.303,   10.40
   136.400,   10.45
   136.500,   10.49
   136.600,   10.46
   136.706,   10.28
   136.800,    9.73
   136.900,    9.17
   137.000,    8.53
   137.100,    8.14
   137.200,    7.97
   137.302,    7.96
   137.400,    8.11
   137.500,    8.33
   137.600,    8.53
   137.700,    8.84
   137.802,    9.02
   137.902,    9.16
   138.000,    9.30
   138.100,    9.46
   138.200,    9.50
   138.302,    9.50
   138.400,    9.44
   138.500,    9.29
   138.600,    9.08
   138.700,    8.88
   138.802,    8.76
   138.900,    8.81
   139.000,    9.06
   139.100,    9.46
   139.200,    9.68
   139.302,    9.83
   139.405,    9.99
   139.500,   10.10
   139.600,   10.13
   139.700,   10.04
   139.802,    9.83
   139.902,    9.65
   140.000,    9.39
   140.100,    9.27
   140.202,    9.22
   140.303,    9.24
   140.400,    9.32
   140.500,    9.36
   140.600,    9.35
   140.700,    9.32
   140.802,    9.31
   140.900,    9.35
   141.000,    9.58
   141.100,    9.67
   141.200,    9.75
   141.302,    9.86
   141.400,   10.01
   141.500,   10.09
   141.600,   10.03
   141.700,    9.90
   141.802,    9.77
   141.900,    9.56
   142.000,    9.16
   142.100,    8.90
   142.200,    8.76
   142.302,    8.73
   142.405,    8.75
   142.500,    8.78
   142.600,    8.73
   142.700,    8.78
   142.802,    8.86
   142.900,    8.94
   143.000,    9.16
   143.100,    9.30
   143.203,    9.48
   143.304,    9.76
   143.400,    9.91
   143.500,   10.02
   143.600,   10.02
   143.706,    9.94
   143.800,    9.78
   143.900,    9.63
   144.000,    9.61
   144.100,    9.76
   144.200,    9.98
   144.303,   10.36
   144.400,   10.57
   144.500,   10.76
   144.600,   10.83
   144.708,   10.81
   144.800,   10.70
   144.900,   10.54
   145.000,   10.28
   145.100,   10.28
   145.200,   10.32
   145.300,   10.30
   145.405,   10.22
   145.500,   10.06
   145.600,    9.83
   145.704,    9.48
   145.800,    9.29
   145.900,    9.14
   146.000,    9.08
   146.100,    9.11
   146.203,    9.37
   146.302,    9.60
   146.400,    9.79
   146.500,    9.92
   146.600,    9.87
   146.700,    9.70
   146.802,    9.48
   146.902,    9.28
   147.000,    9.17
   147.100,    9.09
   147.200,    9.14
   147.301,    9.28
   147.400,    9.48
   147.500,    9.83
   147.600,    9.98
   147.700,   10.01
   147.801,    9.97
   147.900,    9.90
   148.000,    9.86
   148.100,    9.75
   148.202,    9.87
   148.304,    9.96
   148.404,   10.15
   148.500,   10.27
   148.600,   10.29
   148.700,   10.25
   148.803,   10.21
   148.900,   10.11
   149.000,    9.96
   149.100,    9.75
   149.200,    9.77
   149.302,    9.65
   149.400,    9.65
   149.500,    9.69
   149.600,    9.73
   149.700,    9.70
   149.801,    9.63
   149.900,    9.56
   150.000,    9.51
   150.100,    9.49
   150.200,    9.49
   150.303,    9.52
   150.400,    9.63
   150.500,    9.91
   150.600,   10.13
   150.704,   10.28
   150.801,   10.33
   150.900,   10.30
   151.000,   10.30
   151.100,   10.45
   151.200,   10.58
   151.303,   10.78
   151.400,   11.02
   151.500,   11.43
   151.600,   11.71
   151.700,   11.99
   151.800,   12.20
   151.900,   12.31
   152.000,   12.29
   152.100,   12.15
   152.200,   11.93
   152.300,   11.59
   152.400,   11.25
   152.500,   11.02
   152.600,   10.70
   152.700,   10.59
   152.801,   10.37
   152.900,   10.08
   153.000,   10.11
   153.100,   10.32
   153.200,   10.46
   153.301,   10.57
   153.405,   10.66
   153.500,   10.67
   153.600,   10.62
   153.700,   10.62
   153.801,   10.80
   153.900,   11.34
   154.000,   11.76
   154.100,   12.26
   154.200,   12.47
   154.302,   12.51
   154.400,   12.53
   154.500,   12.49
   154.600,   12.38
   154.708,   12.22
   154.802,   11.64
   154.900,   11.19
   155.000,   10.68
   155.100,   10.46
   155.200,   10.26
   155.303,   10.01
   155.405,   10.03
   155.500,   10.13
   155.600,   10.32
   155.708,   10.34
   155.802,   10.28
   155.900,   10.18
   156.000,   10.11
   156.100,   10.16
   156.200,   10.36
   156.301,   10.77
   156.400,   11.05
   156.500,   11.34
   156.600,   11.53
   156.700,   11.48
   156.802,   11.24
   156.900,   11.00
   157.000,   10.93
   157.100,   11.00
   157.202,   11.16
   157.301,   11.34
   157.400,   11.54
   157.500,   11.80
   157.600,   12.07
   157.700,   12.54
   157.802,   12.91
   157.900,   13.02
   158.000,   13.01
   158.100,   12.91
   158.200,   12.88
   158.302,   12.75
   158.406,   12.71
   158.500,   12.83
   158.600,   13.03
   158.700,   13.13
   158.800,   13.09
   158.900,   12.77
   159.000,   12.47
   159.100,   12.13
   159.202,   11.81
   159.306,   11.47
   159.407,   11.23
   159.500,   10.91
   159.600,   10.89
   159.700,   10.90
   159.801,   10.87
   159.900,   11.02
   160.000,   11.46
   160.100,   11.65
   160.200,   11.82
   160.307,   11.92
   160.408,   11.97
   160.500,   12.03
   160.600,   12.14
   160.700,   12.05
   160.802,   11.85
   160.902,   11.52
   161.000,   11.21
   161.100,   11.06
   161.204,   11.13
   161.307,   11.28
   161.408,   11.49
   161.500,   11.69
   161.600,   11.74
   161.700,   11.64
   161.802,   11.52
   161.900,   11.48
   162.000,   11.57
   162.100,   12.11
   162.200,   12.49
   162.303,   12.72
   162.400,   12.89
   162.500,   13.03
   162.600,   13.07
   162.700,   13.03
   162.802,   12.99
   162.900,   13.07
   163.000,   13.24
   163.100,   13.39
   163.200,   13.46
   163.304,   13.41
   163.400,   13.33
   163.500,   13.30
   163.600,   13.37
   163.700,   13.42
   163.801,   13.69
   163.900,   13.91
   164.000,   14.01
   164.100,   14.18
   164.200,   14.15
   164.302,   13.98
   164.400,   13.90
   164.500,   13.69
   164.600,   13.63
   164.702,   12.96
   164.800,   12.20
   164.900,   11.40
   165.000,   11.57
   165.100,   12.20
   165.200,   12.93
   165.302,   13.29
   165.400,   13.40
   165.500,   13.26
   165.600,   13.03
   165.700,   12.69
   165.800,   12.34
   165.900,   12.23
   166.000,   12.44
   166.100,   12.90
   166.200,   13.44
   166.302,   13.72
   166.405,   13.74
   166.500,   13.61
   166.600,   13.41
   166.700,   13.16
   166.801,   12.92
   166.900,   12.76
   167.000,   12.72
   167.100,   12.78
   167.200,   13.26
   167.303,   13.54
   167.400,   13.71
   167.500,   13.74
   167.600,   13.64
   167.702,   13.13
   167.801,   12.75
   167.900,   12.48
   168.000,   12.54
   168.100,   13.16
   168.200,   13.63
   168.305,   13.92
   168.406,   14.06
   168.500,   13.97
   168.600,   13.72
   168.700,   13.44
   168.803,   13.12
   168.900,   13.01
   169.000,   12.94
   169.100,   12.62
   169.200,   12.80
   169.303,   12.81
   169.400,   12.84
   169.500,   12.83
   169.600,   12.54
   169.700,   12.32
   169.802,   12.09
   169.900,   11.99
   170.000,   12.21
   170.100,   12.76
   170.200,   13.11
   170.304,   13.32
   170.400,   13.38
   170.500,   13.42
   170.600,   13.50
   170.700,   13.67
   170.801,   13.93
   170.902,   14.07
   171.000,   14.11
   171.100,   14.18
   171.202,   14.02
   171.303,   13.91
   171.407,   13.89
   171.500,   13.99
   171.600,   14.10
   171.700,   14.14
   171.802,   14.07
   171.900,   13.81
   172.000,   13.47
   172.100,   13.14
   172.203,   12.72
   172.303,   12.77
   172.400,   13.21
   172.500,   13.44
   172.600,   13.65
   172.700,   13.73
   172.801,   13.61
   172.902,   13.29
   173.000,   13.17
   173.100,   13.10
   173.200,   13.10
   173.303,   13.09
   173.406,   13.10
   173.500,   13.12
   173.600,   13.06
   173.708,   12.94
   173.802,   12.83
   173.900,   12.73
   174.000,   12.68
   174.100,   12.73
   174.200,   12.83
   174.305,   12.99
   174.407,   13.16
   174.500,   13.33
   174.600,   13.62
   174.700,   13.65
   174.802,   13.62
   174.900,   13.68
   175.000,   13.85
   175.100,   14.07
   175.200,   14.21
   175.303,   14.27
   175.400,   14.25
   175.500,   14.21
   175.600,   14.21
   175.700,   14.14
   175.803,   14.09
   175.900,   14.15
   176.000,   14.33
   176.100,   14.54
   176.204,   14.69
   176.303,   14.76
   176.400,   14.84
   176.500,   14.85
   176.600,   15.03
   176.705,   14.96
   176.803,   14.65
   176.900,   14.68
   177.000,   14.80
   177.100,   15.02
   177.200,   15.17
   177.305,   15.26
   177.408,   15.23
   177.500,   15.06
   177.600,   14.80
   177.700,   14.54
   177.803,   14.28
   177.900,   14.17
   178.000,   14.24
   178.100,   14.47
   178.200,   14.75
   178.303,   14.84
   178.400,   14.83
   178.500,   14.65
   178.600,   14.32
   178.700,   14.05
   178.803,   13.80
   178.902,   13.77
   179.000,   13.96
   179.100,   14.30
   179.200,   14.56
   179.307,   14.67
   179.400,   14.65
   179.500,   14.51
   179.600,   14.36
   179.700,   14.33
   179.800,   14.42
   179.900,   14.54
   180.000,   14.62
   180.100,   14.66
   180.203,   14.58
   180.305,   14.42
   180.406,   14.30
   180.500,   14.26
   180.600,   14.28
   180.702,   14.36
   180.802,   14.44
   180.900,   14.46
   181.000,   14.49
   181.100,   14.51
   181.202,   14.58
   181.308,   14.63
   181.400,   14.68
   181.500,   14.73
   181.600,   14.72
   181.700,   14.66
   181.803,   14.56
   181.902,   14.59
   182.000,   14.79
   182.100,   14.96
   182.201,   15.06
   182.301,   15.08
   182.406,   15.11
   182.500,   15.27
   182.600,   15.55
   182.700,   16.02
   182.800,   16.14
   182.900,   16.18
   183.000,   16.17
   183.100,   16.13
   183.201,   16.06
   183.304,   16.04
   183.400,   16.07
   183.500,   16.12
   183.600,   16.16
   183.707,   16.15
   183.801,   16.13
   183.900,   16.10
   184.000,   16.08
   184.100,   16.10
   184.200,   16.12
   184.304,   16.13
   184.400,   16.16
   184.500,   16.22
   184.600,   16.25
   184.700,   16.17
   184.801,   15.94
   184.900,   15.63
   185.000,   15.49
   185.100,   15.53
   185.200,   15.61
   185.305,   15.65
   185.400,   15.69
   185.500,   15.69
   185.600,   15.68
   185.704,   15.65
   185.801,   15.65
   185.903,   15.60
   186.000,   15.64
   186.100,   15.69
   186.200,   15.74
   186.307,   15.82
   186.408,   15.88
   186.500,   15.96
   186.600,   16.05
   186.700,   16.11
   186.802,   16.15
   186.900,   16.14
   187.000,   16.14
   187.100,   16.14
   187.204,   16.14
   187.307,   16.16
   187.400,   16.23
   187.500,   16.31
   187.600,   16.34
   187.704,   16.26
   187.802,   16.17
   187.900,   16.20
   188.000,   16.26
   188.100,   16.40
   188.200,   16.45
   188.305,   16.40
   188.400,   16.31
   188.500,   16.23
   188.600,   16.25
   188.700,   16.25
   188.802,   16.19
   188.903,   15.93
   189.000,   15.76
   189.100,   15.63
   189.200,   15.55
   189.308,   15.49
   189.400,   15.49
   189.500,   15.57
   189.600,   15.70
   189.700,   15.91
   189.801,   16.13
   189.900,   16.55
   190.000,   16.86
   190.100,   17.01
   190.200,   16.96
   190.304,   16.89
   190.400,   16.90
   190.500,   17.07
   190.600,   17.30
   190.700,   17.65
   190.801,   17.95
   190.900,   18.03
   191.000,   17.88
   191.100,   17.66
   191.203,   17.45
   191.302,   17.68
   191.400,   17.54
   191.500,   17.74
   191.600,   17.88
   191.700,   17.75
   191.801,   17.22
   191.903,   16.58
   192.000,   16.22
   192.100,   16.24
   192.200,   16.56
   192.302,   16.88
   192.400,   17.09
   192.500,   17.45
   192.600,   17.91
   192.706,   18.31
   192.802,   18.54
   192.900,   18.55
   193.000,   18.54
   193.100,   18.80
   193.200,   18.80
   193.301,   18.84
   193.400,   18.93
   193.500,   18.93
   193.600,   18.76
   193.700,   18.53
   193.802,   18.55
   193.903,   18.60
   194.000,   18.73
   194.100,   18.82
   194.204,   18.92
   194.304,   18.95
   194.400,   18.96
   194.500,   18.81
   194.600,   18.05
   194.700,   17.50
   194.802,   17.26
   194.903,   17.30
   195.000,   17.55
   195.100,   17.61
   195.200,   17.66
   195.301,   17.73
   195.400,   17.99
   195.500,   18.44
   195.600,   18.81
   195.700,   19.12
   195.802,   19.34
   195.900,   19.36
   196.000,   19.22
   196.100,   19.35
   196.200,   19.14
   196.302,   19.05
   196.400,   19.05
   196.500,   19.10
   196.600,   19.08
   196.700,   19.03
   196.803,   18.99
   196.900,   18.96
   197.000,   18.93
   197.100,   19.08
   197.200,   19.25
   197.304,   19.27
   197.400,   19.25
   197.500,   19.16
   197.600,   18.95
   197.700,   18.64
   197.803,   18.41
   197.900,   17.75
   198.000,   17.77
   198.100,   17.81
   198.204,   17.85
   198.304,   17.81
   198.400,   17.83
   198.500,   17.92
   198.600,   18.09
   198.700,   18.24
   198.803,   18.28
   198.903,   18.07
   199.000,   17.96
   199.100,   17.89
   199.200,   17.82
   199.304,   17.74
   199.400,   17.77
   199.500,   17.98
   199.600,   18.32
   199.700,   18.56
   199.803,   18.62
   199.900,   18.88
   200.000,   18.77
   200.100,   18.80
   200.204,   18.77
   200.304,   18.75
   200.400,   18.67
   200.500,   18.77
   200.600,   18.91
   200.700,   19.06
   200.804,   19.21
   200.900,   19.41
   201.000,   19.51
   201.100,   19.57
   201.200,   19.50
   201.301,   19.44
   201.406,   19.49
   201.500,   19.65
   201.600,   20.08
   201.700,   20.47
   201.804,   20.69
   201.901,   20.64
   202.000,   20.46
   202.100,   20.27
   202.200,   20.19
   202.302,   20.31
   202.400,   20.41
   202.500,   20.43
   202.600,   20.23
   202.700,   19.98
   202.804,   19.88
   202.904,   20.12
   203.000,   20.50
   203.100,   20.64
   203.200,   20.67
   203.302,   20.52
   203.400,   20.33
   203.500,   20.20
   203.600,   20.23
   203.700,   20.37
   203.804,   20.52
   203.900,   20.56
   204.000,   20.41
   204.100,   20.19
   204.200,   20.05
   204.304,   20.19
   204.400,   20.27
   204.500,   20.39
   204.600,   20.45
   204.700,   20.49
   204.804,   20.58
   204.900,   20.62
   205.000,   20.66
   205.100,   20.54
   205.200,   20.39
   205.304,   20.28
   205.400,   20.23
   205.500,   20.28
   205.600,   20.36
   205.700,   20.48
   205.805,   20.56
   205.900,   20.61
   206.000,   20.56
   206.100,   20.49
   206.200,   20.44
   206.303,   20.37
   206.406,   20.40
   206.500,   20.44
   206.600,   20.54
   206.700,   20.63
   206.800,   20.87
   206.900,   21.07
   207.000,   21.09
   207.100,   21.02
   207.200,   20.94
   207.303,   20.93
   207.400,   20.94
   207.500,   20.93
   207.600,   20.99
   207.704,   21.08
   207.800,   21.11
   207.904,   21.00
   208.000,   20.91
   208.100,   20.85
   208.204,   20.82
   208.304,   20.86
   208.400,   20.91
   208.500,   20.99
   208.600,   21.07
   208.700,   21.13
   208.800,   21.17
   208.900,   21.22
   209.000,   21.24
   209.100,   21.17
   209.200,   21.06
   209.304,   20.96
   209.400,   20.98
   209.500,   21.08
   209.600,   21.33
   209.700,   21.52
   209.800,   21.56
   209.904,   21.43
   210.000,   21.27
   210.100,   21.27
   210.200,   21.18
   210.303,   21.18
   210.400,   21.20
   210.500,   21.17
   210.600,   21.24
   210.704,   21.44
   210.800,   21.87
   210.904,   22.17
   211.000,   22.19
   211.100,   22.05
   211.204,   21.85
   211.302,   21.74
   211.400,   21.74
   211.500,   21.71
   211.600,   21.76
   211.700,   21.82
   211.800,   21.82
   211.904,   21.63
   212.000,   21.57
   212.100,   21.69
   212.200,   21.80
   212.303,   21.72
   212.400,   21.64
   212.500,   21.68
   212.600,   21.94
   212.700,   22.18
   212.800,   22.18
   212.904,   22.03
   213.000,   21.87
   213.100,   21.66
   213.200,   21.53
   213.303,   21.49
   213.400,   21.52
   213.500,   21.57
   213.600,   21.48
   213.700,   21.34
   213.800,   21.24
   213.900,   21.20
   214.000,   21.22
   214.100,   21.14
   214.200,   21.00
   214.303,   20.87
   214.400,   20.80
   214.500,   20.92
   214.600,   21.18
   214.704,   21.42
   214.801,   21.28
   214.900,   21.15
   215.000,   21.24
   215.100,   21.11
   215.200,   21.03
   215.303,   20.98
   215.400,   20.97
   215.500,   20.93
   215.600,   20.81
   215.700,   20.65
   215.801,   20.55
   215.904,   20.49
   216.000,   20.50
   216.100,   20.44
   216.200,   20.30
   216.301,   20.18
   216.406,   20.14
   216.500,   20.17
   216.600,   20.21
   216.700,   20.18
   216.801,   20.13
   216.900,   20.05
   217.000,   19.95
   217.100,   19.84
   217.200,   19.53
   217.305,   19.51
   217.400,   19.56
   217.500,   19.65
   217.600,   19.72
   217.700,   19.72
   217.801,   19.92
   217.900,   19.80
   218.000,   19.68
   218.100,   19.35
   218.200,   19.24
   218.305,   19.13
   218.400,   19.06
   218.500,   19.10
   218.600,   19.51
   218.705,   19.50
   218.801,   19.62
   218.900,   19.56
   219.000,   19.48
   219.100,   19.42
   219.200,   19.37
   219.304,   19.35
   219.406,   19.39
   219.500,   19.46
   219.600,   19.53
   219.700,   19.61
   219.801,   19.71
   219.900,   19.74
   220.000,   19.71
   220.100,   19.63
   220.204,   19.55
   220.302,   19.51
   220.400,   19.53
   220.500,   19.59
   220.600,   19.87
   220.700,   19.94
   220.801,   20.03
   220.900,   20.06
   221.000,   19.81
   221.100,   19.75
   221.200,   19.69
   221.302,   19.66
   221.400,   19.69
   221.500,   19.71
   221.600,   19.99
   221.700,   20.02
   221.801,   20.10
   221.900,   20.14
   222.000,   20.11
   222.100,   20.04
   222.200,   19.99
   222.302,   19.95
   222.400,   19.99
   222.500,   20.09
   222.600,   20.20
   222.704,   20.37
   222.802,   20.52
   222.904,   20.34
   223.000,   20.32
   223.100,   20.25
   223.200,   20.17
   223.302,   20.10
   223.400,   20.06
   223.500,   20.31
   223.600,   20.28
   223.704,   20.28
   223.801,   20.36
   223.905,   20.43
   224.000,   20.45
   224.100,   20.41
   224.200,   20.32
   224.302,   20.24
   224.400,   20.24
   224.500,   20.33
   224.600,   20.37
   224.700,   20.39
   224.801,   20.53
   224.905,   20.70
   225.000,   20.76
   225.100,   20.73
   225.200,   20.65
   225.302,   20.60
   225.400,   20.41
   225.500,   20.82
   225.600,   21.01
   225.700,   21.18
   225.801,   21.28
   225.905,   21.29
   226.000,   21.23
   226.100,   21.19
   226.204,   20.93
   226.302,   20.91
   226.400,   21.09
   226.500,   20.91
   226.600,   20.65
   226.704,   20.64
   226.801,   20.70
   226.900,   20.81
   227.000,   20.83
   227.100,   20.74
   227.200,   20.58
   227.302,   20.44
   227.400,   20.46
   227.500,   20.61
   227.600,   20.74
   227.700,   20.78
   227.801,   20.70
   227.900,   20.55
   228.000,   20.42
   228.100,   20.31
   228.200,   20.23
   228.302,   20.17
   228.400,   20.21
   228.500,   20.33
   228.600,   20.51
   228.700,   20.64
   228.801,   20.69
   228.900,   20.68
   229.000,   20.61
   229.100,   20.47
   229.204,   20.33
   229.302,   20.26
   229.400,   20.32
   229.500,   20.44
   229.600,   20.52
   229.700,   20.54
   229.801,   20.50
   229.900,   20.41
   230.000,   20.32
   230.100,   20.23
   230.200,   20.17
   230.302,   20.13
   230.406,   19.96
   230.500,   20.07
   230.600,   20.42
   230.700,   20.54
   230.801,   20.55
   230.900,   20.45
   231.000,   20.36
   231.100,   20.32
   231.204,   20.06
   231.302,   20.17
   231.400,   20.08
   231.500,   20.07
   231.600,   20.12
   231.700,   20.15
   231.801,   20.14
   231.900,   20.05
   232.000,   19.97
   232.100,   19.88
   232.200,   19.80
   232.302,   19.74
   232.400,   19.58
   232.500,   19.63
   232.600,   19.85
   232.700,   19.92
   232.801,   19.90
   232.900,   19.80
   233.000,   19.53
   233.100,   19.45
   233.200,   19.38
   233.302,   19.33
   233.400,   19.33
   233.500,   19.40
   233.600,   19.50
   233.700,   19.62
   233.801,   19.69
   233.905,   19.69
   234.000,   19.64
   234.100,   19.56
   234.200,   19.49
   234.302,   19.44
   234.400,   19.45
   234.500,   19.52
   234.600,   19.56
   234.700,   19.56
   234.801,   19.78
   234.905,   19.57
   235.000,   19.58
   235.100,   19.58
   235.200,   19.54
   235.302,   19.48
   235.406,   19.47
   235.500,   19.49
   235.600,   19.77
   235.700,   19.81
   235.801,   19.81
   235.900,   19.78
   236.000,   19.66
   236.100,   19.53
   236.204,   19.42
   236.302,   19.21
   236.400,   19.25
   236.500,   19.35
   236.600,   19.62
   236.700,   19.67
   236.801,   19.68
   236.900,   19.67
   237.000,   19.46
   237.100,   19.40
   237.200,   19.33
   237.302,   19.25
   237.400,   19.20
   237.500,   19.16
   237.600,   19.18
   237.704,   19.38
   237.801,   19.24
   237.900,   19.23
   238.000,   19.20
   238.100,   19.17
   238.204,   19.17
   238.302,   19.16
   238.400,   19.19
   238.500,   19.28
   238.600,   19.40
   238.704,   19.49
   238.801,   19.54
   238.900,   19.55
   239.000,   19.54
   239.100,   19.49
   239.200,   19.43
   239.302,   19.36
   239.400,   19.34
   239.500,   19.37
   239.600,   19.39
   239.700,   19.64
   239.801,   19.67
   239.900,   19.69
   240.000,   19.49
   240.100,   19.48
   240.200,   19.46
   240.302,   19.44
   240.400,   19.49
   240.500,   19.56
   240.600,   19.63
   240.700,   19.89
   240.801,   19.97
   240.900,   20.05
   241.000,   19.87
   241.100,   19.83
   241.200,   19.78
   241.302,   19.75
   241.400,   19.77
   241.500,   20.00
   241.600,   20.03
   241.700,   20.03
   241.801,   19.97
   241.905,   19.86
   242.000,   19.77
   242.100,   19.69
   242.200,   19.62
   242.302,   19.53
   242.400,   19.51
   242.500,   19.58
   242.600,   19.71
   242.700,   19.85
   242.801,   19.91
   242.900,   19.87
   243.000,   19.65
   243.100,   19.43
   243.204,   19.38
   243.302,   19.32
   243.400,   19.32
   243.500,   19.37
   243.600,   19.43
   243.704,   19.50
   243.801,   19.57
   243.905,   19.61
   244.000,   19.61
   244.100,   19.58
   244.200,   19.56
   244.302,   19.52
   244.400,   19.50
   244.500,   19.51
   244.600,   19.56
   244.700,   19.64
   244.801,   19.68
   244.905,   19.66
   245.000,   19.64
   245.100,   19.62
   245.200,   19.58
   245.302,   19.52
   245.400,   19.50
   245.500,   19.56
   245.600,   19.67
   245.700,   19.75
   245.801,   19.72
   245.900,   19.61
   246.000,   19.53
   246.100,   19.44
   246.204,   19.34
   246.302,   19.27
   246.406,   19.25
   246.500,   19.34
   246.600,   19.48
   246.700,   19.58
   246.801,   19.60
   246.900,   19.58
   247.000,   19.53
   247.100,   19.45
   247.200,   19.33
   247.302,   19.20
   247.400,   19.16
   247.500,   19.22
   247.600,   19.31
   247.707,   19.37
   247.802,   19.32
   247.900,   19.22
   248.000,   19.12
   248.100,   19.03
   248.200,   18.95
   248.302,   18.87
   248.400,   18.87
   248.500,   18.95
   248.600,   19.05
   248.700,   19.10
   248.802,   19.03
   248.900,   18.92
   249.000,   18.82
   249.100,   18.73
   249.200,   18.64
   249.302,   18.46
   249.400,   18.47
   249.500,   18.57
   249.600,   18.79
   249.700,   18.80
   249.802,   18.72
   249.900,   18.50
   250.000,   18.39
   250.100,   18.30
   250.200,   18.21
   250.302,   18.14
   250.400,   18.14
   250.500,   18.22
   250.600,   18.43
   250.700,   18.46
   250.802,   18.28
   250.900,   18.22
   251.000,   18.17
   251.100,   18.11
   251.207,   18.04
   251.302,   17.99
   251.400,   18.00
   251.500,   18.08
   251.600,   18.18
   251.708,   18.20
   251.802,   18.13
   251.900,   18.04
   252.000,   17.96
   252.100,   17.89
   252.200,   17.83
   252.302,   17.78
   252.400,   17.74
   252.500,   17.92
   252.600,   18.06
   252.708,   18.15
   252.802,   18.12
   252.900,   18.06
   253.000,   18.01
   253.100,   17.95
   253.200,   17.82
   253.300,   17.77
   253.400,   17.79
   253.500,   17.96
   253.600,   18.08
   253.700,   18.15
   253.802,   18.16
   253.900,   18.12
   254.000,   18.10
   254.100,   18.07
   254.207,   17.96
   254.302,   17.95
   254.406,   18.00
   254.500,   18.10
   254.600,   18.31
   254.700,   18.37
   254.802,   18.32
   254.906,   18.23
   255.000,   18.17
   255.100,   18.13
   255.207,   18.08
   255.302,   18.02
   255.406,   18.03
   255.500,   18.12
   255.600,   18.25
   255.700,   18.34
   255.802,   18.34
   255.900,   18.31
   256.000,   18.28
   256.100,   18.25
   256.200,   18.24
   256.302,   18.14
   256.406,   18.19
   256.500,   18.31
   256.600,   18.54
   256.700,   18.59
   256.802,   18.52
   256.906,   18.42
   257.000,   18.36
   257.100,   18.31
   257.200,   18.25
   257.302,   18.17
   257.400,   18.14
   257.500,   18.17
   257.600,   18.25
   257.700,   18.25
   257.800,   18.20
   257.906,   18.12
   258.000,   18.03
   258.100,   17.95
   258.200,   17.88
   258.301,   17.84
   258.406,   17.76
   258.500,   17.78
   258.600,   17.83
   258.700,   17.89
   258.802,   17.86
   258.906,   17.81
   259.000,   17.76
   259.100,   17.71
   259.200,   17.65
   259.300,   17.60
   259.400,   17.58
   259.500,   17.59
   259.600,   17.58
   259.700,   17.58
   259.802,   17.55
   259.906,   17.49
   260.000,   17.43
   260.100,   17.37
   260.200,   17.24
   260.301,   17.19
   260.404,   17.17
   260.500,   17.18
   260.600,   17.21
   260.700,   17.21
   260.802,   17.19
   260.904,   17.16
   261.000,   17.13
   261.100,   17.07
   261.200,   17.05
   261.302,   17.02
   261.404,   17.01
   261.500,   17.02
   261.600,   17.09
   261.700,   17.18
   261.802,   17.13
   261.900,   17.10
   262.000,   17.06
   262.100,   17.01
   262.200,   16.96
   262.302,   16.92
   262.403,   16.93
   262.500,   17.01
   262.600,   17.17
   262.700,   17.23
   262.801,   17.21
   262.903,   17.17
   263.000,   17.15
   263.100,   17.13
   263.200,   17.04
